YEAR,MONTH_NUM,MONTH_MON,FLT_DATE,ENTITY_NAME,ENTITY_TYPE,CPLX_FLIGHT_HRS,CPLX_INTER,VERTICAL_INTER_HRS,HORIZ_INTER_HRS,SPEED_INTER_HRS,BADA_VERSION
2014,4,APR,02-04-2014,Skyguide,ANSP (AUA),643.75,101.18,26.45,59.52,23.46,3.6
2014,4,APR,02-04-2014,Slovenia Control,ANSP (AUA),86.37,8.45,0.99,5.14,0.92,3.6
2014,4,APR,02-04-2014,UkSATSE,ANSP (AUA),762.37,31.20,1.87,11.94,8.36,3.6
2014,4,APR,03-04-2014,ANS CR,ANSP (AUA),516.73,65.96,8.50,34.65,12.71,3.6
2014,4,APR,03-04-2014,ARMATS,ANSP (AUA),29.54,0.48,0.03,0.16,0.07,3.6
2014,4,APR,03-04-2014,Albcontrol,ANSP (AUA),96.77,10.12,0.27,2.85,0.79,3.6
2014,4,APR,03-04-2014,Austro Control,ANSP (AUA),539.38,56.19,11.58,30.07,13.29,3.6
2014,4,APR,03-04-2014,Avinor (Continental),ANSP (AUA),727.87,29.76,7.71,13.34,7.43,3.6
2014,4,APR,03-04-2014,BULATSA,ANSP (AUA),440.64,44.91,2.97,13.49,6.94,3.6
2014,4,APR,03-04-2014,Belgocontrol,ANSP (AUA),196.34,25.29,9.89,13.38,12.80,3.6
2014,4,APR,03-04-2014,Croatia Control,ANSP (AUA),413.70,37.80,1.73,19.55,3.62,3.6
2014,4,APR,03-04-2014,DCAC Cyprus,ANSP (AUA),373.27,29.45,4.44,12.13,2.80,3.6
2014,4,APR,03-04-2014,DFS,ANSP (AUA),2615.73,361.37,88.94,214.90,88.22,3.6
2014,4,APR,03-04-2014,DHMI,ANSP (AUA),2658.20,375.84,58.15,128.55,66.25,3.6
2014,4,APR,03-04-2014,DSNA,ANSP (AUA),4983.04,816.42,125.59,352.18,106.40,3.6
2014,4,APR,03-04-2014,EANS,ANSP (AUA),152.10,7.59,1.31,2.60,1.84,3.6
2014,4,APR,03-04-2014,ENAIRE,ANSP (AUA),2713.73,287.76,37.55,102.47,34.72,3.6
2014,4,APR,03-04-2014,ENAV,ANSP (AUA),2186.50,179.07,45.70,100.51,31.59,3.6
2014,4,APR,03-04-2014,Finavia,ANSP (AUA),260.36,7.85,2.17,2.64,3.05,3.6
2014,4,APR,03-04-2014,HCAA,ANSP (AUA),933.96,52.89,3.74,17.80,5.96,3.6
2014,4,APR,03-04-2014,HungaroControl,ANSP (AUA),434.38,45.42,3.08,17.96,8.05,3.6
2014,4,APR,03-04-2014,IAA,ANSP (AUA),703.26,51.20,5.61,12.58,6.00,3.6
2014,4,APR,03-04-2014,LFV,ANSP (AUA),1067.00,59.16,14.38,27.88,14.38,3.6
2014,4,APR,03-04-2014,LGS,ANSP (AUA),150.66,6.98,0.64,3.04,0.90,3.6
2014,4,APR,03-04-2014,LPS,ANSP (AUA),210.23,22.17,2.61,9.97,4.08,3.6
2014,4,APR,03-04-2014,LVNL,ANSP (AUA),204.98,34.33,7.41,14.72,13.70,3.6
2014,4,APR,03-04-2014,M-NAV,ANSP (AUA),35.03,0.84,0.15,0.42,0.09,3.6
2014,4,APR,03-04-2014,MATS,ANSP (AUA),216.21,7.08,0.23,2.79,1.21,3.6
2014,4,APR,03-04-2014,MUAC,ANSP (AUA),1542.57,269.65,68.45,150.27,39.68,3.6
2014,4,APR,03-04-2014,MoldATSA,ANSP (AUA),17.90,0.16,0.01,0.10,0.02,3.6
2014,4,APR,03-04-2014,NATS (Continental),ANSP (AUA),2703.62,432.99,163.23,197.30,134.01,3.6
2014,4,APR,03-04-2014,NAV Portugal (Continental),ANSP (AUA),790.92,56.23,9.15,21.86,4.52,3.6
2014,4,APR,03-04-2014,NAVIAIR,ANSP (AUA),444.65,27.51,4.85,14.44,4.53,3.6
2014,4,APR,03-04-2014,Oro Navigacija,ANSP (AUA),109.78,4.49,0.38,1.99,0.82,3.6
2014,4,APR,03-04-2014,PANSA,ANSP (AUA),936.62,64.10,11.37,32.99,18.78,3.6
2014,4,APR,03-04-2014,ROMATSA,ANSP (AUA),671.36,62.76,3.25,20.68,11.08,3.6
2014,4,APR,03-04-2014,SMATSA,ANSP (AUA),371.81,26.99,1.37,13.10,4.18,3.6
2014,4,APR,03-04-2014,Sakaeronavigatsia,ANSP (AUA),104.37,5.63,0.50,2.24,1.31,3.6
2014,4,APR,03-04-2014,Skyguide,ANSP (AUA),641.08,103.24,28.08,62.88,23.08,3.6
2014,4,APR,03-04-2014,Slovenia Control,ANSP (AUA),90.66,10.32,1.05,6.07,1.28,3.6
2014,4,APR,03-04-2014,UkSATSE,ANSP (AUA),647.89,22.16,1.38,9.64,6.07,3.6
2014,4,APR,04-04-2014,ANS CR,ANSP (AUA),526.42,70.41,9.73,39.38,11.72,3.6
2014,4,APR,04-04-2014,ARMATS,ANSP (AUA),34.09,0.60,0.09,0.23,0.09,3.6
2014,4,APR,04-04-2014,Albcontrol,ANSP (AUA),75.48,5.25,0.28,1.94,0.44,3.6
2014,4,APR,04-04-2014,Austro Control,ANSP (AUA),537.50,55.82,12.26,30.75,11.75,3.6
2014,4,APR,04-04-2014,Avinor (Continental),ANSP (AUA),739.59,28.01,8.96,14.51,7.65,3.6
2014,4,APR,04-04-2014,BULATSA,ANSP (AUA),480.72,58.23,4.26,17.26,12.00,3.6
2014,4,APR,04-04-2014,Belgocontrol,ANSP (AUA),198.85,25.65,10.17,13.76,12.07,3.6
2014,4,APR,04-04-2014,Croatia Control,ANSP (AUA),397.58,38.23,2.03,21.47,2.56,3.6
2014,4,APR,04-04-2014,DCAC Cyprus,ANSP (AUA),319.30,25.44,3.62,9.99,3.50,3.6
2014,4,APR,04-04-2014,DFS,ANSP (AUA),2651.35,359.57,93.58,220.89,83.39,3.6
2014,4,APR,04-04-2014,DHMI,ANSP (AUA),2802.24,449.10,72.08,146.20,97.10,3.6
2014,4,APR,04-04-2014,DSNA,ANSP (AUA),5293.60,901.73,133.34,391.19,105.89,3.6
2014,4,APR,04-04-2014,EANS,ANSP (AUA),163.24,8.94,1.39,2.76,1.68,3.6
2014,4,APR,04-04-2014,ENAIRE,ANSP (AUA),2995.42,338.81,43.15,117.38,39.63,3.6
2014,4,APR,04-04-2014,ENAV,ANSP (AUA),2250.72,191.73,49.79,110.16,32.80,3.6
2014,4,APR,04-04-2014,Finavia,ANSP (AUA),258.02,7.24,1.98,2.72,2.50,3.6
2014,4,APR,04-04-2014,HCAA,ANSP (AUA),788.18,35.92,2.97,13.66,4.17,3.6
2014,4,APR,04-04-2014,HungaroControl,ANSP (AUA),448.95,50.27,3.41,20.33,6.38,3.6
2014,4,APR,04-04-2014,IAA,ANSP (AUA),717.81,46.42,4.32,13.67,5.82,3.6
2014,4,APR,04-04-2014,LFV,ANSP (AUA),1039.59,53.34,12.07,25.66,12.48,3.6
2014,4,APR,04-04-2014,LGS,ANSP (AUA),149.80,7.11,0.76,3.27,0.99,3.6
2014,4,APR,04-04-2014,LPS,ANSP (AUA),210.60,25.40,2.40,10.19,3.78,3.6
2014,4,APR,04-04-2014,LVNL,ANSP (AUA),205.06,33.10,6.68,13.85,12.84,3.6
2014,4,APR,04-04-2014,M-NAV,ANSP (AUA),33.90,0.92,0.17,0.43,0.07,3.6
2014,4,APR,04-04-2014,MATS,ANSP (AUA),207.56,7.36,0.35,3.24,1.71,3.6
2014,4,APR,04-04-2014,MUAC,ANSP (AUA),1567.49,260.27,66.73,149.85,37.17,3.6
2014,4,APR,04-04-2014,MoldATSA,ANSP (AUA),17.04,0.14,0.01,0.06,0.01,3.6
2014,4,APR,04-04-2014,NATS (Continental),ANSP (AUA),2782.16,444.28,172.61,208.31,135.93,3.6
2014,4,APR,04-04-2014,NAV Portugal (Continental),ANSP (AUA),840.39,62.38,7.96,20.96,4.63,3.6
2014,4,APR,04-04-2014,NAVIAIR,ANSP (AUA),444.83,27.70,4.67,14.74,5.15,3.6
2014,4,APR,04-04-2014,Oro Navigacija,ANSP (AUA),112.70,4.86,0.44,2.16,0.99,3.6
2014,4,APR,04-04-2014,PANSA,ANSP (AUA),923.59,61.45,9.90,30.89,16.18,3.6
2014,4,APR,04-04-2014,ROMATSA,ANSP (AUA),699.58,68.65,3.62,21.99,12.19,3.6
2014,4,APR,04-04-2014,SMATSA,ANSP (AUA),384.17,32.47,1.59,16.78,4.23,3.6
2014,4,APR,04-04-2014,Sakaeronavigatsia,ANSP (AUA),110.48,8.40,0.52,3.33,1.55,3.6
2014,4,APR,04-04-2014,Skyguide,ANSP (AUA),698.06,119.67,33.06,72.73,26.98,3.6
2014,4,APR,04-04-2014,Slovenia Control,ANSP (AUA),92.62,10.39,0.79,6.32,0.88,3.6
2014,4,APR,04-04-2014,UkSATSE,ANSP (AUA),654.24,24.51,1.62,9.27,8.30,3.6
2014,4,APR,05-04-2014,ANS CR,ANSP (AUA),484.29,62.68,7.68,34.13,8.06,3.6
2014,4,APR,05-04-2014,ARMATS,ANSP (AUA),31.54,0.65,0.09,0.19,0.23,3.6
2014,4,APR,05-04-2014,Albcontrol,ANSP (AUA),100.68,10.18,0.28,3.61,0.42,3.6
2014,4,APR,05-04-2014,Austro Control,ANSP (AUA),561.87,71.31,11.34,38.03,9.94,3.6
2014,4,APR,05-04-2014,Avinor (Continental),ANSP (AUA),376.53,8.98,2.24,4.12,1.57,3.6
2014,4,APR,05-04-2014,BULATSA,ANSP (AUA),511.69,64.88,3.68,21.07,9.38,3.6
2014,4,APR,05-04-2014,Belgocontrol,ANSP (AUA),129.12,13.21,4.21,6.66,5.06,3.6
2014,4,APR,05-04-2014,Croatia Control,ANSP (AUA),459.60,53.94,2.82,27.67,2.37,3.6
2014,4,APR,05-04-2014,DCAC Cyprus,ANSP (AUA),320.55,26.04,3.66,11.00,1.99,3.6
2014,4,APR,05-04-2014,DFS,ANSP (AUA),2455.92,373.51,89.32,212.48,68.55,3.6
2014,4,APR,05-04-2014,DHMI,ANSP (AUA),2679.98,386.11,55.80,121.81,80.73,3.6
2014,4,APR,05-04-2014,DSNA,ANSP (AUA),5086.40,949.13,116.02,395.39,76.46,3.6
2014,4,APR,05-04-2014,EANS,ANSP (AUA),161.48,9.89,1.33,2.86,1.84,3.6
2014,4,APR,05-04-2014,ENAIRE,ANSP (AUA),3102.78,410.74,43.80,134.65,33.65,3.6
2014,4,APR,05-04-2014,ENAV,ANSP (AUA),2158.31,183.51,43.41,110.30,22.20,3.6
2014,4,APR,05-04-2014,Finavia,ANSP (AUA),168.60,4.51,0.85,1.19,1.30,3.6
2014,4,APR,05-04-2014,HCAA,ANSP (AUA),977.55,60.51,3.88,23.19,3.88,3.6
2014,4,APR,05-04-2014,HungaroControl,ANSP (AUA),460.76,51.76,2.85,22.92,5.32,3.6
2014,4,APR,05-04-2014,IAA,ANSP (AUA),739.11,49.25,3.67,14.52,7.37,3.6
2014,4,APR,05-04-2014,LFV,ANSP (AUA),643.64,28.21,4.00,13.92,3.14,3.6
2014,4,APR,05-04-2014,LGS,ANSP (AUA),169.45,8.47,0.66,3.86,1.02,3.6
2014,4,APR,05-04-2014,LPS,ANSP (AUA),211.09,22.53,2.15,10.90,2.59,3.6
2014,4,APR,05-04-2014,LVNL,ANSP (AUA),151.86,22.27,3.28,10.05,8.07,3.6
2014,4,APR,05-04-2014,M-NAV,ANSP (AUA),44.12,2.54,0.32,1.01,0.07,3.6
2014,4,APR,05-04-2014,MATS,ANSP (AUA),186.57,6.11,0.36,2.50,0.78,3.6
2014,4,APR,05-04-2014,MUAC,ANSP (AUA),1509.09,246.63,59.06,140.27,29.92,3.6
2014,4,APR,05-04-2014,MoldATSA,ANSP (AUA),19.89,0.27,0.02,0.11,0.01,3.6
2014,4,APR,05-04-2014,NATS (Continental),ANSP (AUA),2371.57,408.88,149.49,180.07,108.59,3.6
2014,4,APR,05-04-2014,NAV Portugal (Continental),ANSP (AUA),1024.88,104.45,9.90,39.02,3.76,3.6
2014,4,APR,05-04-2014,NAVIAIR,ANSP (AUA),349.80,19.58,3.09,10.87,2.80,3.6
2014,4,APR,05-04-2014,Oro Navigacija,ANSP (AUA),119.71,6.04,0.37,2.98,0.67,3.6
2014,4,APR,05-04-2014,PANSA,ANSP (AUA),915.38,63.51,8.19,34.66,12.12,3.6
2014,4,APR,05-04-2014,ROMATSA,ANSP (AUA),707.26,72.15,2.53,24.55,5.89,3.6
2014,4,APR,05-04-2014,SMATSA,ANSP (AUA),450.71,48.28,1.94,23.52,2.02,3.6
2014,4,APR,05-04-2014,Sakaeronavigatsia,ANSP (AUA),101.16,7.56,0.56,3.03,2.11,3.6
2014,4,APR,05-04-2014,Skyguide,ANSP (AUA),693.09,126.57,31.70,79.07,19.28,3.6
2014,4,APR,05-04-2014,Slovenia Control,ANSP (AUA),113.01,17.49,1.58,9.61,1.10,3.6
2014,4,APR,05-04-2014,UkSATSE,ANSP (AUA),616.48,22.25,1.33,8.89,7.10,3.6
2014,4,APR,06-04-2014,ANS CR,ANSP (AUA),517.58,81.90,10.23,42.68,13.37,3.6
2014,4,APR,06-04-2014,ARMATS,ANSP (AUA),26.62,0.54,0.05,0.19,0.18,3.6
2014,4,APR,06-04-2014,Albcontrol,ANSP (AUA),104.11,11.37,0.20,3.61,0.59,3.6
2014,4,APR,06-04-2014,Austro Control,ANSP (AUA),567.91,71.77,12.92,37.48,11.95,3.6
2014,4,APR,06-04-2014,Avinor (Continental),ANSP (AUA),627.29,23.81,6.57,12.39,5.33,3.6
2014,4,APR,06-04-2014,BULATSA,ANSP (AUA),525.65,72.00,4.08,23.95,3.70,3.6
2014,4,APR,06-04-2014,Belgocontrol,ANSP (AUA),158.09,17.79,6.95,10.21,7.81,3.6
2014,4,APR,06-04-2014,Croatia Control,ANSP (AUA),472.29,58.79,2.48,30.59,2.97,3.6
2014,4,APR,06-04-2014,DCAC Cyprus,ANSP (AUA),428.80,41.01,5.99,16.02,5.09,3.6
2014,4,APR,06-04-2014,DFS,ANSP (AUA),2634.88,424.12,103.89,244.11,86.74,3.6
2014,4,APR,06-04-2014,DHMI,ANSP (AUA),2922.48,495.10,69.08,157.21,96.15,3.6
2014,4,APR,06-04-2014,DSNA,ANSP (AUA),5263.87,986.83,127.31,411.61,92.49,3.6
2014,4,APR,06-04-2014,EANS,ANSP (AUA),155.25,9.62,1.28,2.85,2.17,3.6
2014,4,APR,06-04-2014,ENAIRE,ANSP (AUA),3035.39,373.22,42.56,130.01,36.02,3.6
2014,4,APR,06-04-2014,ENAV,ANSP (AUA),2240.55,202.01,50.37,118.33,27.06,3.6
2014,4,APR,06-04-2014,Finavia,ANSP (AUA),220.53,6.65,1.58,2.06,2.18,3.6
2014,4,APR,06-04-2014,HCAA,ANSP (AUA),998.54,59.79,3.87,23.01,3.43,3.6
2014,4,APR,06-04-2014,HungaroControl,ANSP (AUA),488.24,63.28,3.29,26.94,6.71,3.6
2014,4,APR,06-04-2014,IAA,ANSP (AUA),679.06,45.39,2.84,11.23,6.46,3.6
2014,4,APR,06-04-2014,LFV,ANSP (AUA),864.40,41.30,7.87,19.60,7.24,3.6
2014,4,APR,06-04-2014,LGS,ANSP (AUA),157.09,8.91,0.93,4.01,1.31,3.6
2014,4,APR,06-04-2014,LPS,ANSP (AUA),225.88,30.85,3.78,14.90,5.22,3.6
2014,4,APR,06-04-2014,LVNL,ANSP (AUA),179.19,28.26,4.50,12.70,9.92,3.6
2014,4,APR,06-04-2014,M-NAV,ANSP (AUA),43.15,2.07,0.22,1.04,0.08,3.6
2014,4,APR,06-04-2014,MATS,ANSP (AUA),186.86,4.53,0.35,1.78,0.84,3.6
2014,4,APR,06-04-2014,MUAC,ANSP (AUA),1613.89,271.30,68.66,158.33,35.71,3.6
2014,4,APR,06-04-2014,MoldATSA,ANSP (AUA),23.62,0.33,0.03,0.19,0.04,3.6
2014,4,APR,06-04-2014,NATS (Continental),ANSP (AUA),2611.16,461.19,175.23,207.05,124.91,3.6
2014,4,APR,06-04-2014,NAV Portugal (Continental),ANSP (AUA),866.81,69.55,7.67,23.79,4.00,3.6
2014,4,APR,06-04-2014,NAVIAIR,ANSP (AUA),436.23,26.97,4.93,14.95,4.03,3.6
2014,4,APR,06-04-2014,Oro Navigacija,ANSP (AUA),114.25,5.92,0.35,2.44,0.73,3.6
2014,4,APR,06-04-2014,PANSA,ANSP (AUA),951.02,71.12,9.40,38.02,12.24,3.6
2014,4,APR,06-04-2014,ROMATSA,ANSP (AUA),776.16,92.62,3.83,31.21,6.77,3.6
2014,4,APR,06-04-2014,SMATSA,ANSP (AUA),437.18,46.36,1.84,23.03,2.69,3.6
2014,4,APR,06-04-2014,Sakaeronavigatsia,ANSP (AUA),97.43,5.96,0.39,2.29,1.30,3.6
2014,4,APR,06-04-2014,Skyguide,ANSP (AUA),705.43,132.38,34.53,83.04,24.24,3.6
2014,4,APR,06-04-2014,Slovenia Control,ANSP (AUA),109.06,16.23,1.36,9.71,1.47,3.6
2014,4,APR,06-04-2014,UkSATSE,ANSP (AUA),648.24,27.53,1.57,10.80,5.79,3.6
2014,4,APR,07-04-2014,ANS CR,ANSP (AUA),543.87,77.09,11.79,39.85,14.50,3.6
2014,4,APR,07-04-2014,ARMATS,ANSP (AUA),25.86,0.42,0.07,0.15,0.10,3.6
2014,4,APR,07-04-2014,Albcontrol,ANSP (AUA),82.69,6.64,0.22,2.31,0.29,3.6
2014,4,APR,07-04-2014,Austro Control,ANSP (AUA),563.05,65.80,14.36,32.81,12.21,3.6
2014,4,APR,07-04-2014,Avinor (Continental),ANSP (AUA),740.65,30.42,8.12,14.13,7.20,3.6
2014,4,APR,07-04-2014,BULATSA,ANSP (AUA),472.52,56.77,3.40,17.81,3.15,3.6
2014,4,APR,07-04-2014,Belgocontrol,ANSP (AUA),180.76,23.56,8.73,12.50,11.04,3.6
2014,4,APR,07-04-2014,Croatia Control,ANSP (AUA),400.05,39.86,2.15,20.94,2.48,3.6
2014,4,APR,07-04-2014,DCAC Cyprus,ANSP (AUA),339.75,23.73,3.17,8.82,2.30,3.6
2014,4,APR,07-04-2014,DFS,ANSP (AUA),3030.26,513.82,140.72,292.00,125.67,3.6
2014,4,APR,07-04-2014,DHMI,ANSP (AUA),2591.45,407.97,59.60,128.49,78.23,3.6
2014,4,APR,07-04-2014,DSNA,ANSP (AUA),5229.52,927.14,139.04,394.96,127.99,3.6
2014,4,APR,07-04-2014,EANS,ANSP (AUA),166.30,10.08,1.47,3.21,2.48,3.6
2014,4,APR,07-04-2014,ENAIRE,ANSP (AUA),2911.39,338.20,45.22,121.34,38.35,3.6
2014,4,APR,07-04-2014,ENAV,ANSP (AUA),2220.13,188.63,49.04,107.83,31.70,3.6
2014,4,APR,07-04-2014,Finavia,ANSP (AUA),255.32,7.71,1.99,2.64,2.92,3.6
2014,4,APR,07-04-2014,HCAA,ANSP (AUA),854.58,44.21,3.78,17.84,4.10,3.6
2014,4,APR,07-04-2014,HungaroControl,ANSP (AUA),455.46,52.10,3.12,21.09,5.45,3.6
2014,4,APR,07-04-2014,IAA,ANSP (AUA),642.61,40.58,2.85,9.52,6.93,3.6
2014,4,APR,07-04-2014,LFV,ANSP (AUA),1047.30,61.31,13.58,29.87,13.90,3.6
2014,4,APR,07-04-2014,LGS,ANSP (AUA),169.95,9.47,1.01,4.49,1.28,3.6
2014,4,APR,07-04-2014,LPS,ANSP (AUA),210.86,24.09,2.94,10.50,3.52,3.6
2014,4,APR,07-04-2014,LVNL,ANSP (AUA),215.49,39.08,8.39,17.16,16.23,3.6
2014,4,APR,07-04-2014,M-NAV,ANSP (AUA),39.69,1.35,0.24,0.75,0.07,3.6
2014,4,APR,07-04-2014,MATS,ANSP (AUA),185.55,7.33,0.27,3.39,1.17,3.6
2014,4,APR,07-04-2014,MUAC,ANSP (AUA),1648.75,322.89,84.32,177.08,59.61,3.6
2014,4,APR,07-04-2014,MoldATSA,ANSP (AUA),23.77,0.29,0.11,0.21,0.11,3.6
2014,4,APR,07-04-2014,NATS (Continental),ANSP (AUA),2886.67,519.90,202.80,236.69,157.32,3.6
2014,4,APR,07-04-2014,NAV Portugal (Continental),ANSP (AUA),762.31,52.59,7.42,17.39,4.52,3.6
2014,4,APR,07-04-2014,NAVIAIR,ANSP (AUA),469.67,31.00,6.18,16.94,6.52,3.6
2014,4,APR,07-04-2014,Oro Navigacija,ANSP (AUA),120.78,6.04,0.42,2.35,1.16,3.6
2014,4,APR,07-04-2014,PANSA,ANSP (AUA),964.29,70.90,11.11,35.10,16.01,3.6
2014,4,APR,07-04-2014,ROMATSA,ANSP (AUA),713.52,74.30,3.30,23.90,6.00,3.6
2014,4,APR,07-04-2014,SMATSA,ANSP (AUA),385.17,34.02,1.75,17.97,1.65,3.6
2014,4,APR,07-04-2014,Sakaeronavigatsia,ANSP (AUA),102.19,8.21,0.69,3.32,2.56,3.6
2014,4,APR,07-04-2014,Skyguide,ANSP (AUA),697.87,125.10,32.17,75.64,27.27,3.6
2014,4,APR,07-04-2014,Slovenia Control,ANSP (AUA),96.25,12.35,1.13,6.99,1.14,3.6
2014,4,APR,07-04-2014,UkSATSE,ANSP (AUA),591.90,20.74,1.45,7.35,3.86,3.6
2014,4,APR,08-04-2014,ANS CR,ANSP (AUA),537.01,78.53,12.00,41.75,16.49,3.6
2014,4,APR,08-04-2014,ARMATS,ANSP (AUA),33.41,0.61,0.07,0.19,0.18,3.6
2014,4,APR,08-04-2014,Albcontrol,ANSP (AUA),82.04,6.79,0.13,2.56,0.40,3.6
2014,4,APR,08-04-2014,Austro Control,ANSP (AUA),574.16,69.98,13.61,36.00,15.64,3.6
2014,4,APR,08-04-2014,Avinor (Continental),ANSP (AUA),725.32,30.40,8.14,12.99,7.81,3.6
2014,4,APR,08-04-2014,BULATSA,ANSP (AUA),456.69,53.35,2.93,15.90,3.32,3.6
2014,4,APR,08-04-2014,Belgocontrol,ANSP (AUA),191.95,25.49,9.86,13.45,12.61,3.6
2014,4,APR,08-04-2014,Croatia Control,ANSP (AUA),395.39,35.38,1.98,20.61,2.79,3.6
2014,4,APR,08-04-2014,DCAC Cyprus,ANSP (AUA),340.16,27.91,3.22,10.53,2.71,3.6
2014,4,APR,08-04-2014,DFS,ANSP (AUA),3050.22,499.54,142.52,281.90,142.87,3.6
2014,4,APR,08-04-2014,DHMI,ANSP (AUA),2517.85,389.98,55.91,123.38,86.73,3.6
2014,4,APR,08-04-2014,DSNA,ANSP (AUA),4895.33,790.22,117.98,338.23,102.08,3.6
2014,4,APR,08-04-2014,EANS,ANSP (AUA),150.44,8.59,1.28,2.78,1.82,3.6
2014,4,APR,08-04-2014,ENAIRE,ANSP (AUA),2728.70,288.42,38.75,104.51,37.00,3.6
2014,4,APR,08-04-2014,ENAV,ANSP (AUA),2181.59,178.66,45.28,99.86,30.09,3.6
2014,4,APR,08-04-2014,Finavia,ANSP (AUA),246.01,9.27,1.81,2.40,2.76,3.6
2014,4,APR,08-04-2014,HCAA,ANSP (AUA),829.70,40.26,3.51,16.52,3.25,3.6
2014,4,APR,08-04-2014,HungaroControl,ANSP (AUA),469.21,55.02,2.94,24.69,6.55,3.6
2014,4,APR,08-04-2014,IAA,ANSP (AUA),676.65,40.47,3.56,10.97,8.86,3.6
2014,4,APR,08-04-2014,LFV,ANSP (AUA),1004.14,52.16,13.35,25.99,13.20,3.6
2014,4,APR,08-04-2014,LGS,ANSP (AUA),153.35,8.53,0.75,3.71,1.07,3.6
2014,4,APR,08-04-2014,LPS,ANSP (AUA),205.47,23.89,2.54,11.10,3.85,3.6
2014,4,APR,08-04-2014,LVNL,ANSP (AUA),208.66,33.85,6.81,13.71,14.37,3.6
2014,4,APR,08-04-2014,M-NAV,ANSP (AUA),36.07,1.05,0.17,0.52,0.03,3.6
2014,4,APR,08-04-2014,MATS,ANSP (AUA),178.73,3.59,0.28,1.43,0.73,3.6
2014,4,APR,08-04-2014,MUAC,ANSP (AUA),1567.30,263.30,71.03,143.37,47.80,3.6
2014,4,APR,08-04-2014,MoldATSA,ANSP (AUA),21.04,0.35,0.10,0.14,0.12,3.6
2014,4,APR,08-04-2014,NATS (Continental),ANSP (AUA),2699.47,469.99,185.50,212.74,152.84,3.6
2014,4,APR,08-04-2014,NAV Portugal (Continental),ANSP (AUA),821.47,53.23,7.24,19.11,4.05,3.6
2014,4,APR,08-04-2014,NAVIAIR,ANSP (AUA),454.37,26.32,5.18,14.26,5.38,3.6
2014,4,APR,08-04-2014,Oro Navigacija,ANSP (AUA),118.23,6.18,0.46,2.32,1.37,3.6
2014,4,APR,08-04-2014,PANSA,ANSP (AUA),993.85,77.48,11.82,37.29,18.79,3.6
2014,4,APR,08-04-2014,ROMATSA,ANSP (AUA),710.58,74.45,3.38,23.39,6.24,3.6
2014,4,APR,08-04-2014,SMATSA,ANSP (AUA),363.59,27.73,1.28,13.91,1.81,3.6
2014,4,APR,08-04-2014,Sakaeronavigatsia,ANSP (AUA),97.13,4.98,0.53,1.84,1.25,3.6
2014,4,APR,08-04-2014,Skyguide,ANSP (AUA),660.80,112.57,30.09,66.92,26.67,3.6
2014,4,APR,08-04-2014,Slovenia Control,ANSP (AUA),93.00,10.85,0.94,6.56,1.15,3.6
2014,4,APR,08-04-2014,UkSATSE,ANSP (AUA),619.21,24.55,1.45,9.37,4.99,3.6
2014,4,APR,09-04-2014,ANS CR,ANSP (AUA),555.91,82.49,13.03,43.38,16.42,3.6
2014,4,APR,09-04-2014,ARMATS,ANSP (AUA),30.66,0.53,0.05,0.12,0.08,3.6
2014,4,APR,09-04-2014,Albcontrol,ANSP (AUA),84.48,7.22,0.29,2.62,0.30,3.6
2014,4,APR,09-04-2014,Austro Control,ANSP (AUA),602.24,73.92,16.84,38.67,17.82,3.6
2014,4,APR,09-04-2014,Avinor (Continental),ANSP (AUA),735.47,30.53,8.50,13.36,7.70,3.6
2014,4,APR,09-04-2014,BULATSA,ANSP (AUA),497.58,62.58,4.09,18.12,3.37,3.6
2014,4,APR,09-04-2014,Belgocontrol,ANSP (AUA),202.57,28.98,12.03,16.31,14.75,3.6
2014,4,APR,09-04-2014,Croatia Control,ANSP (AUA),396.45,39.87,2.21,20.00,2.90,3.6
2014,4,APR,09-04-2014,DCAC Cyprus,ANSP (AUA),394.77,32.14,5.59,12.40,3.76,3.6
2014,4,APR,09-04-2014,DFS,ANSP (AUA),3151.98,530.04,154.40,298.81,156.77,3.6
2014,4,APR,09-04-2014,DHMI,ANSP (AUA),2631.42,429.09,57.55,131.15,98.23,3.6
2014,4,APR,09-04-2014,DSNA,ANSP (AUA),5021.52,823.74,123.97,352.89,104.93,3.6
2014,4,APR,09-04-2014,EANS,ANSP (AUA),157.76,9.30,1.43,2.95,1.63,3.6
2014,4,APR,09-04-2014,ENAIRE,ANSP (AUA),2740.08,293.70,39.02,109.05,33.11,3.6
2014,4,APR,09-04-2014,ENAV,ANSP (AUA),2195.15,189.28,52.02,106.43,35.64,3.6
2014,4,APR,09-04-2014,Finavia,ANSP (AUA),262.41,7.92,1.72,2.38,2.71,3.6
2014,4,APR,09-04-2014,HCAA,ANSP (AUA),877.34,46.98,3.93,18.96,3.55,3.6
2014,4,APR,09-04-2014,HungaroControl,ANSP (AUA),473.32,56.42,4.13,23.79,8.11,3.6
2014,4,APR,09-04-2014,IAA,ANSP (AUA),664.90,38.00,2.29,9.43,7.16,3.6
2014,4,APR,09-04-2014,LFV,ANSP (AUA),1058.32,59.20,14.17,29.38,13.25,3.6
2014,4,APR,09-04-2014,LGS,ANSP (AUA),153.75,7.65,0.74,3.67,0.84,3.6
2014,4,APR,09-04-2014,LPS,ANSP (AUA),215.36,25.02,2.81,11.51,4.52,3.6
2014,4,APR,09-04-2014,LVNL,ANSP (AUA),195.79,31.21,5.72,13.54,11.37,3.6
