FLT_DATE	VERTICAL_INTER_HRS
2017-01-06	31.176000000000002
2017-01-06	2.9160000000000004
2017-01-06	3.51
2017-01-06	2.9339999999999997
2017-01-06	4.932
2017-01-06	0.936
2017-01-06	2.3129999999999997
2017-01-06	4.617
2017-01-06	0.117
2017-01-06	0.198
2017-01-06	0.009000000000000001
2017-01-06	61.857000000000006
2017-01-06	143.181
2017-01-06	9.612
2017-01-06	3.42
2017-01-06	0.47700000000000004
2017-01-06	8.172
2017-01-06	4.23
2017-01-06	1.9980000000000002
2017-01-06	0.657
2017-01-06	26.685
2017-01-06	0.9720000000000001
2017-01-06	0.648
2017-01-06	5.337
2017-01-07	7.5600000000000005
2017-01-07	0.5040000000000001
2017-01-07	0.09000000000000001
2017-01-07	0.171
2017-01-07	6.363
2017-01-07	1.179
2017-01-07	1.4669999999999999
2017-01-07	1.089
2017-01-07	1.548
2017-01-07	56.079
2017-01-07	14.553000000000003
2017-01-07	87.129
2017-01-07	0.873
2017-01-07	31.131000000000004
2017-01-07	23.886
2017-01-07	1.872
2017-01-07	2.061
2017-01-07	2.169
2017-01-07	2.979
2017-01-07	0.5850000000000001
2017-01-07	2.106
2017-01-07	2.367
2017-01-07	0.135
2017-01-07	0.189
2017-01-07	0.018000000000000002
2017-01-07	46.224000000000004
2017-01-07	109.467
2017-01-07	9.045000000000002
2017-01-07	2.133
2017-01-07	0.27
2017-01-07	6.687
2017-01-07	2.475
2017-01-07	2.079
2017-01-07	0.5850000000000001
2017-01-07	25.938000000000002
2017-01-07	1.1520000000000001
2017-01-07	0.5040000000000001
2017-01-07	2.952
2017-01-08	9.612
2017-01-08	1.116
2017-01-08	0.117
2017-01-08	0.14400000000000002
2017-01-08	9.531
2017-01-08	4.059
2017-01-08	3.123
2017-01-08	1.593
2017-01-08	3.6
2017-01-08	80.15400000000001
2017-01-08	27.720000000000002
2017-01-08	101.47500000000001
2017-01-08	0.9630000000000001
2017-01-08	35.388
2017-01-08	32.742000000000004
2017-01-08	2.7720000000000002
2017-01-08	3.546
2017-01-08	1.9980000000000002
2017-01-08	6.246
2017-01-08	0.783
2017-01-08	2.9250000000000003
2017-01-08	3.546
2017-01-08	0.198
2017-01-08	0.261
2017-01-08	0.018000000000000002
2017-01-08	56.484
2017-01-08	130.284
2017-01-08	9.909
2017-01-08	3.0690000000000004
2017-01-08	0.333
2017-01-08	7.947
2017-01-08	3.4739999999999998
2017-01-08	2.718
2017-01-08	0.47700000000000004
2017-01-08	29.988
2017-01-08	1.278
2017-01-08	0.5670000000000001
2017-01-08	4.923
2017-01-09	10.656
2017-01-09	1.395
2017-01-09	0.06300000000000001
2017-01-09	0.108
2017-01-09	9.594000000000001
2017-01-09	5.094
2017-01-09	1.7009999999999998
2017-01-09	1.197
2017-01-09	2.079
2017-01-09	89.38799999999999
2017-01-09	18.738
2017-01-09	96.63300000000001
2017-01-09	1.35
2017-01-09	29.466
2017-01-09	30.06
2017-01-09	2.664
2017-01-09	2.601
2017-01-09	1.971
2017-01-09	7.542000000000001
2017-01-09	0.756
2017-01-09	2.556
2017-01-09	4.518
2017-01-09	0.135
2017-01-09	0.20700000000000002
2017-01-09	0.027
2017-01-09	65.45700000000001
2017-01-09	172.476
2017-01-09	6.885000000000001
2017-01-09	4.239
2017-01-09	0.387
2017-01-09	8.019
2017-01-09	2.9160000000000004
2017-01-09	1.575
2017-01-09	0.279
2017-01-09	25.794
2017-01-09	0.9900000000000001
2017-01-09	0.63
2017-01-09	6.471
2017-01-10	8.181000000000001
2017-01-10	1.557
2017-01-10	0.07200000000000001
2017-01-10	0.027
2017-01-10	5.922000000000001
2017-01-10	4.932
2017-01-10	3.213
2017-01-10	1.053
2017-01-10	1.791
2017-01-10	80.712
2017-01-10	32.004000000000005
2017-01-10	75.996
2017-01-10	1.278
2017-01-10	22.806
2017-01-10	22.32
2017-01-10	1.728
2017-01-10	2.367
2017-01-10	1.665
2017-01-10	6.939
2017-01-10	0.6120000000000001
2017-01-10	2.232
2017-01-10	4.14
2017-01-10	0.045000000000000005
2017-01-10	0.15300000000000002
2017-01-10	0.018000000000000002
2017-01-10	51.363
2017-01-10	117.846
2017-01-10	7.3260000000000005
2017-01-10	3.249
2017-01-10	0.378
2017-01-10	6.885000000000001
2017-01-10	2.9699999999999998
2017-01-10	1.557
2017-01-10	0.279
2017-01-10	20.808
2017-01-10	0.49500000000000005
2017-01-10	2.079
2017-01-10	6.273
2017-01-11	9.423
2017-01-11	1.629
2017-01-11	0.054
2017-01-11	0.15300000000000002
2017-01-11	8.739
2017-01-11	5.634
2017-01-11	3.69
2017-01-11	1.017
2017-01-11	2.43
2017-01-11	95.778
2017-01-11	52.299
2017-01-11	75.321
2017-01-11	1.2060000000000002
2017-01-11	25.371000000000002
2017-01-11	25.902
2017-01-11	2.232
2017-01-11	3.339
2017-01-11	1.62
2017-01-11	8.55
2017-01-11	0.648
2017-01-11	2.358
2017-01-11	5.103
2017-01-11	0.07200000000000001
2017-01-11	0.18000000000000002
2017-01-11	0.018000000000000002
2017-01-11	52.704
2017-01-11	117.15299999999999
2017-01-11	5.589
2017-01-11	3.6630000000000003
2017-01-11	0.36000000000000004
2017-01-11	6.57
2017-01-11	4.158
2017-01-11	1.845
2017-01-11	0.48600000000000004
2017-01-11	19.053
2017-01-11	0.756
2017-01-11	0.936
2017-01-11	7.497
2017-01-12	9.72
2017-01-12	2.1870000000000003
2017-01-12	0.054
2017-01-12	0.06300000000000001
2017-01-12	9.009
2017-01-12	5.409
2017-01-12	3.9240000000000004
2017-01-12	1.089
2017-01-12	2.493
2017-01-12	96.21000000000001
2017-01-12	66.006
2017-01-12	75.015
2017-01-12	1.368
2017-01-12	29.178
2017-01-12	26.136
2017-01-12	3.087
2017-01-12	2.817
2017-01-12	1.7009999999999998
2017-01-12	8.073
2017-01-12	0.558
2017-01-12	2.7
2017-01-12	5.076
2017-01-12	0.15300000000000002
2017-01-12	0.225
2017-01-12	0.018000000000000002
2017-01-12	56.681999999999995
2017-01-12	137.781
2017-01-12	7.3709999999999996
2017-01-12	4.068
2017-01-12	0.369
2017-01-12	8.046
2017-01-12	3.9240000000000004
2017-01-12	1.35
2017-01-12	0.441
2017-01-12	19.998
2017-01-12	0.531
2017-01-12	0.8190000000000001
2017-01-12	6.111
2017-01-13	10.26
2017-01-13	1.629
2017-01-13	0.081
2017-01-13	0.099
2017-01-13	9.459
2017-01-13	5.049
2017-01-13	3.708
2017-01-13	1.1880000000000002
2017-01-13	2.331
2017-01-13	88.506
2017-01-13	63.73799999999999
2017-01-13	88.38000000000001
2017-01-13	1.242
2017-01-13	30.6
2017-01-13	31.104000000000003
2017-01-13	2.979
2017-01-13	3.636
2017-01-13	2.088
2017-01-13	7.65
2017-01-13	0.675
2017-01-13	2.1870000000000003
2017-01-13	5.526
2017-01-13	0.108
2017-01-13	0.171
2017-01-13	0.018000000000000002
2017-01-13	56.484
2017-01-13	146.448
2017-01-13	7.821
2017-01-13	3.825
2017-01-13	0.387
2017-01-13	7.506
2017-01-13	3.87
2017-01-13	2.043
2017-01-13	0.5850000000000001
2017-01-13	26.838
2017-01-13	0.441
2017-01-13	0.882
2017-01-13	6.399
2017-01-14	7.973999999999999
2017-01-14	0.48600000000000004
2017-01-14	0.045000000000000005
2017-01-14	0.07200000000000001
2017-01-14	8.469000000000001
2017-01-14	1.287
2017-01-14	3.9330000000000003
2017-01-14	1.143
2017-01-14	1.9080000000000001
2017-01-14	65.76299999999999
2017-01-14	57.834
2017-01-14	76.5
2017-01-14	1.1520000000000001
2017-01-14	31.346999999999998
2017-01-14	19.962
2017-01-14	2.286
2017-01-14	3.249
2017-01-14	1.917
2017-01-14	2.682
2017-01-14	0.5850000000000001
2017-01-14	1.9980000000000002
2017-01-14	2.385
2017-01-14	0.12600000000000003
2017-01-14	0.189
2017-01-14	0.0
2017-01-14	44.766000000000005
2017-01-14	108.504
2017-01-14	7.785
2017-01-14	1.9980000000000002
2017-01-14	0.315
2017-01-14	5.814
2017-01-14	3.078
2017-01-14	2.061
2017-01-14	0.621
2017-01-14	21.411
2017-01-14	0.855
2017-01-14	0.81
2017-01-14	3.645
2017-01-15	9.603
2017-01-15	0.936
2017-01-15	0.054
2017-01-15	0.09000000000000001
2017-01-15	8.874
2017-01-15	3.546
2017-01-15	4.194
2017-01-15	1.728
2017-01-15	3.06
2017-01-15	73.935
2017-01-15	55.71
2017-01-15	92.178
2017-01-15	1.161
2017-01-15	32.247
2017-01-15	27.009
2017-01-15	2.799
2017-01-15	3.5730000000000004
2017-01-15	1.854
2017-01-15	5.715
2017-01-15	0.5760000000000001
2017-01-15	2.205
2017-01-15	3.564
2017-01-15	0.117
2017-01-15	0.216
2017-01-15	0.018000000000000002
2017-01-15	51.876000000000005
2017-01-15	147.168
2017-01-15	7.785
2017-01-15	2.205
2017-01-15	0.279
2017-01-15	7.407000000000001
2017-01-15	4.059
2017-01-15	2.403
2017-01-15	0.549
2017-01-15	26.622
2017-01-15	1.053
2017-01-15	0.747
2017-01-15	4.437
2017-01-16	11.637
2017-01-16	1.647
2017-01-16	0.027
2017-01-16	0.045000000000000005
2017-01-16	8.865
2017-01-16	4.689
2017-01-16	4.149
2017-01-16	1.1880000000000002
2017-01-16	2.367
2017-01-16	111.25800000000001
2017-01-16	51.678000000000004
2017-01-16	100.179
2017-01-16	1.359
2017-01-16	30.168000000000003
2017-01-16	31.590000000000003
2017-01-16	2.538
2017-01-16	3.1050000000000004
2017-01-16	2.196
2017-01-16	8.109
2017-01-16	0.7020000000000001
2017-01-16	2.295
2017-01-16	4.752000000000001
2017-01-16	0.117
2017-01-16	0.234
2017-01-16	0.027
2017-01-16	61.497
2017-01-16	156.519
2017-01-16	7.389000000000001
2017-01-16	3.321
2017-01-16	0.41400000000000003
2017-01-16	7.0649999999999995
2017-01-16	3.213
2017-01-16	1.782
2017-01-16	0.49500000000000005
2017-01-16	29.916000000000004
2017-01-16	0.783
2017-01-16	0.7110000000000001
2017-01-16	8.739
2017-01-17	7.992000000000001
2017-01-17	1.512
2017-01-17	0.045000000000000005
2017-01-17	0.027
2017-01-17	7.038
2017-01-17	5.04
2017-01-17	3.015
2017-01-17	1.053
2017-01-17	2.07
2017-01-17	96.318
2017-01-17	45.585
2017-01-17	73.48500000000001
2017-01-17	0.891
2017-01-17	22.122
2017-01-17	24.354
2017-01-17	1.917
2017-01-17	2.457
2017-01-17	1.278
2017-01-17	7.785
2017-01-17	0.549
2017-01-17	2.025
2017-01-17	4.23
2017-01-17	0.09000000000000001
2017-01-17	0.20700000000000002
2017-01-17	0.009000000000000001
2017-01-17	49.437
2017-01-17	105.534
2017-01-17	6.003
2017-01-17	2.9970000000000003
2017-01-17	0.24300000000000002
2017-01-17	6.12
2017-01-17	3.42
2017-01-17	1.2240000000000002
2017-01-17	0.342
2017-01-17	24.273
2017-01-17	0.432
2017-01-17	0.7020000000000001
2017-01-17	8.19
2017-01-18	8.523000000000001
2017-01-18	1.863
2017-01-18	0.036000000000000004
2017-01-18	0.06300000000000001
2017-01-18	8.451
2017-01-18	5.796
2017-01-18	3.7800000000000002
2017-01-18	0.8370000000000001
2017-01-18	2.043
2017-01-18	105.219
2017-01-18	50.832
2017-01-18	75.663
2017-01-18	1.026
2017-01-18	25.092
2017-01-18	25.902
2017-01-18	2.3400000000000003
2017-01-18	2.799
2017-01-18	1.197
2017-01-18	8.298
2017-01-18	0.7110000000000001
2017-01-18	2.043
2017-01-18	4.707000000000001
2017-01-18	0.081
2017-01-18	0.25200000000000006
2017-01-18	0.009000000000000001
2017-01-18	52.461
2017-01-18	98.721
2017-01-18	5.526
2017-01-18	4.041
2017-01-18	0.333
2017-01-18	6.803999999999999
2017-01-18	3.177
2017-01-18	1.305
2017-01-18	0.378
2017-01-18	35.676
2017-01-18	0.405
2017-01-18	0.657
2017-01-18	8.19
2017-01-19	9.234
2017-01-19	1.746
2017-01-19	0.06300000000000001
2017-01-19	0.027
2017-01-19	8.181000000000001
2017-01-19	5.175
2017-01-19	3.717
2017-01-19	1.1700000000000002
2017-01-19	3.1410000000000005
2017-01-19	107.721
2017-01-19	56.412
2017-01-19	83.007
2017-01-19	1.053
2017-01-19	26.73
2017-01-19	27.198
2017-01-19	2.988
2017-01-19	2.295
2017-01-19	1.827
2017-01-19	9.306000000000001
2017-01-19	0.7200000000000001
2017-01-19	2.043
2017-01-19	5.283
2017-01-19	0.15300000000000002
2017-01-19	0.189
2017-01-19	0.009000000000000001
2017-01-19	58.959
2017-01-19	139.40099999999998
2017-01-19	6.156
2017-01-19	3.861
2017-01-19	0.405
2017-01-19	7.092
2017-01-19	2.727
2017-01-19	1.6380000000000001
2017-01-19	0.648
2017-01-19	26.163
2017-01-19	0.5940000000000001
2017-01-19	0.5760000000000001
2017-01-19	7.938000000000001
2017-01-20	11.268
2017-01-20	1.647
2017-01-20	0.045000000000000005
2017-01-20	0.036000000000000004
2017-01-20	10.404
2017-01-20	5.004
2017-01-20	4.563000000000001
2017-01-20	1.2240000000000002
2017-01-20	2.052
2017-01-20	118.53900000000002
2017-01-20	59.922
2017-01-20	100.215
2017-01-20	1.269
2017-01-20	35.757
2017-01-20	32.894999999999996
2017-01-20	2.9250000000000003
2017-01-20	3.42
2017-01-20	3.24
2017-01-20	8.514000000000001
2017-01-20	0.648
2017-01-20	2.43
2017-01-20	4.1850000000000005
2017-01-20	0.15300000000000002
2017-01-20	0.09000000000000001
2017-01-20	0.018000000000000002
2017-01-20	66.474
2017-01-20	150.381
2017-01-20	8.046
2017-01-20	4.446000000000001
2017-01-20	0.28800000000000003
2017-01-20	8.091000000000001
2017-01-20	3.762
2017-01-20	2.2230000000000003
2017-01-20	0.459
2017-01-20	34.101
2017-01-20	0.558
2017-01-20	0.846
2017-01-20	7.452
2017-01-21	6.912
2017-01-21	0.5850000000000001
2017-01-21	0.081
2017-01-21	0.081
2017-01-21	6.471
2017-01-21	1.116
2017-01-21	3.6630000000000003
2017-01-21	1.179
2017-01-21	1.782
2017-01-21	72.027
2017-01-21	52.767
2017-01-21	76.08600000000001
2017-01-21	0.891
2017-01-21	30.978
2017-01-21	21.699
2017-01-21	2.3040000000000003
2017-01-21	2.637
2017-01-21	1.8
2017-01-21	3.06
2017-01-21	0.396
2017-01-21	2.0160000000000005
2017-01-21	2.646
2017-01-21	0.162
2017-01-21	0.108
2017-01-21	0.018000000000000002
2017-01-21	49.284
2017-01-21	92.727
2017-01-21	6.615
2017-01-21	2.3400000000000003
2017-01-21	0.25200000000000006
2017-01-21	5.481
2017-01-21	2.8890000000000002
2017-01-21	2.2680000000000002
2017-01-21	0.783
2017-01-21	24.48
2017-01-21	0.927
2017-01-21	0.684
2017-01-21	2.628
2017-01-22	8.325000000000001
2017-01-22	1.368
2017-01-22	0.07200000000000001
2017-01-22	0.14400000000000002
2017-01-22	8.424
2017-01-22	4.239
2017-01-22	4.707000000000001
2017-01-22	1.4580000000000002
2017-01-22	3.177
2017-01-22	81.86399999999999
2017-01-22	56.574
2017-01-22	93.564
2017-01-22	0.9630000000000001
2017-01-22	32.049
2017-01-22	26.082
2017-01-22	2.952
2017-01-22	3.6
2017-01-22	1.971
2017-01-22	6.12
2017-01-22	0.774
2017-01-22	1.863
2017-01-22	3.24
2017-01-22	0.162
2017-01-22	0.117
2017-01-22	0.018000000000000002
2017-01-22	57.879000000000005
2017-01-22	129.339
2017-01-22	7.983
2017-01-22	3.357
2017-01-22	0.234
2017-01-22	6.984
2017-01-22	3.681
2017-01-22	2.079
2017-01-22	0.882
2017-01-22	24.75
2017-01-22	0.855
2017-01-22	0.639
2017-01-22	4.095
2017-01-23	9.729000000000001
2017-01-23	2.034
2017-01-23	0.036000000000000004
2017-01-23	0.054
2017-01-23	7.398000000000001
2017-01-23	5.067
2017-01-23	3.555
2017-01-23	1.566
2017-01-23	2.106
2017-01-23	99.873
2017-01-23	51.03
2017-01-23	86.787
2017-01-23	1.098
2017-01-23	28.89
2017-01-23	27.225
2017-01-23	2.9699999999999998
2017-01-23	2.8890000000000002
2017-01-23	2.3129999999999997
2017-01-23	8.559
2017-01-23	0.666
2017-01-23	2.385
2017-01-23	15.3
2017-01-23	0.14400000000000002
2017-01-23	0.333
2017-01-23	0.009000000000000001
2017-01-23	56.745
2017-01-23	118.206
2017-01-23	6.48
2017-01-23	4.131
2017-01-23	0.378
2017-01-23	7.416
2017-01-23	2.979
2017-01-23	1.8
2017-01-23	0.648
2017-01-23	21.798
2017-01-23	0.846
2017-01-23	0.7290000000000001
2017-01-23	6.345
2017-01-24	8.82
2017-01-24	1.4220000000000002
2017-01-24	0.09000000000000001
2017-01-24	0.054
2017-01-24	7.353
2017-01-24	4.968
2017-01-24	3.492
2017-01-24	1.053
2017-01-24	1.9260000000000002
2017-01-24	91.242
2017-01-24	47.358
2017-01-24	69.94800000000001
2017-01-24	0.909
2017-01-24	18.621000000000002
2017-01-24	20.952
2017-01-24	1.9800000000000002
2017-01-24	2.511
2017-01-24	1.296
2017-01-24	8.703
2017-01-24	0.423
2017-01-24	1.836
2017-01-24	5.337
2017-01-24	0.099
2017-01-24	0.24300000000000002
2017-01-24	0.018000000000000002
2017-01-24	45.108
2017-01-24	96.759
2017-01-24	5.211
2017-01-24	3.078
2017-01-24	0.30600000000000005
2017-01-24	6.219
2017-01-24	3.114
2017-01-24	1.512
2017-01-24	0.6120000000000001
2017-01-24	17.613
2017-01-24	0.48600000000000004
2017-01-24	0.657
2017-01-24	5.867999999999999
2017-01-25	8.946
2017-01-25	1.7369999999999999
2017-01-25	0.036000000000000004
2017-01-25	0.07200000000000001
2017-01-25	8.352
2017-01-25	5.6160000000000005
2017-01-25	3.636
2017-01-25	0.9900000000000001
2017-01-25	2.3489999999999998
2017-01-25	104.688
2017-01-25	50.894999999999996
2017-01-25	72.30600000000001
2017-01-25	1.035
2017-01-25	24.777
2017-01-25	22.446
2017-01-25	2.295
2017-01-25	2.646
2017-01-25	1.566
2017-01-25	9.783
2017-01-25	0.801
2017-01-25	2.061
2017-01-25	4.059
2017-01-25	0.07200000000000001
2017-01-25	0.29700000000000004
2017-01-25	0.036000000000000004
2017-01-25	54.531000000000006
2017-01-25	115.038
2017-01-25	6.093
2017-01-25	3.753
2017-01-25	0.25200000000000006
2017-01-25	5.967
2017-01-25	3.8160000000000003
2017-01-25	1.53
2017-01-25	0.621
2017-01-25	20.322
2017-01-25	0.684
2017-01-25	0.792
2017-01-25	7.029
2017-01-26	8.504999999999999
2017-01-26	2.079
2017-01-26	0.045000000000000005
2017-01-26	0.081
2017-01-26	7.434
2017-01-26	5.796
2017-01-26	3.744
2017-01-26	0.927
2017-01-26	3.006
2017-01-26	103.581
2017-01-26	41.103
2017-01-26	83.943
2017-01-26	1.098
2017-01-26	28.053
2017-01-26	26.073
2017-01-26	2.457
2017-01-26	2.331
2017-01-26	3.9869999999999997
2017-01-26	9.333
2017-01-26	0.7290000000000001
2017-01-26	2.142
2017-01-26	5.8500000000000005
2017-01-26	0.12600000000000003
2017-01-26	0.27
2017-01-26	0.009000000000000001
2017-01-26	60.345
2017-01-26	134.442
2017-01-26	6.273
2017-01-26	4.068
2017-01-26	0.36000000000000004
2017-01-26	6.957000000000001
2017-01-26	3.5730000000000004
2017-01-26	1.314
2017-01-26	0.558
2017-01-26	22.815
2017-01-26	0.666
2017-01-26	0.9540000000000001
2017-01-26	7.317000000000001
2017-01-27	10.232999999999999
2017-01-27	1.746
2017-01-27	0.027
2017-01-27	0.081
2017-01-27	9.18
2017-01-27	4.689
2017-01-27	3.906
2017-01-27	1.305
2017-01-27	2.3129999999999997
2017-01-27	109.539
2017-01-27	41.967000000000006
2017-01-27	100.53
2017-01-27	1.431
2017-01-27	32.616
2017-01-27	29.961
2017-01-27	2.9610000000000003
2017-01-27	3.051
2017-01-27	3.6630000000000003
2017-01-27	8.865
2017-01-27	0.765
2017-01-27	2.052
2017-01-27	5.652
2017-01-27	0.14400000000000002
2017-01-27	0.15300000000000002
2017-01-27	0.027
2017-01-27	71.37
2017-01-27	159.489
2017-01-27	7.938000000000001
2017-01-27	4.203
2017-01-27	0.29700000000000004
2017-01-27	8.298
2017-01-27	4.6259999999999994
2017-01-27	1.881
2017-01-27	0.35100000000000003
2017-01-27	23.931
2017-01-27	0.81
2017-01-27	0.9540000000000001
2017-01-27	8.046
2017-01-28	7.245000000000001
2017-01-28	0.648
2017-01-28	0.036000000000000004
2017-01-28	0.099
2017-01-28	6.453
2017-01-28	1.359
2017-01-28	3.789
2017-01-28	1.2060000000000002
2017-01-28	1.7189999999999999
2017-01-28	65.268
2017-01-28	46.872
2017-01-28	72.91799999999999
2017-01-28	0.927
2017-01-28	30.150000000000002
2017-01-28	20.943
2017-01-28	2.367
2017-01-28	2.6910000000000003
2017-01-28	1.764
2017-01-28	3.087
2017-01-28	0.54
2017-01-28	1.854
2017-01-28	3.8429999999999995
2017-01-28	0.117
2017-01-28	0.108
2017-01-28	0.009000000000000001
2017-01-28	47.61
2017-01-28	109.40400000000001
2017-01-28	6.984
2017-01-28	2.2769999999999997
2017-01-28	0.28800000000000003
2017-01-28	5.967
2017-01-28	2.9339999999999997
2017-01-28	1.62
2017-01-28	0.5670000000000001
2017-01-28	22.788
2017-01-28	0.558
2017-01-28	0.6120000000000001
2017-01-28	2.727
2017-01-29	9.261
2017-01-29	1.332
2017-01-29	0.06300000000000001
2017-01-29	0.108
2017-01-29	8.181000000000001
2017-01-29	4.401
2017-01-29	4.3740000000000006
2017-01-29	1.62
2017-01-29	2.988
2017-01-29	76.311
2017-01-29	55.521
2017-01-29	89.991
2017-01-29	0.9450000000000001
2017-01-29	33.435
2017-01-29	25.839000000000002
2017-01-29	3.114
2017-01-29	3.267
2017-01-29	2.115
2017-01-29	6.12
2017-01-29	0.7020000000000001
2017-01-29	1.917
2017-01-29	3.3930000000000002
2017-01-29	0.189
2017-01-29	0.14400000000000002
2017-01-29	0.018000000000000002
2017-01-29	56.529
2017-01-29	143.577
2017-01-29	7.821
2017-01-29	3.4650000000000003
2017-01-29	0.315
2017-01-29	6.471
2017-01-29	3.078
2017-01-29	2.1510000000000002
2017-01-29	0.396
2017-01-29	24.723
2017-01-29	1.089
2017-01-29	0.756
2017-01-29	4.14
2017-01-30	10.044
2017-01-30	2.124
2017-01-30	0.06300000000000001
2017-01-30	0.07200000000000001
2017-01-30	8.073
2017-01-30	4.977
2017-01-30	3.8070000000000004
2017-01-30	1.197
2017-01-30	2.493
2017-01-30	101.628
2017-01-30	54.882
2017-01-30	90.20700000000001
2017-01-30	1.377
2017-01-30	27.225
