FLT_DATE	HORIZ_INTER_HRS
2017-01-05	5.355
2017-01-05	2.3489999999999998
2017-01-05	10.089
2017-01-06	40.212
2017-01-06	1.368
2017-01-06	0.171
2017-01-06	0.9630000000000001
2017-01-06	26.793
2017-01-06	8.19
2017-01-06	20.808
2017-01-06	12.879000000000001
2017-01-06	8.289000000000001
2017-01-06	197.316
2017-01-06	125.865
2017-01-06	309.303
2017-01-06	2.3129999999999997
2017-01-06	104.805
2017-01-06	70.92
2017-01-06	12.789000000000001
2017-01-06	22.095000000000002
2017-01-06	11.97
2017-01-06	14.364
2017-01-06	3.528
2017-01-06	10.08
2017-01-06	11.556000000000001
2017-01-06	0.28800000000000003
2017-01-06	2.439
2017-01-06	0.054
2017-01-06	150.12900000000002
2017-01-06	182.835
2017-01-06	29.61
2017-01-06	12.636
2017-01-06	1.8
2017-01-06	28.989
2017-01-06	27.756
2017-01-06	17.388
2017-01-06	4.275
2017-01-06	56.727000000000004
2017-01-06	5.229
2017-01-06	2.0160000000000005
2017-01-06	8.478
2017-01-07	36.126000000000005
2017-01-07	0.9540000000000001
2017-01-07	0.261
2017-01-07	0.666
2017-01-07	27.513
2017-01-07	2.367
2017-01-07	14.697
2017-01-07	11.079
2017-01-07	4.239
2017-01-07	156.231
2017-01-07	54.657
2017-01-07	288.972
2017-01-07	2.529
2017-01-07	114.885
2017-01-07	55.125
2017-01-07	8.360999999999999
2017-01-07	20.367
2017-01-07	13.122
2017-01-07	11.879999999999999
2017-01-07	3.8520000000000003
2017-01-07	11.205
2017-01-07	7.29
2017-01-07	0.378
2017-01-07	1.215
2017-01-07	0.045000000000000005
2017-01-07	126.783
2017-01-07	142.848
2017-01-07	47.7
2017-01-07	8.793
2017-01-07	1.7369999999999999
2017-01-07	30.249
2017-01-07	22.5
2017-01-07	14.013
2017-01-07	3.582
2017-01-07	51.741
2017-01-07	5.031
2017-01-07	1.359
2017-01-07	4.617
2017-01-08	41.022
2017-01-08	1.746
2017-01-08	0.234
2017-01-08	1.026
2017-01-08	33.876000000000005
2017-01-08	7.8660000000000005
2017-01-08	18.855
2017-01-08	17.622
2017-01-08	10.44
2017-01-08	196.326
2017-01-08	85.554
2017-01-08	336.92400000000004
2017-01-08	2.718
2017-01-08	117.98100000000001
2017-01-08	76.527
2017-01-08	14.31
2017-01-08	24.255
2017-01-08	8.748000000000001
2017-01-08	16.794
2017-01-08	4.14
2017-01-08	12.681000000000001
2017-01-08	11.547
2017-01-08	0.48600000000000004
2017-01-08	1.314
2017-01-08	0.054
2017-01-08	145.917
2017-01-08	172.53900000000002
2017-01-08	35.199
2017-01-08	12.204
2017-01-08	1.8900000000000001
2017-01-08	34.038000000000004
2017-01-08	29.592000000000002
2017-01-08	21.195
2017-01-08	3.555
2017-01-08	59.796
2017-01-08	7.047000000000001
2017-01-08	2.142
2017-01-08	7.65
2017-01-09	39.474000000000004
2017-01-09	1.863
2017-01-09	0.108
2017-01-09	0.774
2017-01-09	27.990000000000002
2017-01-09	8.928
2017-01-09	12.555
2017-01-09	11.907
2017-01-09	6.57
2017-01-09	202.59900000000002
2017-01-09	61.677
2017-01-09	280.449
2017-01-09	3.0330000000000004
2017-01-09	88.587
2017-01-09	64.43100000000001
2017-01-09	11.943
2017-01-09	17.784000000000002
2017-01-09	7.362
2017-01-09	19.233
2017-01-09	3.834
2017-01-09	11.115
2017-01-09	11.025
2017-01-09	0.30600000000000005
2017-01-09	1.251
2017-01-09	0.06300000000000001
2017-01-09	145.098
2017-01-09	211.707
2017-01-09	19.791
2017-01-09	13.383
2017-01-09	1.809
2017-01-09	29.592000000000002
2017-01-09	17.73
2017-01-09	11.907
2017-01-09	2.9160000000000004
2017-01-09	52.956
2017-01-09	4.671
2017-01-09	1.6740000000000002
2017-01-09	10.152
2017-01-10	32.697
2017-01-10	1.9440000000000002
2017-01-10	0.117
2017-01-10	0.639
2017-01-10	21.843
2017-01-10	7.803
2017-01-10	18.621000000000002
2017-01-10	8.721
2017-01-10	5.6610000000000005
2017-01-10	175.653
2017-01-10	73.899
2017-01-10	212.643
2017-01-10	2.52
2017-01-10	73.278
2017-01-10	48.168000000000006
2017-01-10	8.748000000000001
2017-01-10	17.982
2017-01-10	6.228
2017-01-10	16.047
2017-01-10	2.871
2017-01-10	8.784
2017-01-10	9.72
2017-01-10	0.342
2017-01-10	0.927
2017-01-10	0.045000000000000005
2017-01-10	109.125
2017-01-10	141.273
2017-01-10	20.637
2017-01-10	9.018
2017-01-10	1.827
2017-01-10	23.832
2017-01-10	23.778000000000002
2017-01-10	12.726
2017-01-10	3.1050000000000004
2017-01-10	39.438
2017-01-10	3.096
2017-01-10	3.177
2017-01-10	9.081
2017-01-11	33.417
2017-01-11	2.106
2017-01-11	0.09000000000000001
2017-01-11	0.927
2017-01-11	25.263
2017-01-11	9.324
2017-01-11	19.035
2017-01-11	11.142000000000001
2017-01-11	7.821
2017-01-11	194.4
2017-01-11	118.863
2017-01-11	194.715
2017-01-11	3.015
2017-01-11	72.099
2017-01-11	52.902
2017-01-11	12.069
2017-01-11	20.034000000000002
2017-01-11	5.4990000000000006
2017-01-11	18.963
2017-01-11	3.8880000000000003
2017-01-11	9.531
2017-01-11	12.33
2017-01-11	0.30600000000000005
2017-01-11	1.035
2017-01-11	0.045000000000000005
2017-01-11	108.315
2017-01-11	142.011
2017-01-11	14.436
2017-01-11	10.107000000000001
2017-01-11	1.9620000000000002
2017-01-11	23.859
2017-01-11	24.858
2017-01-11	15.102000000000002
2017-01-11	2.547
2017-01-11	38.304
2017-01-11	3.9869999999999997
2017-01-11	2.097
2017-01-11	10.503
2017-01-12	37.908
2017-01-12	3.15
2017-01-12	0.135
2017-01-12	1.395
2017-01-12	29.349
2017-01-12	9.171
2017-01-12	20.412
2017-01-12	10.98
2017-01-12	9.09
2017-01-12	200.637
2017-01-12	130.815
2017-01-12	227.511
2017-01-12	2.9610000000000003
2017-01-12	85.80600000000001
2017-01-12	54.936
2017-01-12	15.156
2017-01-12	20.61
2017-01-12	8.415
2017-01-12	17.694
2017-01-12	3.366
2017-01-12	9.621
2017-01-12	11.645999999999999
2017-01-12	0.396
2017-01-12	0.9
2017-01-12	0.045000000000000005
2017-01-12	111.14099999999999
2017-01-12	170.415
2017-01-12	21.168
2017-01-12	11.331
2017-01-12	2.196
2017-01-12	25.128000000000004
2017-01-12	26.784000000000002
2017-01-12	17.424
2017-01-12	2.718
2017-01-12	44.028000000000006
2017-01-12	3.24
2017-01-12	2.637
2017-01-12	9.144
2017-01-13	38.979000000000006
2017-01-13	2.1870000000000003
2017-01-13	0.12600000000000003
2017-01-13	1.161
2017-01-13	31.779000000000003
2017-01-13	8.496
2017-01-13	20.574
2017-01-13	13.32
2017-01-13	6.615
2017-01-13	208.494
2017-01-13	142.452
2017-01-13	265.536
2017-01-13	2.619
2017-01-13	91.629
2017-01-13	65.673
2017-01-13	13.014000000000001
2017-01-13	24.507
2017-01-13	9.441
2017-01-13	18.045
2017-01-13	3.9149999999999996
2017-01-13	10.485000000000001
2017-01-13	14.067
2017-01-13	0.29700000000000004
2017-01-13	1.413
2017-01-13	0.045000000000000005
2017-01-13	128.34
2017-01-13	184.464
2017-01-13	22.662
2017-01-13	13.734
2017-01-13	2.025
2017-01-13	28.683
2017-01-13	26.604
2017-01-13	18.791999999999998
2017-01-13	3.825
2017-01-13	53.469
2017-01-13	4.248
2017-01-13	2.4120000000000004
2017-01-13	9.711
2017-01-14	37.440000000000005
2017-01-14	0.918
2017-01-14	0.216
2017-01-14	1.1700000000000002
2017-01-14	31.706999999999997
2017-01-14	2.493
2017-01-14	22.068
2017-01-14	12.870000000000001
2017-01-14	6.777
2017-01-14	169.41600000000003
2017-01-14	130.185
2017-01-14	258.408
2017-01-14	2.7720000000000002
2017-01-14	97.452
2017-01-14	47.754000000000005
2017-01-14	12.285
2017-01-14	24.525000000000002
2017-01-14	10.872
2017-01-14	10.881
2017-01-14	4.131
2017-01-14	10.341000000000001
2017-01-14	8.424
2017-01-14	0.35100000000000003
2017-01-14	1.773
2017-01-14	0.027
2017-01-14	116.739
2017-01-14	139.221
2017-01-14	40.797
2017-01-14	7.965
2017-01-14	1.728
2017-01-14	27.711
2017-01-14	26.001
2017-01-14	19.485
2017-01-14	4.473
2017-01-14	45.576
2017-01-14	5.328
2017-01-14	2.322
2017-01-14	5.112
2017-01-15	40.986
2017-01-15	1.584
2017-01-15	0.171
2017-01-15	1.494
2017-01-15	30.204000000000004
2017-01-15	6.291
2017-01-15	21.519000000000002
2017-01-15	17.649
2017-01-15	10.908
2017-01-15	187.326
2017-01-15	144.594
2017-01-15	280.098
2017-01-15	2.367
2017-01-15	103.32900000000001
2017-01-15	61.668
2017-01-15	16.218
2017-01-15	25.812
2017-01-15	10.224
2017-01-15	15.471000000000002
2017-01-15	3.681
2017-01-15	9.999
2017-01-15	11.043
2017-01-15	0.513
2017-01-15	1.4040000000000001
2017-01-15	0.07200000000000001
2017-01-15	124.81200000000001
2017-01-15	188.811
2017-01-15	31.626
2017-01-15	9.684
2017-01-15	1.764
2017-01-15	28.827
2017-01-15	28.764000000000003
2017-01-15	23.202
2017-01-15	4.095
2017-01-15	51.615
2017-01-15	6.453
2017-01-15	2.07
2017-01-15	6.921
2017-01-16	38.979000000000006
2017-01-16	2.16
2017-01-16	0.036000000000000004
2017-01-16	0.7020000000000001
2017-01-16	28.836
2017-01-16	7.515
2017-01-16	18.702
2017-01-16	11.538
2017-01-16	7.38
2017-01-16	226.566
2017-01-16	126.51299999999999
2017-01-16	266.022
2017-01-16	2.799
2017-01-16	87.939
2017-01-16	63.0
2017-01-16	11.781
2017-01-16	22.455
2017-01-16	9.153
2017-01-16	19.368
2017-01-16	3.33
2017-01-16	10.232999999999999
2017-01-16	11.673
2017-01-16	0.41400000000000003
2017-01-16	1.7369999999999999
2017-01-16	0.054
2017-01-16	135.0
2017-01-16	190.467
2017-01-16	21.041999999999998
2017-01-16	11.133
2017-01-16	1.764
2017-01-16	25.884
2017-01-16	26.568
2017-01-16	15.174
2017-01-16	3.321
2017-01-16	51.921
2017-01-16	3.906
2017-01-16	2.07
2017-01-16	13.086
2017-01-17	30.357
2017-01-17	1.9620000000000002
2017-01-17	0.12600000000000003
2017-01-17	0.666
2017-01-17	22.95
2017-01-17	8.046
2017-01-17	17.001
2017-01-17	8.379000000000001
2017-01-17	7.875
2017-01-17	189.61200000000002
2017-01-17	113.50800000000001
2017-01-17	185.841
2017-01-17	2.007
2017-01-17	64.962
2017-01-17	47.763
2017-01-17	9.297
2017-01-17	17.964000000000002
2017-01-17	7.821
2017-01-17	15.525
2017-01-17	2.6910000000000003
2017-01-17	8.289000000000001
2017-01-17	9.999
2017-01-17	0.333
2017-01-17	1.287
2017-01-17	0.036000000000000004
2017-01-17	107.46000000000001
2017-01-17	126.27900000000001
2017-01-17	20.133000000000003
2017-01-17	8.883
2017-01-17	1.359
2017-01-17	23.724
2017-01-17	22.617
2017-01-17	13.689000000000002
2017-01-17	3.339
2017-01-17	40.734
2017-01-17	3.024
2017-01-17	2.124
2017-01-17	11.781
2017-01-18	32.238
2017-01-18	2.3400000000000003
2017-01-18	0.081
2017-01-18	0.666
2017-01-18	25.11
2017-01-18	8.613000000000001
2017-01-18	18.215999999999998
2017-01-18	10.593
2017-01-18	7.821
2017-01-18	205.27200000000002
2017-01-18	115.407
2017-01-18	187.074
2017-01-18	2.421
2017-01-18	70.101
2017-01-18	53.325
2017-01-18	10.188
2017-01-18	19.98
2017-01-18	5.859
2017-01-18	18.153000000000002
2017-01-18	3.8789999999999996
2017-01-18	8.307
2017-01-18	10.754999999999999
2017-01-18	0.279
2017-01-18	1.593
2017-01-18	0.027
2017-01-18	124.05600000000001
2017-01-18	122.715
2017-01-18	16.236
2017-01-18	11.538
2017-01-18	1.8900000000000001
2017-01-18	24.75
2017-01-18	22.248
2017-01-18	14.949
2017-01-18	4.3020000000000005
2017-01-18	59.580000000000005
2017-01-18	4.329
2017-01-18	1.9080000000000001
2017-01-18	12.546
2017-01-19	34.497
2017-01-19	2.3129999999999997
2017-01-19	0.081
2017-01-19	0.855
2017-01-19	24.884999999999998
2017-01-19	8.19
2017-01-19	17.559
2017-01-19	10.008
2017-01-19	12.519
2017-01-19	216.495
2017-01-19	132.066
2017-01-19	225.036
2017-01-19	2.106
2017-01-19	77.265
2017-01-19	54.522
2017-01-19	15.012
2017-01-19	18.891
2017-01-19	8.973
2017-01-19	19.242
2017-01-19	3.636
2017-01-19	8.424
2017-01-19	12.366
2017-01-19	0.432
2017-01-19	1.368
2017-01-19	0.036000000000000004
2017-01-19	125.36099999999999
2017-01-19	171.225
2017-01-19	20.709000000000003
2017-01-19	10.845
2017-01-19	1.899
2017-01-19	22.995
2017-01-19	22.275000000000002
2017-01-19	15.75
2017-01-19	3.7800000000000002
2017-01-19	47.997
2017-01-19	4.365
2017-01-19	1.899
2017-01-19	11.538
2017-01-20	37.926
2017-01-20	2.1870000000000003
2017-01-20	0.117
2017-01-20	0.648
2017-01-20	29.403000000000002
2017-01-20	8.919
2017-01-20	16.245
2017-01-20	11.133
2017-01-20	7.659
2017-01-20	246.02400000000003
2017-01-20	119.952
2017-01-20	272.34900000000005
2017-01-20	3.087
2017-01-20	102.528
2017-01-20	66.96000000000001
2017-01-20	11.205
2017-01-20	20.745
2017-01-20	10.791
2017-01-20	19.125
2017-01-20	3.4290000000000003
2017-01-20	9.612
2017-01-20	12.123000000000001
2017-01-20	0.315
2017-01-20	1.881
2017-01-20	0.045000000000000005
2017-01-20	153.89100000000002
2017-01-20	188.76600000000002
2017-01-20	25.290000000000003
2017-01-20	13.401000000000002
2017-01-20	2.088
2017-01-20	30.618000000000002
2017-01-20	24.345000000000002
2017-01-20	16.695
2017-01-20	5.328
2017-01-20	61.677
2017-01-20	4.7250000000000005
2017-01-20	2.457
2017-01-20	11.574
2017-01-21	32.976
2017-01-21	0.936
2017-01-21	0.225
2017-01-21	1.323
2017-01-21	30.231000000000005
2017-01-21	2.259
2017-01-21	21.303
2017-01-21	14.931000000000001
2017-01-21	7.119000000000001
2017-01-21	169.25400000000002
2017-01-21	128.259
2017-01-21	245.72699999999998
2017-01-21	2.295
2017-01-21	95.526
2017-01-21	49.104000000000006
2017-01-21	11.844000000000001
2017-01-21	22.959000000000003
2017-01-21	11.493
2017-01-21	11.151000000000002
2017-01-21	3.375
2017-01-21	10.638
2017-01-21	8.487
2017-01-21	0.342
2017-01-21	2.088
2017-01-21	0.06300000000000001
2017-01-21	131.22000000000003
2017-01-21	125.06400000000001
2017-01-21	41.616
2017-01-21	8.199
2017-01-21	1.6740000000000002
2017-01-21	25.632
2017-01-21	25.848
2017-01-21	20.286
2017-01-21	6.4350000000000005
2017-01-21	47.232
2017-01-21	5.8229999999999995
2017-01-21	2.4480000000000004
2017-01-21	3.9240000000000004
2017-01-22	34.722
2017-01-22	1.971
2017-01-22	0.108
2017-01-22	1.692
2017-01-22	31.122
2017-01-22	7.983
2017-01-22	20.313000000000002
2017-01-22	16.263
2017-01-22	11.241
2017-01-22	190.20600000000002
2017-01-22	135.765
2017-01-22	281.475
2017-01-22	2.565
2017-01-22	102.087
2017-01-22	60.75900000000001
2017-01-22	15.3
2017-01-22	22.986
2017-01-22	10.376999999999999
2017-01-22	15.993
2017-01-22	3.7710000000000004
2017-01-22	9.603
2017-01-22	10.278
2017-01-22	0.5760000000000001
2017-01-22	1.242
2017-01-22	0.099
2017-01-22	139.428
2017-01-22	167.76000000000002
2017-01-22	25.983
2017-01-22	10.656
2017-01-22	1.9620000000000002
2017-01-22	28.602
2017-01-22	28.026
2017-01-22	23.571
2017-01-22	5.904
2017-01-22	50.517
2017-01-22	5.678999999999999
2017-01-22	2.403
2017-01-22	6.255
2017-01-23	37.440000000000005
2017-01-23	2.6910000000000003
2017-01-23	0.108
2017-01-23	0.9630000000000001
2017-01-23	25.902
2017-01-23	8.262
2017-01-23	16.56
2017-01-23	13.356
2017-01-23	6.732
2017-01-23	214.20000000000002
2017-01-23	116.72999999999999
2017-01-23	242.505
2017-01-23	2.097
2017-01-23	85.554
2017-01-23	59.867999999999995
2017-01-23	12.393
2017-01-23	20.124
2017-01-23	10.278
2017-01-23	21.249
2017-01-23	3.411
2017-01-23	9.270000000000001
2017-01-23	23.058
2017-01-23	0.513
2017-01-23	1.9080000000000001
2017-01-23	0.045000000000000005
2017-01-23	125.631
2017-01-23	151.722
2017-01-23	19.755
2017-01-23	12.681000000000001
2017-01-23	1.827
2017-01-23	26.009999999999998
2017-01-23	22.977
2017-01-23	15.228000000000002
2017-01-23	4.6530000000000005
2017-01-23	44.739000000000004
2017-01-23	4.446000000000001
2017-01-23	1.953
2017-01-23	9.981
2017-01-24	32.292
2017-01-24	2.106
2017-01-24	0.24300000000000002
2017-01-24	0.5940000000000001
2017-01-24	23.175
2017-01-24	7.983
2017-01-24	17.685
2017-01-24	8.559
2017-01-24	6.183
2017-01-24	176.472
2017-01-24	100.791
2017-01-24	194.913
2017-01-24	2.115
2017-01-24	63.144
2017-01-24	45.747
2017-01-24	8.262
2017-01-24	20.853
2017-01-24	7.973999999999999
2017-01-24	18.423
2017-01-24	2.745
2017-01-24	8.919
2017-01-24	11.151000000000002
2017-01-24	0.225
2017-01-24	1.116
2017-01-24	0.045000000000000005
2017-01-24	100.962
2017-01-24	123.309
2017-01-24	18.909000000000002
2017-01-24	10.188
2017-01-24	1.917
2017-01-24	23.805
2017-01-24	25.02
2017-01-24	14.472
2017-01-24	5.976
2017-01-24	36.288000000000004
2017-01-24	3.249
2017-01-24	1.827
2017-01-24	8.883
2017-01-25	33.462
2017-01-25	2.241
2017-01-25	0.09000000000000001
2017-01-25	0.7020000000000001
2017-01-25	26.307000000000002
2017-01-25	8.865
2017-01-25	19.628999999999998
2017-01-25	12.159
2017-01-25	6.966
2017-01-25	206.991
2017-01-25	111.28500000000001
2017-01-25	185.65200000000002
2017-01-25	2.547
2017-01-25	70.236
2017-01-25	49.599000000000004
2017-01-25	9.981
2017-01-25	20.484
2017-01-25	6.012
2017-01-25	21.807000000000002
2017-01-25	4.365
2017-01-25	10.359
2017-01-25	9.485999999999999
2017-01-25	0.225
2017-01-25	1.359
2017-01-25	0.054
2017-01-25	123.327
2017-01-25	141.435
2017-01-25	20.421000000000003
2017-01-25	11.277
2017-01-25	2.3489999999999998
2017-01-25	24.93
2017-01-25	24.696
2017-01-25	15.966
2017-01-25	4.122
2017-01-25	38.565000000000005
2017-01-25	4.545
2017-01-25	2.403
2017-01-25	10.782
2017-01-26	35.46
2017-01-26	2.439
2017-01-26	0.054
2017-01-26	1.26
2017-01-26	25.056
2017-01-26	9.18
2017-01-26	17.352
2017-01-26	10.701
2017-01-26	10.098
2017-01-26	212.85
2017-01-26	101.655
2017-01-26	227.025
2017-01-26	2.16
2017-01-26	79.173
2017-01-26	54.693000000000005
2017-01-26	12.528
2017-01-26	19.296000000000003
2017-01-26	9.405
2017-01-26	18.882
2017-01-26	3.582
2017-01-26	8.919
2017-01-26	12.078
2017-01-26	0.324
2017-01-26	1.863
2017-01-26	0.036000000000000004
2017-01-26	140.517
2017-01-26	164.61
2017-01-26	21.375
2017-01-26	12.321
2017-01-26	2.241
2017-01-26	25.713
2017-01-26	22.815
2017-01-26	15.165000000000001
2017-01-26	3.303
2017-01-26	43.272
2017-01-26	4.3020000000000005
2017-01-26	2.088
2017-01-26	10.449
2017-01-27	36.99
2017-01-27	2.214
2017-01-27	0.054
2017-01-27	1.053
2017-01-27	30.330000000000002
2017-01-27	8.469000000000001
2017-01-27	17.19
2017-01-27	13.751999999999999
2017-01-27	7.929
2017-01-27	241.00199999999998
2017-01-27	94.095
2017-01-27	280.341
2017-01-27	3.24
2017-01-27	98.838
2017-01-27	66.474
2017-01-27	12.447000000000001
2017-01-27	20.529
2017-01-27	9.873000000000001
2017-01-27	22.284000000000002
2017-01-27	4.221
2017-01-27	9.423
2017-01-27	13.131
2017-01-27	0.41400000000000003
2017-01-27	1.809
2017-01-27	0.081
2017-01-27	163.098
2017-01-27	194.256
2017-01-27	25.497
2017-01-27	14.301
2017-01-27	2.052
2017-01-27	31.284
2017-01-27	23.607
2017-01-27	17.982
2017-01-27	4.797000000000001
2017-01-27	52.47
2017-01-27	4.779
2017-01-27	2.943
2017-01-27	12.033
2017-01-28	34.011
2017-01-28	0.882
2017-01-28	0.07200000000000001
2017-01-28	1.4040000000000001
2017-01-28	28.259999999999998
2017-01-28	2.763
2017-01-28	22.176000000000002
2017-01-28	15.371999999999998
2017-01-28	6.957000000000001
2017-01-28	166.473
2017-01-28	119.286
2017-01-28	258.039
2017-01-28	1.899
2017-01-28	108.792
2017-01-28	49.203
2017-01-28	11.448
2017-01-28	22.68
2017-01-28	10.629000000000001
2017-01-28	10.656
2017-01-28	3.5010000000000003
2017-01-28	11.106
2017-01-28	9.864
2017-01-28	0.28800000000000003
2017-01-28	2.8800000000000003
2017-01-28	0.018000000000000002
2017-01-28	130.572
2017-01-28	143.145
2017-01-28	43.695
2017-01-28	8.487
2017-01-28	2.205
2017-01-28	28.962
2017-01-28	25.128000000000004
2017-01-28	20.511
2017-01-28	4.707000000000001
2017-01-28	47.43000000000001
2017-01-28	5.292
2017-01-28	2.232
2017-01-28	4.464
2017-01-29	38.61
2017-01-29	1.809
2017-01-29	0.054
2017-01-29	1.629
2017-01-29	30.654000000000003
2017-01-29	8.145000000000001
2017-01-29	22.248
2017-01-29	18.603
2017-01-29	10.998000000000001
2017-01-29	187.25400000000002
2017-01-29	137.583
2017-01-29	303.74100000000004
2017-01-29	1.755
2017-01-29	111.564
2017-01-29	62.1
2017-01-29	16.335
2017-01-29	25.038
2017-01-29	8.829
2017-01-29	16.047
2017-01-29	3.357
2017-01-29	10.917000000000002
2017-01-29	9.963000000000001
2017-01-29	0.7110000000000001
2017-01-29	2.25
2017-01-29	0.07200000000000001
2017-01-29	133.236
2017-01-29	183.528
2017-01-29	29.421
2017-01-29	11.691
2017-01-29	2.286
2017-01-29	28.656
2017-01-29	27.099
2017-01-29	23.328000000000003
2017-01-29	3.357
2017-01-29	51.93000000000001
2017-01-29	6.201
2017-01-29	2.817
2017-01-29	6.399
2017-01-30	37.791000000000004
2017-01-30	2.592
2017-01-30	0.09000000000000001
2017-01-30	0.648
2017-01-30	25.623
2017-01-30	8.181000000000001
2017-01-30	18.396
2017-01-30	10.989
2017-01-30	7.416
2017-01-30	229.005
2017-01-30	120.303
2017-01-30	277.308
2017-01-30	2.511
2017-01-30	86.634
2017-01-30	57.708000000000006
2017-01-30	13.059
2017-01-30	20.691
2017-01-30	11.709
2017-01-30	19.755
2017-01-30	3.582
2017-01-30	9.945
2017-01-30	15.012
2017-01-30	0.378
2017-01-30	2.421
2017-01-30	0.036000000000000004
2017-01-30	139.707
2017-01-30	195.264
2017-01-30	23.571
2017-01-30	12.447000000000001
2017-01-30	1.9620000000000002
2017-01-30	25.677000000000003
2017-01-30	22.869
2017-01-30	16.524
2017-01-30	3.15
2017-01-30	49.878
2017-01-30	3.8970000000000002
2017-01-30	1.899
2017-01-30	10.610999999999999
2017-01-31	29.412
2017-01-31	2.43
2017-01-31	0.099
2017-01-31	0.873
