FLT_DATE,YEAR,MONTH_NUM,MONTH_MON,ENTITY_NAME,ENTITY_TYPE,CPLX_FLIGHT_HRS,CPLX_INTER,VERTICAL_INTER_HRS,HORIZ_INTER_HRS,SPEED_INTER_HRS,BADA_VERSION
2017-10-18,2017.0,10.0,OCT,ROMATSA,ANSP (AUA),952.2,110.87,6.17,47.92,8.01,3.13.1
2017-10-18,2017.0,10.0,OCT,SMATSA,ANSP (AUA),700.0,98.98,3.88,55.63,2.601,3.13.1
2017-10-18,2017.0,10.0,OCT,Sakaeronavigatsia,ANSP (AUA),118.8,9.27,0.5,2.61,0.7290000000000001,3.13.1
2017-10-18,2017.0,10.0,OCT,Skyguide,ANSP (AUA),817.67,174.16,41.36,108.08,21.807000000000002,3.13.1
2017-10-18,2017.0,10.0,OCT,Slovenia Control,ANSP (AUA),143.37,24.24,2.22,15.0,1.1340000000000001,3.13.1
2017-10-18,2017.0,10.0,OCT,UkSATSE,ANSP (AUA),405.37,12.13,1.69,4.72,0.936,3.13.1
2017-10-18,2017.0,10.0,OCT,skeyes,ANSP (AUA),213.85,28.8,11.13,16.09,8.199,3.13.1
2017-10-19,2017.0,10.0,OCT,ANS CR,ANSP (AUA),681.86,122.56,18.04,66.56,11.700000000000001,3.13.1
2017-10-19,2017.0,10.0,OCT,ANS Finland,ANSP (AUA),239.05,7.13,2.01,2.75,1.395,3.13.1
2017-10-19,2017.0,10.0,OCT,ARMATS,ANSP (AUA),27.5,0.43,0.06,0.12,0.036000000000000004,3.13.1
2017-10-19,2017.0,10.0,OCT,Albcontrol,ANSP (AUA),97.35,7.27,0.25,2.81,0.369,3.13.1
2017-10-19,2017.0,10.0,OCT,Austro Control,ANSP (AUA),764.65,110.72,18.34,68.54,13.572000000000001,3.13.1
2017-10-19,2017.0,10.0,OCT,Avinor (Continental),ANSP (AUA),729.25,29.12,7.93,12.81,6.678,3.13.1
2017-10-19,2017.0,10.0,OCT,BULATSA,ANSP (AUA),713.89,101.73,6.28,36.98,4.671,3.13.1
2017-10-19,2017.0,10.0,OCT,Croatia Control,ANSP (AUA),579.2,65.35,4.98,41.83,3.114,3.13.1
2017-10-19,2017.0,10.0,OCT,DCAC Cyprus,ANSP (AUA),472.45,40.05,5.52,16.39,1.476,3.13.1
2017-10-19,2017.0,10.0,OCT,DFS,ANSP (AUA),3577.43,659.47,167.79,394.61,104.625,3.13.1
2017-10-19,2017.0,10.0,OCT,DHMI,ANSP (AUA),3592.32,716.68,76.92,190.83,50.25600000000001,3.13.1
2017-10-19,2017.0,10.0,OCT,DSNA,ANSP (AUA),6184.14,1170.3,165.71,537.37,90.30600000000001,3.13.1
2017-10-19,2017.0,10.0,OCT,EANS,ANSP (AUA),185.37,11.6,1.64,3.52,0.9450000000000001,3.13.1
2017-10-19,2017.0,10.0,OCT,ENAIRE,ANSP (AUA),3502.79,439.96,61.6,178.87,24.381,3.13.1
2017-10-19,2017.0,10.0,OCT,ENAV,ANSP (AUA),2554.86,226.68,57.82,144.84,22.824,3.13.1
2017-10-19,2017.0,10.0,OCT,HCAA,ANSP (AUA),1255.22,80.3,9.24,35.69,4.113,3.13.1
2017-10-19,2017.0,10.0,OCT,HungaroControl,ANSP (AUA),676.89,95.05,5.76,49.5,8.775,3.13.1
2017-10-19,2017.0,10.0,OCT,IAA,ANSP (AUA),719.12,49.62,7.48,16.74,4.383,3.13.1
2017-10-19,2017.0,10.0,OCT,LFV,ANSP (AUA),1104.73,59.76,14.14,30.93,12.033,3.13.1
2017-10-19,2017.0,10.0,OCT,LGS,ANSP (AUA),199.37,10.36,1.13,5.5,1.08,3.13.1
2017-10-19,2017.0,10.0,OCT,LPS,ANSP (AUA),277.86,36.61,3.37,18.13,3.303,3.13.1
2017-10-19,2017.0,10.0,OCT,LVNL,ANSP (AUA),245.31,46.11,8.65,18.54,7.128,3.13.1
2017-10-19,2017.0,10.0,OCT,M-NAV,ANSP (AUA),79.55,7.89,0.51,3.23,0.14400000000000002,3.13.1
2017-10-19,2017.0,10.0,OCT,MATS,ANSP (AUA),192.24,4.34,0.41,1.67,0.5040000000000001,3.13.1
2017-10-19,2017.0,10.0,OCT,MOLDATSA,ANSP (AUA),18.16,0.39,0.03,0.06,0.027,3.13.1
2017-10-19,2017.0,10.0,OCT,MUAC,ANSP (AUA),1893.56,383.07,100.65,218.31,42.111,3.13.1
2017-10-19,2017.0,10.0,OCT,NATS (Continental),ANSP (AUA),3617.91,752.08,301.77,374.98,121.59900000000002,3.13.1
2017-10-19,2017.0,10.0,OCT,NAV Portugal (Continental),ANSP (AUA),1022.38,83.14,13.62,34.18,3.582,3.13.1
2017-10-19,2017.0,10.0,OCT,NAVIAIR,ANSP (AUA),476.36,30.02,4.55,17.37,4.779,3.13.1
2017-10-19,2017.0,10.0,OCT,Oro Navigacija,ANSP (AUA),148.64,6.4,0.65,3.04,0.684,3.13.1
2017-10-19,2017.0,10.0,OCT,PANSA,ANSP (AUA),1095.64,79.49,11.57,48.92,10.818,3.13.1
2017-10-19,2017.0,10.0,OCT,ROMATSA,ANSP (AUA),925.99,105.0,6.13,42.7,8.136,3.13.1
2017-10-19,2017.0,10.0,OCT,SMATSA,ANSP (AUA),665.88,88.38,3.65,51.41,2.394,3.13.1
2017-10-19,2017.0,10.0,OCT,Sakaeronavigatsia,ANSP (AUA),142.72,16.56,0.6,3.93,0.63,3.13.1
2017-10-19,2017.0,10.0,OCT,Skyguide,ANSP (AUA),832.21,177.22,42.05,109.56,22.634999999999998,3.13.1
2017-10-19,2017.0,10.0,OCT,Slovenia Control,ANSP (AUA),141.91,21.52,2.5,12.98,0.9720000000000001,3.13.1
2017-10-19,2017.0,10.0,OCT,UkSATSE,ANSP (AUA),401.56,11.77,1.33,3.99,0.7020000000000001,3.13.1
2017-10-19,2017.0,10.0,OCT,skeyes,ANSP (AUA),221.08,32.14,12.13,17.97,9.972,3.13.1
2017-10-20,2017.0,10.0,OCT,ANS CR,ANSP (AUA),737.03,141.23,22.22,77.49,16.299,3.13.1
2017-10-20,2017.0,10.0,OCT,ANS Finland,ANSP (AUA),230.87,6.03,1.78,2.38,0.9810000000000001,3.13.1
2017-10-20,2017.0,10.0,OCT,ARMATS,ANSP (AUA),39.76,1.07,0.12,0.34,0.036000000000000004,3.13.1
2017-10-20,2017.0,10.0,OCT,Albcontrol,ANSP (AUA),114.35,11.28,0.61,4.26,0.07200000000000001,3.13.1
2017-10-20,2017.0,10.0,OCT,Austro Control,ANSP (AUA),782.49,113.32,20.59,70.72,15.354,3.13.1
2017-10-20,2017.0,10.0,OCT,Avinor (Continental),ANSP (AUA),733.05,31.96,7.41,13.08,5.697,3.13.1
2017-10-20,2017.0,10.0,OCT,BULATSA,ANSP (AUA),741.34,108.63,6.85,39.55,4.545,3.13.1
2017-10-20,2017.0,10.0,OCT,Croatia Control,ANSP (AUA),597.6,72.91,4.03,44.89,3.1050000000000004,3.13.1
2017-10-20,2017.0,10.0,OCT,DCAC Cyprus,ANSP (AUA),384.74,26.34,3.44,10.4,0.909,3.13.1
2017-10-20,2017.0,10.0,OCT,DFS,ANSP (AUA),3642.57,663.06,177.48,401.19,108.18,3.13.1
2017-10-20,2017.0,10.0,OCT,DHMI,ANSP (AUA),3620.3,654.26,79.4,188.36,48.285,3.13.1
2017-10-20,2017.0,10.0,OCT,DSNA,ANSP (AUA),6483.65,1300.2,188.8,597.43,108.108,3.13.1
2017-10-20,2017.0,10.0,OCT,EANS,ANSP (AUA),195.36,11.24,2.04,4.22,1.035,3.13.1
2017-10-20,2017.0,10.0,OCT,ENAIRE,ANSP (AUA),3696.14,495.09,77.96,199.68,31.653000000000002,3.13.1
2017-10-20,2017.0,10.0,OCT,ENAV,ANSP (AUA),2647.66,239.47,62.23,155.11,26.028000000000002,3.13.1
2017-10-20,2017.0,10.0,OCT,HCAA,ANSP (AUA),1264.23,81.54,10.06,35.45,4.527,3.13.1
2017-10-20,2017.0,10.0,OCT,HungaroControl,ANSP (AUA),700.34,101.31,5.51,52.68,8.415,3.13.1
2017-10-20,2017.0,10.0,OCT,IAA,ANSP (AUA),762.23,53.97,7.3,16.95,4.32,3.13.1
2017-10-20,2017.0,10.0,OCT,LFV,ANSP (AUA),1075.91,57.89,13.33,30.08,9.981,3.13.1
2017-10-20,2017.0,10.0,OCT,LGS,ANSP (AUA),211.06,12.25,1.17,6.17,1.197,3.13.1
2017-10-20,2017.0,10.0,OCT,LPS,ANSP (AUA),293.04,46.12,3.33,23.45,4.689,3.13.1
2017-10-20,2017.0,10.0,OCT,LVNL,ANSP (AUA),257.97,50.17,9.01,21.61,6.777,3.13.1
2017-10-20,2017.0,10.0,OCT,M-NAV,ANSP (AUA),79.13,6.42,0.51,2.9,0.108,3.13.1
2017-10-20,2017.0,10.0,OCT,MATS,ANSP (AUA),188.13,4.66,0.3,1.88,0.5040000000000001,3.13.1
2017-10-20,2017.0,10.0,OCT,MOLDATSA,ANSP (AUA),21.84,0.24,0.02,0.1,0.018000000000000002,3.13.1
2017-10-20,2017.0,10.0,OCT,MUAC,ANSP (AUA),1866.84,356.95,95.6,203.5,41.148,3.13.1
2017-10-20,2017.0,10.0,OCT,NATS (Continental),ANSP (AUA),3510.98,695.06,289.06,344.55,119.83500000000001,3.13.1
2017-10-20,2017.0,10.0,OCT,NAV Portugal (Continental),ANSP (AUA),991.17,76.06,14.46,30.89,4.113,3.13.1
2017-10-20,2017.0,10.0,OCT,NAVIAIR,ANSP (AUA),506.08,33.73,5.1,19.42,3.9509999999999996,3.13.1
2017-10-20,2017.0,10.0,OCT,Oro Navigacija,ANSP (AUA),159.21,8.56,0.75,4.16,0.846,3.13.1
2017-10-20,2017.0,10.0,OCT,PANSA,ANSP (AUA),1204.71,91.13,13.36,54.75,13.05,3.13.1
2017-10-20,2017.0,10.0,OCT,ROMATSA,ANSP (AUA),981.11,115.14,6.84,49.74,9.828,3.13.1
2017-10-20,2017.0,10.0,OCT,SMATSA,ANSP (AUA),689.56,99.41,3.84,56.72,2.034,3.13.1
2017-10-20,2017.0,10.0,OCT,Sakaeronavigatsia,ANSP (AUA),140.79,17.14,0.54,5.27,0.5760000000000001,3.13.1
2017-10-20,2017.0,10.0,OCT,Skyguide,ANSP (AUA),887.89,199.2,47.33,123.97,24.858,3.13.1
2017-10-20,2017.0,10.0,OCT,Slovenia Control,ANSP (AUA),147.21,23.11,2.65,14.22,1.584,3.13.1
2017-10-20,2017.0,10.0,OCT,UkSATSE,ANSP (AUA),412.23,11.4,1.31,4.74,0.927,3.13.1
2017-10-20,2017.0,10.0,OCT,skeyes,ANSP (AUA),234.9,37.48,15.22,21.21,11.457,3.13.1
2017-10-21,2017.0,10.0,OCT,ANS CR,ANSP (AUA),630.22,119.56,13.23,66.4,12.870000000000001,3.13.1
2017-10-21,2017.0,10.0,OCT,ANS Finland,ANSP (AUA),167.25,4.14,0.69,1.34,0.396,3.13.1
2017-10-21,2017.0,10.0,OCT,ARMATS,ANSP (AUA),35.76,0.97,0.09,0.36,0.06300000000000001,3.13.1
2017-10-21,2017.0,10.0,OCT,Albcontrol,ANSP (AUA),144.9,16.48,0.64,6.52,0.216,3.13.1
2017-10-21,2017.0,10.0,OCT,Austro Control,ANSP (AUA),782.32,139.27,15.03,84.95,12.384,3.13.1
2017-10-21,2017.0,10.0,OCT,Avinor (Continental),ANSP (AUA),404.42,10.66,2.22,4.72,1.341,3.13.1
2017-10-21,2017.0,10.0,OCT,BULATSA,ANSP (AUA),772.54,123.76,6.57,47.83,5.508,3.13.1
2017-10-21,2017.0,10.0,OCT,Croatia Control,ANSP (AUA),767.75,115.3,7.56,69.38,3.5370000000000004,3.13.1
2017-10-21,2017.0,10.0,OCT,DCAC Cyprus,ANSP (AUA),371.19,23.7,3.45,10.51,1.197,3.13.1
2017-10-21,2017.0,10.0,OCT,DFS,ANSP (AUA),3132.29,572.29,119.37,340.92,68.346,3.13.1
2017-10-21,2017.0,10.0,OCT,DHMI,ANSP (AUA),3793.35,702.74,82.65,200.18,52.857,3.13.1
2017-10-21,2017.0,10.0,OCT,DSNA,ANSP (AUA),6194.19,1366.83,151.21,613.74,87.21000000000001,3.13.1
2017-10-21,2017.0,10.0,OCT,EANS,ANSP (AUA),185.61,10.91,1.49,3.52,0.747,3.13.1
2017-10-21,2017.0,10.0,OCT,ENAIRE,ANSP (AUA),3848.1,561.17,65.24,207.55,26.388,3.13.1
2017-10-21,2017.0,10.0,OCT,ENAV,ANSP (AUA),2626.48,250.44,60.11,165.84,20.484,3.13.1
2017-10-21,2017.0,10.0,OCT,HCAA,ANSP (AUA),1464.76,124.21,13.04,52.67,4.212,3.13.1
2017-10-21,2017.0,10.0,OCT,HungaroControl,ANSP (AUA),726.83,120.57,5.38,62.99,10.926,3.13.1
2017-10-21,2017.0,10.0,OCT,IAA,ANSP (AUA),654.66,40.53,3.92,15.18,1.9620000000000002,3.13.1
2017-10-21,2017.0,10.0,OCT,LFV,ANSP (AUA),732.74,33.23,4.88,18.4,3.015,3.13.1
2017-10-21,2017.0,10.0,OCT,LGS,ANSP (AUA),190.95,10.47,0.93,5.55,0.8190000000000001,3.13.1
2017-10-21,2017.0,10.0,OCT,LPS,ANSP (AUA),280.79,48.35,3.77,25.07,5.112,3.13.1
2017-10-21,2017.0,10.0,OCT,LVNL,ANSP (AUA),194.9,33.35,4.65,15.07,2.9610000000000003,3.13.1
2017-10-21,2017.0,10.0,OCT,M-NAV,ANSP (AUA),101.0,15.44,0.77,5.28,0.15300000000000002,3.13.1
2017-10-21,2017.0,10.0,OCT,MATS,ANSP (AUA),146.32,4.0,0.16,1.06,0.405,3.13.1
2017-10-21,2017.0,10.0,OCT,MOLDATSA,ANSP (AUA),24.57,0.43,0.01,0.2,0.009000000000000001,3.13.1
2017-10-21,2017.0,10.0,OCT,MUAC,ANSP (AUA),1743.85,331.96,79.31,195.07,32.184,3.13.1
2017-10-21,2017.0,10.0,OCT,NATS (Continental),ANSP (AUA),3160.14,595.87,212.87,280.14,65.85300000000001,3.13.1
2017-10-21,2017.0,10.0,OCT,NAV Portugal (Continental),ANSP (AUA),1145.49,113.44,18.12,43.67,4.275,3.13.1
2017-10-21,2017.0,10.0,OCT,NAVIAIR,ANSP (AUA),390.2,22.08,3.03,12.53,2.3400000000000003,3.13.1
2017-10-21,2017.0,10.0,OCT,Oro Navigacija,ANSP (AUA),155.61,8.65,0.86,4.25,0.7290000000000001,3.13.1
2017-10-21,2017.0,10.0,OCT,PANSA,ANSP (AUA),1080.53,83.59,9.59,51.37,7.659,3.13.1
2017-10-21,2017.0,10.0,OCT,ROMATSA,ANSP (AUA),979.81,127.99,5.11,57.02,11.879999999999999,3.13.1
2017-10-21,2017.0,10.0,OCT,SMATSA,ANSP (AUA),797.0,139.55,4.66,78.62,4.482,3.13.1
2017-10-21,2017.0,10.0,OCT,Sakaeronavigatsia,ANSP (AUA),142.45,16.38,0.66,5.22,0.8370000000000001,3.13.1
2017-10-21,2017.0,10.0,OCT,Skyguide,ANSP (AUA),841.75,197.65,40.91,125.04,22.077,3.13.1
2017-10-21,2017.0,10.0,OCT,Slovenia Control,ANSP (AUA),187.01,39.89,3.99,24.56,1.4400000000000002,3.13.1
2017-10-21,2017.0,10.0,OCT,UkSATSE,ANSP (AUA),429.37,12.65,1.06,5.25,1.026,3.13.1
2017-10-21,2017.0,10.0,OCT,skeyes,ANSP (AUA),142.9,15.24,4.95,8.14,2.6550000000000002,3.13.1
2017-10-22,2017.0,10.0,OCT,ANS CR,ANSP (AUA),684.03,134.41,16.58,73.92,13.014000000000001,3.13.1
2017-10-22,2017.0,10.0,OCT,ANS Finland,ANSP (AUA),180.91,4.74,0.91,1.53,0.5940000000000001,3.13.1
2017-10-22,2017.0,10.0,OCT,ARMATS,ANSP (AUA),29.37,0.48,0.08,0.15,0.06300000000000001,3.13.1
2017-10-22,2017.0,10.0,OCT,Albcontrol,ANSP (AUA),135.87,15.18,0.63,6.37,0.6030000000000001,3.13.1
2017-10-22,2017.0,10.0,OCT,Austro Control,ANSP (AUA),787.08,132.82,17.66,83.36,13.329,3.13.1
2017-10-22,2017.0,10.0,OCT,Avinor (Continental),ANSP (AUA),626.79,25.41,5.85,9.98,3.9240000000000004,3.13.1
2017-10-22,2017.0,10.0,OCT,BULATSA,ANSP (AUA),783.91,123.83,6.74,44.54,7.263000000000001,3.13.1
2017-10-22,2017.0,10.0,OCT,Croatia Control,ANSP (AUA),659.3,86.63,5.26,55.86,4.23,3.13.1
2017-10-22,2017.0,10.0,OCT,DCAC Cyprus,ANSP (AUA),499.51,42.31,5.23,16.67,1.9440000000000002,3.13.1
2017-10-22,2017.0,10.0,OCT,DFS,ANSP (AUA),3282.63,598.99,133.82,369.9,65.925,3.13.1
2017-10-22,2017.0,10.0,OCT,DHMI,ANSP (AUA),3808.64,743.91,100.33,222.01,53.82,3.13.1
2017-10-22,2017.0,10.0,OCT,DSNA,ANSP (AUA),6168.89,1237.25,163.64,566.5,86.337,3.13.1
2017-10-22,2017.0,10.0,OCT,EANS,ANSP (AUA),173.6,9.76,1.68,3.23,0.738,3.13.1
2017-10-22,2017.0,10.0,OCT,ENAIRE,ANSP (AUA),3680.28,498.36,66.61,196.17,27.503999999999998,3.13.1
2017-10-22,2017.0,10.0,OCT,ENAV,ANSP (AUA),2605.5,228.5,57.64,155.04,21.474,3.13.1
2017-10-22,2017.0,10.0,OCT,HCAA,ANSP (AUA),1528.97,132.54,12.65,54.31,6.12,3.13.1
2017-10-22,2017.0,10.0,OCT,HungaroControl,ANSP (AUA),737.21,113.05,6.27,60.27,11.357999999999999,3.13.1
2017-10-22,2017.0,10.0,OCT,IAA,ANSP (AUA),755.85,57.15,4.04,11.38,2.169,3.13.1
2017-10-22,2017.0,10.0,OCT,LFV,ANSP (AUA),937.35,48.51,9.55,26.92,6.39,3.13.1
2017-10-22,2017.0,10.0,OCT,LGS,ANSP (AUA),195.94,11.54,1.06,6.23,1.017,3.13.1
2017-10-22,2017.0,10.0,OCT,LPS,ANSP (AUA),288.11,45.84,3.89,22.84,5.031,3.13.1
2017-10-22,2017.0,10.0,OCT,LVNL,ANSP (AUA),209.58,35.53,4.77,15.84,3.555,3.13.1
2017-10-22,2017.0,10.0,OCT,M-NAV,ANSP (AUA),82.65,6.41,0.47,2.64,0.108,3.13.1
2017-10-22,2017.0,10.0,OCT,MATS,ANSP (AUA),218.58,5.6,0.65,2.43,1.179,3.13.1
2017-10-22,2017.0,10.0,OCT,MOLDATSA,ANSP (AUA),21.15,0.29,0.03,0.12,0.009000000000000001,3.13.1
2017-10-22,2017.0,10.0,OCT,MUAC,ANSP (AUA),1826.56,332.33,86.19,196.69,28.917,3.13.1
2017-10-22,2017.0,10.0,OCT,NATS (Continental),ANSP (AUA),3276.12,635.48,240.74,304.08,80.352,3.13.1
2017-10-22,2017.0,10.0,OCT,NAV Portugal (Continental),ANSP (AUA),1060.8,90.75,17.21,34.29,3.204,3.13.1
2017-10-22,2017.0,10.0,OCT,NAVIAIR,ANSP (AUA),472.63,30.13,4.87,17.85,2.8080000000000003,3.13.1
2017-10-22,2017.0,10.0,OCT,Oro Navigacija,ANSP (AUA),149.7,8.16,0.69,4.21,0.8370000000000001,3.13.1
2017-10-22,2017.0,10.0,OCT,PANSA,ANSP (AUA),1136.74,86.1,10.83,54.0,9.207,3.13.1
2017-10-22,2017.0,10.0,OCT,ROMATSA,ANSP (AUA),1005.43,123.68,5.62,55.9,12.159,3.13.1
2017-10-22,2017.0,10.0,OCT,SMATSA,ANSP (AUA),767.94,126.64,5.08,71.24,3.9330000000000003,3.13.1
2017-10-22,2017.0,10.0,OCT,Sakaeronavigatsia,ANSP (AUA),148.73,16.1,0.62,4.99,0.936,3.13.1
2017-10-22,2017.0,10.0,OCT,Skyguide,ANSP (AUA),827.31,183.04,40.68,114.81,19.584000000000003,3.13.1
2017-10-22,2017.0,10.0,OCT,Slovenia Control,ANSP (AUA),157.36,27.62,2.31,17.68,1.107,3.13.1
2017-10-22,2017.0,10.0,OCT,UkSATSE,ANSP (AUA),429.65,13.51,1.09,5.67,0.9900000000000001,3.13.1
2017-10-22,2017.0,10.0,OCT,skeyes,ANSP (AUA),173.0,20.64,7.19,11.33,3.8160000000000003,3.13.1
2017-10-23,2017.0,10.0,OCT,ANS CR,ANSP (AUA),674.29,125.33,17.95,65.71,10.935,3.13.1
2017-10-23,2017.0,10.0,OCT,ANS Finland,ANSP (AUA),254.82,7.5,1.91,2.96,1.3860000000000001,3.13.1
2017-10-23,2017.0,10.0,OCT,ARMATS,ANSP (AUA),30.31,0.53,0.08,0.15,0.036000000000000004,3.13.1
2017-10-23,2017.0,10.0,OCT,Albcontrol,ANSP (AUA),104.54,7.61,0.38,3.55,0.333,3.13.1
2017-10-23,2017.0,10.0,OCT,Austro Control,ANSP (AUA),744.68,112.48,17.1,68.82,12.987,3.13.1
2017-10-23,2017.0,10.0,OCT,Avinor (Continental),ANSP (AUA),720.69,28.94,7.0,12.34,5.364,3.13.1
2017-10-23,2017.0,10.0,OCT,BULATSA,ANSP (AUA),703.7,97.69,5.96,34.37,4.032000000000001,3.13.1
2017-10-23,2017.0,10.0,OCT,Croatia Control,ANSP (AUA),526.31,56.39,3.75,35.01,2.205,3.13.1
2017-10-23,2017.0,10.0,OCT,DCAC Cyprus,ANSP (AUA),449.65,37.16,4.45,14.03,1.6740000000000002,3.13.1
2017-10-23,2017.0,10.0,OCT,DFS,ANSP (AUA),3424.87,629.83,162.7,374.49,92.7,3.13.1
2017-10-23,2017.0,10.0,OCT,DHMI,ANSP (AUA),3462.23,587.42,73.33,172.11,42.831,3.13.1
2017-10-23,2017.0,10.0,OCT,DSNA,ANSP (AUA),6166.78,1196.43,171.08,558.57,93.465,3.13.1
2017-10-23,2017.0,10.0,OCT,EANS,ANSP (AUA),183.31,10.83,1.68,3.71,0.8280000000000001,3.13.1
2017-10-23,2017.0,10.0,OCT,ENAIRE,ANSP (AUA),3521.01,440.56,59.4,174.94,20.232,3.13.1
2017-10-23,2017.0,10.0,OCT,ENAV,ANSP (AUA),2588.81,234.79,62.72,153.64,25.479,3.13.1
2017-10-23,2017.0,10.0,OCT,HCAA,ANSP (AUA),1298.34,85.48,8.54,38.58,5.553,3.13.1
2017-10-23,2017.0,10.0,OCT,HungaroControl,ANSP (AUA),651.87,90.39,5.21,48.63,6.795,3.13.1
2017-10-23,2017.0,10.0,OCT,IAA,ANSP (AUA),818.95,52.84,4.81,15.25,2.709,3.13.1
2017-10-23,2017.0,10.0,OCT,LFV,ANSP (AUA),1107.6,61.07,13.4,32.81,10.026000000000002,3.13.1
2017-10-23,2017.0,10.0,OCT,LGS,ANSP (AUA),198.12,11.6,1.41,6.18,1.1700000000000002,3.13.1
2017-10-23,2017.0,10.0,OCT,LPS,ANSP (AUA),259.66,34.5,3.63,17.05,2.7,3.13.1
2017-10-23,2017.0,10.0,OCT,LVNL,ANSP (AUA),235.16,44.4,7.84,17.66,6.156,3.13.1
2017-10-23,2017.0,10.0,OCT,M-NAV,ANSP (AUA),70.25,4.8,0.47,2.38,0.108,3.13.1
2017-10-23,2017.0,10.0,OCT,MATS,ANSP (AUA),191.21,4.45,0.41,1.64,0.549,3.13.1
2017-10-23,2017.0,10.0,OCT,MOLDATSA,ANSP (AUA),23.96,0.24,0.02,0.08,0.045000000000000005,3.13.1
2017-10-23,2017.0,10.0,OCT,MUAC,ANSP (AUA),1861.43,373.38,91.68,207.32,38.556000000000004,3.13.1
2017-10-23,2017.0,10.0,OCT,NATS (Continental),ANSP (AUA),3405.85,636.79,245.24,301.97,108.936,3.13.1
2017-10-23,2017.0,10.0,OCT,NAV Portugal (Continental),ANSP (AUA),969.57,71.61,14.37,28.56,3.456,3.13.1
2017-10-23,2017.0,10.0,OCT,NAVIAIR,ANSP (AUA),506.98,34.63,5.17,19.77,3.8970000000000002,3.13.1
2017-10-23,2017.0,10.0,OCT,Oro Navigacija,ANSP (AUA),147.22,6.54,0.72,3.22,0.6930000000000001,3.13.1
2017-10-23,2017.0,10.0,OCT,PANSA,ANSP (AUA),1091.38,71.99,11.51,43.49,10.404,3.13.1
2017-10-23,2017.0,10.0,OCT,ROMATSA,ANSP (AUA),884.88,93.97,5.33,40.37,7.119000000000001,3.13.1
2017-10-23,2017.0,10.0,OCT,SMATSA,ANSP (AUA),662.13,93.93,3.83,51.31,2.169,3.13.1
2017-10-23,2017.0,10.0,OCT,Sakaeronavigatsia,ANSP (AUA),133.76,12.89,0.51,4.13,0.558,3.13.1
2017-10-23,2017.0,10.0,OCT,Skyguide,ANSP (AUA),828.16,174.7,41.83,108.3,23.787,3.13.1
2017-10-23,2017.0,10.0,OCT,Slovenia Control,ANSP (AUA),140.98,21.42,2.09,13.24,1.278,3.13.1
2017-10-23,2017.0,10.0,OCT,UkSATSE,ANSP (AUA),368.0,9.84,1.26,3.8,0.747,3.13.1
2017-10-23,2017.0,10.0,OCT,skeyes,ANSP (AUA),209.22,31.24,11.58,17.7,7.920000000000001,3.13.1
2017-10-24,2017.0,10.0,OCT,ANS CR,ANSP (AUA),654.71,115.28,15.33,62.47,11.709,3.13.1
2017-10-24,2017.0,10.0,OCT,ANS Finland,ANSP (AUA),243.95,6.44,1.64,2.47,1.278,3.13.1
2017-10-24,2017.0,10.0,OCT,ARMATS,ANSP (AUA),45.53,1.85,0.17,0.54,0.28800000000000003,3.13.1
2017-10-24,2017.0,10.0,OCT,Albcontrol,ANSP (AUA),97.26,9.03,0.27,3.43,0.108,3.13.1
2017-10-24,2017.0,10.0,OCT,Austro Control,ANSP (AUA),735.9,104.47,15.54,62.4,11.97,3.13.1
2017-10-24,2017.0,10.0,OCT,Avinor (Continental),ANSP (AUA),708.36,27.99,7.71,13.23,6.084,3.13.1
2017-10-24,2017.0,10.0,OCT,BULATSA,ANSP (AUA),652.55,85.97,5.3,29.51,4.923,3.13.1
2017-10-24,2017.0,10.0,OCT,Croatia Control,ANSP (AUA),546.31,58.63,3.93,36.23,2.493,3.13.1
2017-10-24,2017.0,10.0,OCT,DCAC Cyprus,ANSP (AUA),419.24,28.56,3.71,12.6,1.53,3.13.1
2017-10-24,2017.0,10.0,OCT,DFS,ANSP (AUA),3373.54,575.83,148.62,339.73,90.648,3.13.1
2017-10-24,2017.0,10.0,OCT,DHMI,ANSP (AUA),3367.48,567.69,68.46,167.14,42.876000000000005,3.13.1
2017-10-24,2017.0,10.0,OCT,DSNA,ANSP (AUA),5821.96,1092.06,149.7,496.8,82.422,3.13.1
2017-10-24,2017.0,10.0,OCT,EANS,ANSP (AUA),181.17,10.36,1.79,3.49,0.864,3.13.1
2017-10-24,2017.0,10.0,OCT,ENAIRE,ANSP (AUA),3411.03,410.79,54.97,164.09,16.515,3.13.1
2017-10-24,2017.0,10.0,OCT,ENAV,ANSP (AUA),2474.11,210.58,56.05,137.23,25.002000000000002,3.13.1
2017-10-24,2017.0,10.0,OCT,HCAA,ANSP (AUA),1253.26,77.78,8.55,35.82,4.716,3.13.1
2017-10-24,2017.0,10.0,OCT,HungaroControl,ANSP (AUA),648.08,85.85,4.57,45.91,7.263000000000001,3.13.1
2017-10-24,2017.0,10.0,OCT,IAA,ANSP (AUA),775.45,53.88,4.04,13.54,2.2769999999999997,3.13.1
2017-10-24,2017.0,10.0,OCT,LFV,ANSP (AUA),1090.34,58.62,14.08,30.1,12.15,3.13.1
2017-10-24,2017.0,10.0,OCT,LGS,ANSP (AUA),194.29,10.69,1.32,5.68,1.1700000000000002,3.13.1
2017-10-24,2017.0,10.0,OCT,LPS,ANSP (AUA),255.81,34.69,3.54,16.6,2.8890000000000002,3.13.1
2017-10-24,2017.0,10.0,OCT,LVNL,ANSP (AUA),224.61,40.43,7.26,16.99,5.175,3.13.1
