FLT_DATE	SPEED_INTER_HRS
2017-01-04	50.823
2017-01-04	0.5940000000000001
2017-01-04	12.6
2017-01-04	12.015
2017-01-04	2.196
2017-01-04	5.589
2017-01-04	1.746
2017-01-04	4.113
2017-01-04	0.6030000000000001
2017-01-04	2.952
2017-01-04	3.546
2017-01-04	0.036000000000000004
2017-01-04	0.378
2017-01-04	0.018000000000000002
2017-01-04	22.896
2017-01-04	64.75500000000001
2017-01-04	1.611
2017-01-04	2.007
2017-01-04	0.459
2017-01-04	7.308
2017-01-04	6.597
2017-01-04	1.512
2017-01-04	0.396
2017-01-04	12.321
2017-01-04	0.558
2017-01-04	0.459
2017-01-04	5.112
2017-01-05	8.442
2017-01-05	0.7290000000000001
2017-01-05	0.045000000000000005
2017-01-05	0.036000000000000004
2017-01-05	7.272
2017-01-05	3.591
2017-01-05	2.952
2017-01-05	1.503
2017-01-05	1.026
2017-01-05	49.752
2017-01-05	52.047
2017-01-05	50.634
2017-01-05	0.6120000000000001
2017-01-05	9.107999999999999
2017-01-05	10.845
2017-01-05	2.241
2017-01-05	5.4990000000000006
2017-01-05	1.971
2017-01-05	3.159
2017-01-05	0.675
2017-01-05	2.4480000000000004
2017-01-05	3.519
2017-01-05	0.018000000000000002
2017-01-05	0.18000000000000002
2017-01-05	0.018000000000000002
2017-01-05	24.516
2017-01-05	62.883
2017-01-05	1.917
2017-01-05	2.052
2017-01-05	0.468
2017-01-05	7.3260000000000005
2017-01-05	6.174
2017-01-05	2.2230000000000003
2017-01-05	0.5040000000000001
2017-01-05	12.969000000000001
2017-01-05	0.7290000000000001
2017-01-05	0.396
2017-01-05	4.617
2017-01-06	7.668
2017-01-06	0.8370000000000001
2017-01-06	0.036000000000000004
2017-01-06	0.045000000000000005
2017-01-06	6.291
2017-01-06	3.213
2017-01-06	3.3480000000000003
2017-01-06	1.098
2017-01-06	0.8190000000000001
2017-01-06	48.00600000000001
2017-01-06	33.615
2017-01-06	48.447
2017-01-06	0.6930000000000001
2017-01-06	8.712
2017-01-06	11.493
2017-01-06	2.196
2017-01-06	4.5360000000000005
2017-01-06	2.106
2017-01-06	2.673
2017-01-06	0.864
2017-01-06	2.3129999999999997
2017-01-06	3.5370000000000004
2017-01-06	0.027
2017-01-06	0.24300000000000002
2017-01-06	0.018000000000000002
2017-01-06	25.803
2017-01-06	61.902
2017-01-06	1.845
2017-01-06	1.9800000000000002
2017-01-06	0.5670000000000001
2017-01-06	5.301
2017-01-06	6.363
2017-01-06	1.512
2017-01-06	0.8190000000000001
2017-01-06	14.562
2017-01-06	0.8280000000000001
2017-01-06	0.35100000000000003
2017-01-06	3.87
2017-01-07	6.5520000000000005
2017-01-07	0.28800000000000003
2017-01-07	0.06300000000000001
2017-01-07	0.108
2017-01-07	5.985
2017-01-07	0.8190000000000001
2017-01-07	2.826
2017-01-07	1.08
2017-01-07	0.5850000000000001
2017-01-07	33.543000000000006
2017-01-07	15.939000000000002
2017-01-07	36.333
2017-01-07	0.5040000000000001
2017-01-07	9.261
2017-01-07	8.658
2017-01-07	1.53
2017-01-07	4.464
2017-01-07	1.2240000000000002
2017-01-07	1.4400000000000002
2017-01-07	0.81
2017-01-07	2.3400000000000003
2017-01-07	1.323
2017-01-07	0.06300000000000001
2017-01-07	0.378
2017-01-07	0.0
2017-01-07	18.945
2017-01-07	35.289
2017-01-07	1.503
2017-01-07	0.927
2017-01-07	0.35100000000000003
2017-01-07	5.607
2017-01-07	5.355
2017-01-07	1.278
2017-01-07	0.738
2017-01-07	11.475
2017-01-07	0.5940000000000001
2017-01-07	0.29700000000000004
2017-01-07	1.971
2017-01-08	8.766
2017-01-08	0.6930000000000001
2017-01-08	0.06300000000000001
2017-01-08	0.14400000000000002
2017-01-08	8.199
2017-01-08	2.421
2017-01-08	3.3120000000000003
2017-01-08	1.836
2017-01-08	1.9260000000000002
2017-01-08	49.428000000000004
2017-01-08	25.479
2017-01-08	51.507
2017-01-08	0.666
2017-01-08	11.232000000000001
2017-01-08	12.708
2017-01-08	2.394
2017-01-08	5.373
2017-01-08	1.4849999999999999
2017-01-08	3.096
2017-01-08	0.783
2017-01-08	3.06
2017-01-08	2.718
2017-01-08	0.081
2017-01-08	0.216
2017-01-08	0.018000000000000002
2017-01-08	24.867
2017-01-08	49.374
2017-01-08	1.764
2017-01-08	1.3860000000000001
2017-01-08	0.41400000000000003
2017-01-08	6.705
2017-01-08	6.894
2017-01-08	1.9440000000000002
2017-01-08	0.5670000000000001
2017-01-08	15.012
2017-01-08	1.0080000000000002
2017-01-08	0.36000000000000004
2017-01-08	3.744
2017-01-09	8.397
2017-01-09	1.2240000000000002
2017-01-09	0.036000000000000004
2017-01-09	0.24300000000000002
2017-01-09	8.388
2017-01-09	4.383
2017-01-09	1.9620000000000002
2017-01-09	1.413
2017-01-09	0.47700000000000004
2017-01-09	54.252
2017-01-09	45.657
2017-01-09	54.981
2017-01-09	0.8190000000000001
2017-01-09	9.225
2017-01-09	12.753
2017-01-09	1.971
2017-01-09	4.194
2017-01-09	1.6740000000000002
2017-01-09	6.039
2017-01-09	0.9
2017-01-09	2.592
2017-01-09	3.4739999999999998
2017-01-09	0.027
2017-01-09	0.432
2017-01-09	0.009000000000000001
2017-01-09	29.979000000000003
2017-01-09	68.913
2017-01-09	1.269
2017-01-09	2.9160000000000004
2017-01-09	0.531
2017-01-09	6.831
2017-01-09	4.311
2017-01-09	1.665
2017-01-09	0.5040000000000001
2017-01-09	15.687
2017-01-09	0.7110000000000001
2017-01-09	0.531
2017-01-09	5.652
2017-01-10	7.281
2017-01-10	1.197
2017-01-10	0.054
2017-01-10	0.07200000000000001
2017-01-10	5.67
2017-01-10	4.464
2017-01-10	2.43
2017-01-10	1.1700000000000002
2017-01-10	0.846
2017-01-10	53.478
2017-01-10	20.043
2017-01-10	49.581
2017-01-10	0.684
2017-01-10	8.388
2017-01-10	10.242
2017-01-10	1.395
2017-01-10	3.9330000000000003
2017-01-10	1.323
2017-01-10	5.436
2017-01-10	0.657
2017-01-10	2.331
2017-01-10	3.213
2017-01-10	0.027
2017-01-10	0.162
2017-01-10	0.027
2017-01-10	24.606
2017-01-10	55.827000000000005
2017-01-10	1.4669999999999999
2017-01-10	1.971
2017-01-10	0.41400000000000003
2017-01-10	6.129
2017-01-10	4.977
2017-01-10	1.107
2017-01-10	0.333
2017-01-10	12.996
2017-01-10	0.54
2017-01-10	0.549
2017-01-10	5.598
2017-01-11	8.235000000000001
2017-01-11	1.368
2017-01-11	0.018000000000000002
2017-01-11	0.12600000000000003
2017-01-11	8.469000000000001
2017-01-11	4.977
2017-01-11	2.682
2017-01-11	1.566
2017-01-11	1.026
2017-01-11	64.899
2017-01-11	34.092000000000006
2017-01-11	48.249
2017-01-11	0.8190000000000001
2017-01-11	8.964
2017-01-11	12.564000000000002
2017-01-11	1.863
2017-01-11	4.680000000000001
2017-01-11	1.233
2017-01-11	7.470000000000001
2017-01-11	0.801
2017-01-11	2.565
2017-01-11	3.789
2017-01-11	0.027
2017-01-11	0.378
2017-01-11	0.018000000000000002
2017-01-11	25.839000000000002
2017-01-11	54.198
2017-01-11	1.116
2017-01-11	2.421
2017-01-11	0.432
2017-01-11	7.362
2017-01-11	6.255
2017-01-11	1.4849999999999999
2017-01-11	0.369
2017-01-11	13.779
2017-01-11	0.621
2017-01-11	0.5670000000000001
2017-01-11	6.012
2017-01-12	8.721
2017-01-12	2.097
2017-01-12	0.009000000000000001
2017-01-12	0.054
2017-01-12	8.703
2017-01-12	4.509
2017-01-12	3.0330000000000004
2017-01-12	1.278
2017-01-12	0.936
2017-01-12	67.05900000000001
2017-01-12	35.325
2017-01-12	49.869
2017-01-12	0.792
2017-01-12	10.368
2017-01-12	13.554
2017-01-12	2.4120000000000004
2017-01-12	4.887
2017-01-12	1.4849999999999999
2017-01-12	7.344
2017-01-12	0.63
2017-01-12	2.718
2017-01-12	4.896000000000001
2017-01-12	0.018000000000000002
2017-01-12	0.189
2017-01-12	0.045000000000000005
2017-01-12	27.333000000000002
2017-01-12	65.565
2017-01-12	1.4580000000000002
2017-01-12	3.5010000000000003
2017-01-12	0.47700000000000004
2017-01-12	7.074000000000001
2017-01-12	6.489
2017-01-12	1.494
2017-01-12	0.49500000000000005
2017-01-12	14.805
2017-01-12	0.522
2017-01-12	0.47700000000000004
2017-01-12	5.274
2017-01-13	8.658
2017-01-13	1.6380000000000001
2017-01-13	0.027
2017-01-13	0.036000000000000004
2017-01-13	8.532
2017-01-13	4.41
2017-01-13	3.186
2017-01-13	1.512
2017-01-13	0.801
2017-01-13	49.869
2017-01-13	58.356
2017-01-13	54.801
2017-01-13	0.738
2017-01-13	12.492
2017-01-13	12.384
2017-01-13	2.8080000000000003
2017-01-13	5.867999999999999
2017-01-13	1.845
2017-01-13	7.038
2017-01-13	0.81
2017-01-13	2.664
2017-01-13	3.4379999999999997
2017-01-13	0.018000000000000002
2017-01-13	0.25200000000000006
2017-01-13	0.018000000000000002
2017-01-13	25.641
2017-01-13	65.691
2017-01-13	1.665
2017-01-13	2.8890000000000002
2017-01-13	0.432
2017-01-13	6.588
2017-01-13	7.569
2017-01-13	2.2680000000000002
2017-01-13	0.5850000000000001
2017-01-13	15.687
2017-01-13	0.5040000000000001
2017-01-13	0.47700000000000004
2017-01-13	4.464
2017-01-14	6.768
2017-01-14	0.387
2017-01-14	0.054
2017-01-14	0.054
2017-01-14	6.9030000000000005
2017-01-14	0.936
2017-01-14	3.366
2017-01-14	1.4040000000000001
2017-01-14	1.044
2017-01-14	34.866
2017-01-14	30.509999999999998
2017-01-14	31.329000000000004
2017-01-14	0.7200000000000001
2017-01-14	7.389000000000001
2017-01-14	8.055
2017-01-14	1.9800000000000002
2017-01-14	4.365
2017-01-14	1.026
2017-01-14	1.6740000000000002
2017-01-14	0.801
2017-01-14	2.232
2017-01-14	1.512
2017-01-14	0.018000000000000002
2017-01-14	0.117
2017-01-14	0.0
2017-01-14	17.415000000000003
2017-01-14	37.278000000000006
2017-01-14	1.035
2017-01-14	0.882
2017-01-14	0.315
2017-01-14	5.229
2017-01-14	4.986
2017-01-14	1.845
2017-01-14	0.675
2017-01-14	8.496
2017-01-14	0.666
2017-01-14	0.441
2017-01-14	1.4580000000000002
2017-01-15	8.541
2017-01-15	0.5940000000000001
2017-01-15	0.036000000000000004
2017-01-15	0.099
2017-01-15	6.9479999999999995
2017-01-15	2.088
2017-01-15	3.258
2017-01-15	1.53
2017-01-15	1.215
2017-01-15	41.076
2017-01-15	55.224000000000004
2017-01-15	45.702000000000005
2017-01-15	0.468
2017-01-15	9.054
2017-01-15	9.72
2017-01-15	2.403
2017-01-15	5.148
2017-01-15	1.314
2017-01-15	3.789
2017-01-15	0.54
2017-01-15	2.097
2017-01-15	2.646
2017-01-15	0.054
2017-01-15	0.198
2017-01-15	0.018000000000000002
2017-01-15	22.878000000000004
2017-01-15	51.768
2017-01-15	1.4669999999999999
2017-01-15	1.602
2017-01-15	0.333
2017-01-15	5.796
2017-01-15	6.507000000000001
2017-01-15	1.917
2017-01-15	0.783
2017-01-15	13.356
2017-01-15	0.9810000000000001
2017-01-15	0.441
2017-01-15	2.79
2017-01-16	8.388
2017-01-16	1.332
2017-01-16	0.06300000000000001
2017-01-16	0.081
2017-01-16	7.829999999999999
2017-01-16	3.384
2017-01-16	2.6910000000000003
2017-01-16	0.9810000000000001
2017-01-16	0.8280000000000001
2017-01-16	66.411
2017-01-16	55.35
2017-01-16	57.788999999999994
2017-01-16	0.8280000000000001
2017-01-16	9.891
2017-01-16	13.392000000000001
2017-01-16	2.097
2017-01-16	5.211
2017-01-16	1.845
2017-01-16	6.588
2017-01-16	0.675
2017-01-16	2.511
2017-01-16	3.798
2017-01-16	0.009000000000000001
2017-01-16	0.324
2017-01-16	0.027
2017-01-16	28.512
2017-01-16	74.241
2017-01-16	1.62
2017-01-16	2.3040000000000003
2017-01-16	0.48600000000000004
2017-01-16	5.949000000000001
2017-01-16	7.173
2017-01-16	1.566
2017-01-16	0.29700000000000004
2017-01-16	20.106
2017-01-16	0.45
2017-01-16	0.459
2017-01-16	6.714
2017-01-17	7.029
2017-01-17	1.359
2017-01-17	0.018000000000000002
2017-01-17	0.036000000000000004
2017-01-17	5.706
2017-01-17	4.005
2017-01-17	3.06
2017-01-17	1.062
2017-01-17	1.08
2017-01-17	62.964
2017-01-17	36.801
2017-01-17	48.465
2017-01-17	0.558
2017-01-17	10.341000000000001
2017-01-17	10.701
2017-01-17	1.9620000000000002
2017-01-17	4.23
2017-01-17	1.305
2017-01-17	6.930000000000001
2017-01-17	0.6030000000000001
2017-01-17	2.232
2017-01-17	3.762
2017-01-17	0.045000000000000005
2017-01-17	0.225
2017-01-17	0.018000000000000002
2017-01-17	26.748
2017-01-17	55.88100000000001
2017-01-17	1.287
2017-01-17	2.3760000000000003
2017-01-17	0.27
2017-01-17	5.4270000000000005
2017-01-17	6.075
2017-01-17	1.431
2017-01-17	0.7020000000000001
2017-01-17	16.398
2017-01-17	0.47700000000000004
2017-01-17	0.36000000000000004
2017-01-17	5.634
2017-01-18	7.569
2017-01-18	1.413
2017-01-18	0.0
2017-01-18	0.018000000000000002
2017-01-18	8.316
2017-01-18	4.266
2017-01-18	2.484
2017-01-18	1.269
2017-01-18	0.873
2017-01-18	71.118
2017-01-18	50.517
2017-01-18	44.595
2017-01-18	0.738
2017-01-18	10.062
2017-01-18	13.023000000000001
2017-01-18	1.791
2017-01-18	4.779
2017-01-18	1.269
2017-01-18	7.002000000000001
2017-01-18	0.765
2017-01-18	2.331
2017-01-18	4.293
2017-01-18	0.036000000000000004
2017-01-18	0.342
2017-01-18	0.009000000000000001
2017-01-18	29.682
2017-01-18	56.025
2017-01-18	1.4849999999999999
2017-01-18	2.6550000000000002
2017-01-18	0.468
2017-01-18	6.471
2017-01-18	5.3100000000000005
2017-01-18	1.251
2017-01-18	0.7290000000000001
2017-01-18	22.311
2017-01-18	0.738
2017-01-18	0.5760000000000001
2017-01-18	7.416
2017-01-19	8.379000000000001
2017-01-19	1.359
2017-01-19	0.06300000000000001
2017-01-19	0.081
2017-01-19	7.191000000000001
2017-01-19	3.762
2017-01-19	2.628
2017-01-19	1.197
2017-01-19	1.548
2017-01-19	76.275
2017-01-19	53.802
2017-01-19	52.857
2017-01-19	0.549
2017-01-19	11.799
2017-01-19	12.564000000000002
2017-01-19	2.4120000000000004
2017-01-19	4.086
2017-01-19	1.6560000000000001
2017-01-19	8.577
2017-01-19	0.6120000000000001
2017-01-19	2.4480000000000004
2017-01-19	4.77
2017-01-19	0.009000000000000001
2017-01-19	0.162
2017-01-19	0.009000000000000001
2017-01-19	30.978
2017-01-19	70.938
2017-01-19	1.818
2017-01-19	2.6910000000000003
2017-01-19	0.315
2017-01-19	5.760000000000001
2017-01-19	5.436
2017-01-19	2.025
2017-01-19	0.5940000000000001
2017-01-19	19.872
2017-01-19	0.756
2017-01-19	0.387
2017-01-19	6.102
2017-01-20	9.107999999999999
2017-01-20	1.368
2017-01-20	0.027
2017-01-20	0.09000000000000001
2017-01-20	8.514000000000001
2017-01-20	3.6270000000000002
2017-01-20	2.9699999999999998
2017-01-20	1.242
2017-01-20	0.8280000000000001
2017-01-20	75.33
2017-01-20	34.956
2017-01-20	62.361000000000004
2017-01-20	0.765
2017-01-20	13.509
2017-01-20	16.713
2017-01-20	2.9250000000000003
2017-01-20	5.13
2017-01-20	2.7
2017-01-20	7.182
2017-01-20	0.801
2017-01-20	2.61
2017-01-20	3.8070000000000004
2017-01-20	0.036000000000000004
2017-01-20	0.12600000000000003
2017-01-20	0.018000000000000002
2017-01-20	32.337
2017-01-20	79.13700000000001
2017-01-20	1.782
2017-01-20	2.862
2017-01-20	0.5040000000000001
2017-01-20	6.462
2017-01-20	6.5520000000000005
2017-01-20	2.0160000000000005
2017-01-20	0.9630000000000001
2017-01-20	25.326
2017-01-20	0.6030000000000001
2017-01-20	0.666
2017-01-20	5.8500000000000005
2017-01-21	5.238
2017-01-21	0.459
2017-01-21	0.07200000000000001
2017-01-21	0.108
2017-01-21	7.119000000000001
2017-01-21	0.7200000000000001
2017-01-21	2.781
2017-01-21	0.936
2017-01-21	0.855
2017-01-21	38.295
2017-01-21	58.68000000000001
2017-01-21	32.193000000000005
2017-01-21	0.513
2017-01-21	7.956
2017-01-21	8.082
2017-01-21	2.7
2017-01-21	5.031
2017-01-21	1.116
2017-01-21	1.035
2017-01-21	0.6120000000000001
2017-01-21	2.295
2017-01-21	1.7369999999999999
2017-01-21	0.054
2017-01-21	0.15300000000000002
2017-01-21	0.009000000000000001
2017-01-21	20.790000000000003
2017-01-21	33.588
2017-01-21	1.125
2017-01-21	0.9
2017-01-21	0.36000000000000004
2017-01-21	4.32
2017-01-21	6.093
2017-01-21	1.9080000000000001
2017-01-21	1.179
2017-01-21	12.069
2017-01-21	0.5670000000000001
2017-01-21	0.41400000000000003
2017-01-21	1.782
2017-01-22	7.002000000000001
2017-01-22	0.909
2017-01-22	0.018000000000000002
2017-01-22	0.14400000000000002
2017-01-22	8.208
2017-01-22	2.259
2017-01-22	3.339
2017-01-22	1.4849999999999999
2017-01-22	1.2240000000000002
2017-01-22	46.089
2017-01-22	39.762
2017-01-22	50.697
2017-01-22	0.6120000000000001
2017-01-22	9.648000000000001
2017-01-22	9.846
2017-01-22	2.475
2017-01-22	5.184
2017-01-22	1.413
2017-01-22	3.9869999999999997
2017-01-22	1.053
2017-01-22	2.178
2017-01-22	2.502
2017-01-22	0.081
2017-01-22	0.189
2017-01-22	0.018000000000000002
2017-01-22	24.534000000000002
2017-01-22	51.822
2017-01-22	1.62
2017-01-22	1.71
2017-01-22	0.432
2017-01-22	5.895
2017-01-22	7.209
2017-01-22	1.9620000000000002
2017-01-22	0.909
2017-01-22	14.076
2017-01-22	0.684
2017-01-22	0.49500000000000005
2017-01-22	3.015
2017-01-23	10.197000000000001
2017-01-23	1.4220000000000002
2017-01-23	0.0
2017-01-23	0.135
2017-01-23	6.453
2017-01-23	4.086
2017-01-23	2.079
2017-01-23	1.278
2017-01-23	1.2060000000000002
2017-01-23	59.967
2017-01-23	36.144
2017-01-23	48.051
2017-01-23	0.756
2017-01-23	10.323
2017-01-23	12.726
2017-01-23	3.717
2017-01-23	5.238
2017-01-23	1.953
2017-01-23	6.9030000000000005
2017-01-23	0.81
2017-01-23	3.015
2017-01-23	4.095
2017-01-23	0.12600000000000003
2017-01-23	0.20700000000000002
2017-01-23	0.009000000000000001
2017-01-23	29.889000000000003
2017-01-23	59.211000000000006
2017-01-23	1.548
2017-01-23	2.988
2017-01-23	0.513
2017-01-23	7.245000000000001
2017-01-23	6.219
2017-01-23	1.242
2017-01-23	1.026
2017-01-23	14.31
2017-01-23	0.5940000000000001
2017-01-23	0.531
2017-01-23	5.166
2017-01-24	9.495000000000001
2017-01-24	1.098
2017-01-24	0.027
2017-01-24	0.054
2017-01-24	6.705
2017-01-24	4.212
2017-01-24	3.4019999999999997
2017-01-24	1.035
2017-01-24	0.792
2017-01-24	59.489999999999995
2017-01-24	33.075
2017-01-24	45.144
2017-01-24	0.6120000000000001
2017-01-24	8.676
2017-01-24	9.972
2017-01-24	1.827
2017-01-24	5.031
2017-01-24	1.089
2017-01-24	7.659
2017-01-24	0.531
2017-01-24	3.195
2017-01-24	3.681
2017-01-24	0.018000000000000002
2017-01-24	0.387
2017-01-24	0.018000000000000002
2017-01-24	23.418
2017-01-24	49.95
2017-01-24	1.323
2017-01-24	2.385
2017-01-24	0.35100000000000003
2017-01-24	5.688000000000001
2017-01-24	6.48
2017-01-24	1.368
2017-01-24	0.9630000000000001
2017-01-24	13.239
2017-01-24	0.49500000000000005
2017-01-24	0.513
2017-01-24	5.409
2017-01-25	8.883
2017-01-25	1.368
2017-01-25	0.036000000000000004
2017-01-25	0.036000000000000004
2017-01-25	7.938000000000001
2017-01-25	5.004
2017-01-25	2.817
2017-01-25	1.332
2017-01-25	1.0080000000000002
2017-01-25	70.74
2017-01-25	27.828000000000003
2017-01-25	44.451
2017-01-25	0.747
2017-01-25	10.035
2017-01-25	11.520000000000001
2017-01-25	2.061
2017-01-25	4.6979999999999995
2017-01-25	1.242
2017-01-25	7.848000000000001
2017-01-25	0.891
2017-01-25	2.9250000000000003
2017-01-25	3.267
2017-01-25	0.009000000000000001
2017-01-25	0.216
2017-01-25	0.018000000000000002
2017-01-25	28.638
2017-01-25	53.559
2017-01-25	3.9149999999999996
2017-01-25	2.6550000000000002
2017-01-25	0.45
2017-01-25	5.454
2017-01-25	5.7780000000000005
2017-01-25	1.287
2017-01-25	0.5670000000000001
2017-01-25	14.490000000000002
2017-01-25	0.531
2017-01-25	0.558
2017-01-25	5.643
2017-01-26	7.460999999999999
2017-01-26	1.449
2017-01-26	0.018000000000000002
2017-01-26	0.12600000000000003
2017-01-26	7.812
2017-01-26	4.617
2017-01-26	2.331
2017-01-26	1.2060000000000002
2017-01-26	0.9720000000000001
2017-01-26	69.849
2017-01-26	38.187
2017-01-26	52.821
2017-01-26	0.639
2017-01-26	10.872
2017-01-26	13.977
2017-01-26	2.16
2017-01-26	4.383
2017-01-26	2.718
2017-01-26	8.172
2017-01-26	0.7200000000000001
2017-01-26	2.583
2017-01-26	4.716
2017-01-26	0.036000000000000004
2017-01-26	0.162
2017-01-26	0.018000000000000002
2017-01-26	32.166000000000004
2017-01-26	72.91799999999999
2017-01-26	1.6740000000000002
2017-01-26	2.754
2017-01-26	0.45
2017-01-26	6.5520000000000005
2017-01-26	5.949000000000001
2017-01-26	1.314
2017-01-26	0.648
2017-01-26	15.434999999999999
2017-01-26	0.792
2017-01-26	0.792
2017-01-26	7.02
2017-01-27	8.154
2017-01-27	1.368
2017-01-27	0.036000000000000004
2017-01-27	0.07200000000000001
2017-01-27	8.172
2017-01-27	3.4379999999999997
2017-01-27	3.213
2017-01-27	1.269
2017-01-27	1.251
2017-01-27	66.879
2017-01-27	26.676000000000002
2017-01-27	58.068
2017-01-27	0.9720000000000001
2017-01-27	13.077
2017-01-27	14.472
2017-01-27	2.9699999999999998
2017-01-27	4.734
2017-01-27	2.529
2017-01-27	7.389000000000001
2017-01-27	0.864
2017-01-27	2.484
2017-01-27	4.734
2017-01-27	0.054
2017-01-27	0.234
2017-01-27	0.027
2017-01-27	33.525
2017-01-27	72.558
2017-01-27	2.3040000000000003
2017-01-27	3.006
2017-01-27	0.396
2017-01-27	6.8580000000000005
2017-01-27	7.0649999999999995
2017-01-27	1.287
2017-01-27	0.8190000000000001
2017-01-27	15.866999999999999
2017-01-27	0.54
2017-01-27	0.531
2017-01-27	7.695000000000001
2017-01-28	6.588
2017-01-28	0.423
2017-01-28	0.018000000000000002
2017-01-28	0.07200000000000001
2017-01-28	5.688000000000001
2017-01-28	0.891
2017-01-28	3.51
2017-01-28	1.053
2017-01-28	1.197
2017-01-28	33.615
2017-01-28	42.228
2017-01-28	30.942000000000004
2017-01-28	0.468
2017-01-28	8.073
2017-01-28	8.829
2017-01-28	2.358
2017-01-28	4.068
2017-01-28	1.0080000000000002
2017-01-28	1.431
2017-01-28	0.5040000000000001
2017-01-28	2.664
2017-01-28	2.133
2017-01-28	0.036000000000000004
2017-01-28	0.189
2017-01-28	0.009000000000000001
2017-01-28	18.134999999999998
2017-01-28	31.887
2017-01-28	1.584
2017-01-28	1.044
2017-01-28	0.333
2017-01-28	5.526
2017-01-28	5.58
2017-01-28	1.395
2017-01-28	0.387
2017-01-28	11.313
2017-01-28	0.441
2017-01-28	0.405
2017-01-28	1.845
2017-01-29	7.335000000000001
2017-01-29	0.792
2017-01-29	0.027
2017-01-29	0.027
2017-01-29	7.335000000000001
2017-01-29	2.4120000000000004
2017-01-29	2.574
2017-01-29	1.413
2017-01-29	1.305
2017-01-29	42.867000000000004
2017-01-29	45.207
2017-01-29	48.114000000000004
2017-01-29	0.468
2017-01-29	9.666
2017-01-29	10.746
2017-01-29	2.781
2017-01-29	5.58
2017-01-29	1.611
2017-01-29	4.338
2017-01-29	0.765
2017-01-29	2.556
2017-01-29	2.286
2017-01-29	0.054
2017-01-29	0.30600000000000005
2017-01-29	0.009000000000000001
2017-01-29	24.965999999999998
2017-01-29	50.742000000000004
2017-01-29	1.593
2017-01-29	2.1510000000000002
2017-01-29	0.423
2017-01-29	5.454
2017-01-29	6.183
2017-01-29	1.782
2017-01-29	0.648
2017-01-29	12.465
2017-01-29	0.54
2017-01-29	0.5760000000000001
2017-01-29	3.015
2017-01-30	9.099
2017-01-30	1.665
2017-01-30	0.018000000000000002
2017-01-30	0.081
2017-01-30	6.534
2017-01-30	4.176
