YEAR;MONTH_NUM;MONTH_MON;FLT_DATE;ENTITY_NAME;ENTITY_TYPE;CPLX_FLIGHT_HRS;CPLX_INTER;VERTICAL_INTER_HRS;HORIZ_INTER_HRS;SPEED_INTER_HRS;BADA_VERSION
2017;4;APR;06-04-2017;ROMATSA;ANSP (AUA);815.97;81.79;5.55;34.85;9.14;3.13.1
2017;4;APR;06-04-2017;SMATSA;ANSP (AUA);512.03;52.71;2.82;28.89;2.17;3.13.1
2017;4;APR;06-04-2017;Sakaeronavigatsia;ANSP (AUA);131.67;12.88;0.45;3.78;0.81;3.13.1
2017;4;APR;06-04-2017;Skyguide;ANSP (AUA);760.94;136.04;42.24;83.77;28.01;3.13.1
2017;4;APR;06-04-2017;Slovenia Control;ANSP (AUA);116.33;13.28;1.62;7.74;1.07;3.13.1
2017;4;APR;06-04-2017;UkSATSE;ANSP (AUA);293.36;6.80;0.81;2.45;0.54;3.13.1
2017;4;APR;06-04-2017;skeyes;ANSP (AUA);206.77;28.24;10.96;15.84;9.51;3.13.1
2017;4;APR;07-04-2017;ANS CR;ANSP (AUA);678.01;122.16;15.87;63.61;15.03;3.13.1
2017;4;APR;07-04-2017;ANS Finland;ANSP (AUA);236.48;6.98;2.19;2.83;1.61;3.13.1
2017;4;APR;07-04-2017;ARMATS;ANSP (AUA);28.14;0.54;0.09;0.15;0.01;3.13.1
2017;4;APR;07-04-2017;Albcontrol;ANSP (AUA);85.20;6.21;0.14;2.12;0.34;3.13.1
2017;4;APR;07-04-2017;Austro Control;ANSP (AUA);674.95;82.51;14.86;48.65;13.69;3.13.1
2017;4;APR;07-04-2017;Avinor (Continental);ANSP (AUA);737.19;28.06;7.17;11.67;5.70;3.13.1
2017;4;APR;07-04-2017;BULATSA;ANSP (AUA);646.18;85.20;6.05;28.91;4.19;3.13.1
2017;4;APR;07-04-2017;Croatia Control;ANSP (AUA);468.96;42.99;2.66;26.32;2.57;3.13.1
2017;4;APR;07-04-2017;DCAC Cyprus;ANSP (AUA);409.60;30.29;3.73;11.32;2.00;3.13.1
2017;4;APR;07-04-2017;DFS;ANSP (AUA);3400.77;599.04;162.41;362.23;99.89;3.13.1
2017;4;APR;07-04-2017;DHMI;ANSP (AUA);3163.53;553.10;79.72;157.94;46.98;3.13.1
2017;4;APR;07-04-2017;DSNA;ANSP (AUA);5983.62;1177.34;164.51;546.38;87.57;3.13.1
2017;4;APR;07-04-2017;EANS;ANSP (AUA);173.83;8.56;1.57;3.26;0.82;3.13.1
2017;4;APR;07-04-2017;ENAIRE;ANSP (AUA);3488.07;463.58;61.08;178.79;22.01;3.13.1
2017;4;APR;07-04-2017;ENAV;ANSP (AUA);2409.51;201.38;57.23;127.19;25.97;3.13.1
2017;4;APR;07-04-2017;HCAA;ANSP (AUA);1065.71;57.72;5.36;24.19;5.18;3.13.1
2017;4;APR;07-04-2017;HungaroControl;ANSP (AUA);615.45;75.33;5.10;36.76;8.21;3.13.1
2017;4;APR;07-04-2017;IAA;ANSP (AUA);811.23;58.06;6.01;19.24;3.44;3.13.1
2017;4;APR;07-04-2017;LFV;ANSP (AUA);1091.38;55.49;12.77;28.62;10.55;3.13.1
2017;4;APR;07-04-2017;LGS;ANSP (AUA);194.22;9.17;1.22;4.63;1.11;3.13.1
2017;4;APR;07-04-2017;LPS;ANSP (AUA);266.15;35.43;3.91;16.07;4.20;3.13.1
2017;4;APR;07-04-2017;LVNL;ANSP (AUA);229.70;42.89;6.52;18.33;4.96;3.13.1
2017;4;APR;07-04-2017;M-NAV;ANSP (AUA);52.54;2.48;0.33;1.08;0.14;3.13.1
2017;4;APR;07-04-2017;MATS;ANSP (AUA);181.48;4.94;0.21;1.79;0.35;3.13.1
2017;4;APR;07-04-2017;MOLDATSA;ANSP (AUA);14.90;0.16;0.04;0.08;0.02;3.13.1
2017;4;APR;07-04-2017;MUAC;ANSP (AUA);1832.62;365.50;89.64;208.30;39.32;3.13.1
2017;4;APR;07-04-2017;NATS (Continental);ANSP (AUA);3288.64;618.46;235.28;294.37;104.34;3.13.1
2017;4;APR;07-04-2017;NAV Portugal (Continental);ANSP (AUA);980.33;86.28;13.46;33.35;2.51;3.13.1
2017;4;APR;07-04-2017;NAVIAIR;ANSP (AUA);500.43;35.26;5.92;20.65;4.92;3.13.1
2017;4;APR;07-04-2017;Oro Navigacija;ANSP (AUA);129.31;5.23;0.54;2.50;0.44;3.13.1
2017;4;APR;07-04-2017;PANSA;ANSP (AUA);1057.73;72.82;11.55;43.53;9.56;3.13.1
2017;4;APR;07-04-2017;ROMATSA;ANSP (AUA);858.43;85.60;6.25;35.25;9.26;3.13.1
2017;4;APR;07-04-2017;SMATSA;ANSP (AUA);562.86;67.02;3.58;35.15;3.01;3.13.1
2017;4;APR;07-04-2017;Sakaeronavigatsia;ANSP (AUA);111.30;9.83;0.46;3.02;0.28;3.13.1
2017;4;APR;07-04-2017;Skyguide;ANSP (AUA);836.00;167.07;49.41;103.08;33.57;3.13.1
2017;4;APR;07-04-2017;Slovenia Control;ANSP (AUA);115.70;14.19;1.66;8.52;1.25;3.13.1
2017;4;APR;07-04-2017;UkSATSE;ANSP (AUA);319.61;7.17;0.75;2.54;0.84;3.13.1
2017;4;APR;07-04-2017;skeyes;ANSP (AUA);211.19;31.73;11.96;17.42;10.41;3.13.1
2017;4;APR;08-04-2017;ANS CR;ANSP (AUA);585.27;99.65;10.81;54.39;9.93;3.13.1
2017;4;APR;08-04-2017;ANS Finland;ANSP (AUA);182.81;4.77;1.02;1.75;0.76;3.13.1
2017;4;APR;08-04-2017;ARMATS;ANSP (AUA);27.08;0.63;0.10;0.18;0.03;3.13.1
2017;4;APR;08-04-2017;Albcontrol;ANSP (AUA);111.84;11.02;0.29;3.89;0.25;3.13.1
2017;4;APR;08-04-2017;Austro Control;ANSP (AUA);650.12;84.32;11.32;51.54;9.15;3.13.1
2017;4;APR;08-04-2017;Avinor (Continental);ANSP (AUA);397.89;9.53;2.03;3.90;0.86;3.13.1
2017;4;APR;08-04-2017;BULATSA;ANSP (AUA);671.27;89.49;5.86;31.51;3.24;3.13.1
2017;4;APR;08-04-2017;Croatia Control;ANSP (AUA);564.83;64.79;4.29;40.98;2.63;3.13.1
2017;4;APR;08-04-2017;DCAC Cyprus;ANSP (AUA);398.42;26.96;3.38;12.60;1.64;3.13.1
2017;4;APR;08-04-2017;DFS;ANSP (AUA);2867.17;474.10;108.11;287.23;59.07;3.13.1
2017;4;APR;08-04-2017;DHMI;ANSP (AUA);3176.86;550.34;80.22;162.13;43.76;3.13.1
2017;4;APR;08-04-2017;DSNA;ANSP (AUA);6015.88;1273.10;157.33;560.55;70.98;3.13.1
2017;4;APR;08-04-2017;EANS;ANSP (AUA);165.58;9.20;1.38;2.50;0.59;3.13.1
2017;4;APR;08-04-2017;ENAIRE;ANSP (AUA);3867.67;573.99;65.77;211.53;16.37;3.13.1
2017;4;APR;08-04-2017;ENAV;ANSP (AUA);2457.17;219.64;52.26;146.27;21.39;3.13.1
2017;4;APR;08-04-2017;HCAA;ANSP (AUA);1120.40;61.27;5.61;24.09;4.06;3.13.1
2017;4;APR;08-04-2017;HungaroControl;ANSP (AUA);607.01;80.76;4.50;40.87;7.33;3.13.1
2017;4;APR;08-04-2017;IAA;ANSP (AUA);785.07;52.11;4.31;16.46;1.99;3.13.1
2017;4;APR;08-04-2017;LFV;ANSP (AUA);736.06;36.91;5.88;19.82;2.81;3.13.1
2017;4;APR;08-04-2017;LGS;ANSP (AUA);181.73;11.31;0.79;5.28;0.70;3.13.1
2017;4;APR;08-04-2017;LPS;ANSP (AUA);253.09;35.33;3.05;17.37;4.17;3.13.1
2017;4;APR;08-04-2017;LVNL;ANSP (AUA);169.93;27.66;3.79;12.06;2.10;3.13.1
2017;4;APR;08-04-2017;M-NAV;ANSP (AUA);67.20;4.21;0.72;2.04;0.04;3.13.1
2017;4;APR;08-04-2017;MATS;ANSP (AUA);173.37;5.57;0.23;1.84;0.23;3.13.1
2017;4;APR;08-04-2017;MOLDATSA;ANSP (AUA);15.68;0.13;0.03;0.06;0.01;3.13.1
2017;4;APR;08-04-2017;MUAC;ANSP (AUA);1714.99;313.00;67.60;187.24;24.70;3.13.1
2017;4;APR;08-04-2017;NATS (Continental);ANSP (AUA);2764.17;439.99;151.60;201.64;57.94;3.13.1
2017;4;APR;08-04-2017;NAV Portugal (Continental);ANSP (AUA);1256.63;152.11;12.77;58.47;1.90;3.13.1
2017;4;APR;08-04-2017;NAVIAIR;ANSP (AUA);385.94;22.74;3.60;12.76;2.18;3.13.1
2017;4;APR;08-04-2017;Oro Navigacija;ANSP (AUA);123.57;5.65;0.38;2.53;0.28;3.13.1
2017;4;APR;08-04-2017;PANSA;ANSP (AUA);964.10;65.63;7.80;39.04;6.21;3.13.1
2017;4;APR;08-04-2017;ROMATSA;ANSP (AUA);826.34;89.60;3.85;36.85;8.24;3.13.1
2017;4;APR;08-04-2017;SMATSA;ANSP (AUA);605.90;78.96;3.14;42.22;1.92;3.13.1
2017;4;APR;08-04-2017;Sakaeronavigatsia;ANSP (AUA);131.11;14.41;0.56;4.20;0.76;3.13.1
2017;4;APR;08-04-2017;Skyguide;ANSP (AUA);802.96;172.17;43.24;107.96;22.51;3.13.1
2017;4;APR;08-04-2017;Slovenia Control;ANSP (AUA);142.41;22.17;2.42;13.34;1.03;3.13.1
2017;4;APR;08-04-2017;UkSATSE;ANSP (AUA);292.55;8.34;0.64;2.67;0.37;3.13.1
2017;4;APR;08-04-2017;skeyes;ANSP (AUA);143.48;15.22;5.62;8.77;3.53;3.13.1
2017;4;APR;09-04-2017;ANS CR;ANSP (AUA);618.99;109.92;14.66;61.33;10.89;3.13.1
2017;4;APR;09-04-2017;ANS Finland;ANSP (AUA);203.97;5.41;1.15;1.82;0.97;3.13.1
2017;4;APR;09-04-2017;ARMATS;ANSP (AUA);26.46;0.54;0.08;0.15;0.08;3.13.1
2017;4;APR;09-04-2017;Albcontrol;ANSP (AUA);114.22;12.73;0.27;4.82;0.18;3.13.1
2017;4;APR;09-04-2017;Austro Control;ANSP (AUA);665.18;84.33;13.45;52.58;10.25;3.13.1
2017;4;APR;09-04-2017;Avinor (Continental);ANSP (AUA);576.39;20.74;5.32;9.35;2.79;3.13.1
2017;4;APR;09-04-2017;BULATSA;ANSP (AUA);675.55;93.49;5.55;32.28;3.81;3.13.1
2017;4;APR;09-04-2017;Croatia Control;ANSP (AUA);558.07;64.97;3.77;41.44;2.85;3.13.1
2017;4;APR;09-04-2017;DCAC Cyprus;ANSP (AUA);521.92;44.52;5.54;17.68;2.80;3.13.1
2017;4;APR;09-04-2017;DFS;ANSP (AUA);2981.49;498.92;122.51;303.87;66.60;3.13.1
2017;4;APR;09-04-2017;DHMI;ANSP (AUA);3323.61;681.77;82.61;172.63;54.98;3.13.1
2017;4;APR;09-04-2017;DSNA;ANSP (AUA);6069.22;1246.93;170.77;572.14;84.94;3.13.1
2017;4;APR;09-04-2017;EANS;ANSP (AUA);165.54;8.79;1.44;2.91;0.73;3.13.1
2017;4;APR;09-04-2017;ENAIRE;ANSP (AUA);3551.06;500.88;59.54;184.43;18.77;3.13.1
2017;4;APR;09-04-2017;ENAV;ANSP (AUA);2389.21;198.76;54.66;131.45;22.00;3.13.1
2017;4;APR;09-04-2017;HCAA;ANSP (AUA);1333.34;92.53;7.45;39.05;4.95;3.13.1
2017;4;APR;09-04-2017;HungaroControl;ANSP (AUA);607.64;76.81;5.19;38.47;7.49;3.13.1
2017;4;APR;09-04-2017;IAA;ANSP (AUA);759.86;54.18;3.92;14.95;2.36;3.13.1
2017;4;APR;09-04-2017;LFV;ANSP (AUA);945.42;47.85;10.27;25.27;6.18;3.13.1
2017;4;APR;09-04-2017;LGS;ANSP (AUA);182.06;10.02;1.03;4.85;0.83;3.13.1
2017;4;APR;09-04-2017;LPS;ANSP (AUA);254.27;36.98;2.97;17.27;4.47;3.13.1
2017;4;APR;09-04-2017;LVNL;ANSP (AUA);203.13;33.55;6.59;15.21;5.20;3.13.1
2017;4;APR;09-04-2017;M-NAV;ANSP (AUA);67.03;4.05;0.52;2.01;0.05;3.13.1
2017;4;APR;09-04-2017;MATS;ANSP (AUA);168.56;4.20;0.15;1.35;0.23;3.13.1
2017;4;APR;09-04-2017;MOLDATSA;ANSP (AUA);18.83;0.22;0.05;0.09;0.02;3.13.1
2017;4;APR;09-04-2017;MUAC;ANSP (AUA);1772.50;324.73;79.47;197.98;29.76;3.13.1
2017;4;APR;09-04-2017;NATS (Continental);ANSP (AUA);2999.38;523.29;183.51;239.08;74.78;3.13.1
2017;4;APR;09-04-2017;NAV Portugal (Continental);ANSP (AUA);1094.84;116.73;13.79;44.53;1.77;3.13.1
2017;4;APR;09-04-2017;NAVIAIR;ANSP (AUA);431.05;27.85;4.69;16.26;2.38;3.13.1
2017;4;APR;09-04-2017;Oro Navigacija;ANSP (AUA);128.19;5.81;0.44;2.72;0.40;3.13.1
2017;4;APR;09-04-2017;PANSA;ANSP (AUA);1011.33;70.80;8.78;42.75;7.73;3.13.1
2017;4;APR;09-04-2017;ROMATSA;ANSP (AUA);858.95;94.28;4.58;39.74;8.12;3.13.1
2017;4;APR;09-04-2017;SMATSA;ANSP (AUA);629.92;81.97;3.78;46.11;2.12;3.13.1
2017;4;APR;09-04-2017;Sakaeronavigatsia;ANSP (AUA);122.54;11.70;0.59;3.02;0.75;3.13.1
2017;4;APR;09-04-2017;Skyguide;ANSP (AUA);794.80;160.45;42.92;99.95;22.72;3.13.1
2017;4;APR;09-04-2017;Slovenia Control;ANSP (AUA);140.10;21.06;2.13;12.88;1.21;3.13.1
2017;4;APR;09-04-2017;UkSATSE;ANSP (AUA);321.32;8.07;0.74;3.13;0.72;3.13.1
2017;4;APR;09-04-2017;skeyes;ANSP (AUA);162.83;19.53;6.99;11.15;5.10;3.13.1
2017;4;APR;10-04-2017;ANS CR;ANSP (AUA);613.22;102.87;13.28;55.75;13.82;3.13.1
2017;4;APR;10-04-2017;ANS Finland;ANSP (AUA);249.34;7.32;2.02;2.93;1.72;3.13.1
2017;4;APR;10-04-2017;ARMATS;ANSP (AUA);24.51;0.34;0.06;0.10;0.00;3.13.1
2017;4;APR;10-04-2017;Albcontrol;ANSP (AUA);76.03;5.18;0.13;2.00;0.08;3.13.1
2017;4;APR;10-04-2017;Austro Control;ANSP (AUA);638.54;75.81;13.38;45.64;11.64;3.13.1
2017;4;APR;10-04-2017;Avinor (Continental);ANSP (AUA);607.72;19.82;4.60;9.09;3.64;3.13.1
2017;4;APR;10-04-2017;BULATSA;ANSP (AUA);598.78;79.21;4.73;28.32;3.55;3.13.1
2017;4;APR;10-04-2017;Croatia Control;ANSP (AUA);439.15;37.96;2.90;24.39;1.69;3.13.1
2017;4;APR;10-04-2017;DCAC Cyprus;ANSP (AUA);438.88;36.20;4.76;13.09;1.73;3.13.1
2017;4;APR;10-04-2017;DFS;ANSP (AUA);3157.43;557.47;136.16;334.12;83.65;3.13.1
2017;4;APR;10-04-2017;DHMI;ANSP (AUA);3075.94;608.47;71.75;160.85;54.71;3.13.1
2017;4;APR;10-04-2017;DSNA;ANSP (AUA);5920.06;1155.99;160.13;541.81;89.69;3.13.1
2017;4;APR;10-04-2017;EANS;ANSP (AUA);164.35;7.97;1.76;2.92;0.96;3.13.1
2017;4;APR;10-04-2017;ENAIRE;ANSP (AUA);3316.08;428.27;55.71;167.76;17.96;3.13.1
2017;4;APR;10-04-2017;ENAV;ANSP (AUA);2309.18;185.30;51.26;116.36;20.91;3.13.1
2017;4;APR;10-04-2017;HCAA;ANSP (AUA);1051.58;63.04;5.31;26.72;4.40;3.13.1
2017;4;APR;10-04-2017;HungaroControl;ANSP (AUA);579.79;71.68;4.21;36.15;7.18;3.13.1
2017;4;APR;10-04-2017;IAA;ANSP (AUA);740.38;56.12;3.78;15.05;2.76;3.13.1
2017;4;APR;10-04-2017;LFV;ANSP (AUA);1017.82;51.34;10.54;27.80;9.11;3.13.1
2017;4;APR;10-04-2017;LGS;ANSP (AUA);183.02;9.23;1.12;4.76;1.14;3.13.1
2017;4;APR;10-04-2017;LPS;ANSP (AUA);234.43;28.20;2.79;13.70;3.68;3.13.1
2017;4;APR;10-04-2017;LVNL;ANSP (AUA);240.49;50.29;9.19;22.45;5.88;3.13.1
2017;4;APR;10-04-2017;M-NAV;ANSP (AUA);59.02;3.38;0.52;1.45;0.14;3.13.1
2017;4;APR;10-04-2017;MATS;ANSP (AUA);180.19;5.06;0.22;1.44;0.38;3.13.1
2017;4;APR;10-04-2017;MOLDATSA;ANSP (AUA);18.37;0.15;0.02;0.08;0.03;3.13.1
2017;4;APR;10-04-2017;MUAC;ANSP (AUA);1767.18;360.79;87.83;205.54;38.26;3.13.1
2017;4;APR;10-04-2017;NATS (Continental);ANSP (AUA);3100.71;543.60;197.76;254.97;95.96;3.13.1
2017;4;APR;10-04-2017;NAV Portugal (Continental);ANSP (AUA);1007.14;94.31;14.31;37.82;2.73;3.13.1
2017;4;APR;10-04-2017;NAVIAIR;ANSP (AUA);479.63;31.07;4.34;17.60;3.76;3.13.1
2017;4;APR;10-04-2017;Oro Navigacija;ANSP (AUA);133.62;5.52;0.58;2.75;0.54;3.13.1
2017;4;APR;10-04-2017;PANSA;ANSP (AUA);978.75;63.38;9.52;38.26;8.23;3.13.1
2017;4;APR;10-04-2017;ROMATSA;ANSP (AUA);801.17;79.22;4.88;31.45;8.73;3.13.1
2017;4;APR;10-04-2017;SMATSA;ANSP (AUA);536.39;63.40;2.63;36.10;1.80;3.13.1
2017;4;APR;10-04-2017;Sakaeronavigatsia;ANSP (AUA);117.29;11.28;0.64;3.85;0.64;3.13.1
2017;4;APR;10-04-2017;Skyguide;ANSP (AUA);772.03;151.01;39.90;93.70;23.83;3.13.1
2017;4;APR;10-04-2017;Slovenia Control;ANSP (AUA);113.77;13.13;1.54;8.55;1.18;3.13.1
2017;4;APR;10-04-2017;UkSATSE;ANSP (AUA);312.35;8.02;0.89;3.07;0.60;3.13.1
2017;4;APR;10-04-2017;skeyes;ANSP (AUA);186.82;27.10;9.64;14.26;7.55;3.13.1
2017;4;APR;11-04-2017;ANS CR;ANSP (AUA);614.71;107.80;14.52;55.67;12.50;3.13.1
2017;4;APR;11-04-2017;ANS Finland;ANSP (AUA);230.92;8.73;2.04;2.72;1.96;3.13.1
2017;4;APR;11-04-2017;ARMATS;ANSP (AUA);29.86;0.47;0.08;0.18;0.03;3.13.1
2017;4;APR;11-04-2017;Albcontrol;ANSP (AUA);74.98;5.06;0.11;2.01;0.18;3.13.1
2017;4;APR;11-04-2017;Austro Control;ANSP (AUA);625.26;73.44;13.60;43.81;11.75;3.13.1
2017;4;APR;11-04-2017;Avinor (Continental);ANSP (AUA);568.19;14.80;3.94;6.70;3.21;3.13.1
2017;4;APR;11-04-2017;BULATSA;ANSP (AUA);580.59;80.58;4.58;27.60;4.06;3.13.1
2017;4;APR;11-04-2017;Croatia Control;ANSP (AUA);432.94;36.04;2.61;22.84;1.51;3.13.1
2017;4;APR;11-04-2017;DCAC Cyprus;ANSP (AUA);401.87;28.19;3.94;12.79;1.53;3.13.1
2017;4;APR;11-04-2017;DFS;ANSP (AUA);3044.34;503.07;125.30;301.95;77.84;3.13.1
2017;4;APR;11-04-2017;DHMI;ANSP (AUA);3027.82;637.83;65.99;151.06;51.23;3.13.1
2017;4;APR;11-04-2017;DSNA;ANSP (AUA);5622.77;1091.98;144.90;496.08;81.51;3.13.1
2017;4;APR;11-04-2017;EANS;ANSP (AUA);157.52;7.20;1.46;2.56;0.91;3.13.1
2017;4;APR;11-04-2017;ENAIRE;ANSP (AUA);3187.86;417.18;48.83;166.27;17.40;3.13.1
2017;4;APR;11-04-2017;ENAV;ANSP (AUA);2302.98;183.86;49.18;115.22;23.08;3.13.1
2017;4;APR;11-04-2017;HCAA;ANSP (AUA);981.19;49.37;4.85;21.67;3.74;3.13.1
2017;4;APR;11-04-2017;HungaroControl;ANSP (AUA);560.06;74.23;4.47;38.25;8.15;3.13.1
2017;4;APR;11-04-2017;IAA;ANSP (AUA);650.19;41.27;2.71;10.98;2.12;3.13.1
2017;4;APR;11-04-2017;LFV;ANSP (AUA);994.44;46.83;10.73;24.47;9.12;3.13.1
2017;4;APR;11-04-2017;LGS;ANSP (AUA);178.55;9.14;0.97;4.40;0.80;3.13.1
2017;4;APR;11-04-2017;LPS;ANSP (AUA);232.80;30.35;3.41;14.44;3.36;3.13.1
2017;4;APR;11-04-2017;LVNL;ANSP (AUA);220.28;38.66;6.65;15.57;5.31;3.13.1
2017;4;APR;11-04-2017;M-NAV;ANSP (AUA);49.04;2.32;0.33;0.85;0.04;3.13.1
2017;4;APR;11-04-2017;MATS;ANSP (AUA);186.84;6.53;0.43;1.80;0.38;3.13.1
2017;4;APR;11-04-2017;MOLDATSA;ANSP (AUA);22.10;0.28;0.03;0.10;0.02;3.13.1
2017;4;APR;11-04-2017;MUAC;ANSP (AUA);1688.12;312.76;75.09;178.18;34.27;3.13.1
2017;4;APR;11-04-2017;NATS (Continental);ANSP (AUA);3064.05;503.75;185.07;231.27;91.85;3.13.1
2017;4;APR;11-04-2017;NAV Portugal (Continental);ANSP (AUA);1035.76;91.35;14.62;37.40;3.90;3.13.1
2017;4;APR;11-04-2017;NAVIAIR;ANSP (AUA);452.99;24.86;4.46;14.43;3.46;3.13.1
2017;4;APR;11-04-2017;Oro Navigacija;ANSP (AUA);129.62;4.89;0.53;2.41;0.51;3.13.1
2017;4;APR;11-04-2017;PANSA;ANSP (AUA);949.86;63.59;10.35;38.38;9.14;3.13.1
2017;4;APR;11-04-2017;ROMATSA;ANSP (AUA);801.14;87.40;4.99;37.92;9.21;3.13.1
2017;4;APR;11-04-2017;SMATSA;ANSP (AUA);491.07;57.92;2.40;32.50;1.86;3.13.1
2017;4;APR;11-04-2017;Sakaeronavigatsia;ANSP (AUA);121.48;11.56;0.43;3.09;0.89;3.13.1
2017;4;APR;11-04-2017;Skyguide;ANSP (AUA);736.69;137.03;35.31;84.12;24.51;3.13.1
2017;4;APR;11-04-2017;Slovenia Control;ANSP (AUA);106.96;11.90;1.53;7.33;0.82;3.13.1
2017;4;APR;11-04-2017;UkSATSE;ANSP (AUA);280.79;6.45;0.96;2.73;0.44;3.13.1
2017;4;APR;11-04-2017;skeyes;ANSP (AUA);193.58;25.71;9.90;14.19;7.62;3.13.1
2017;4;APR;12-04-2017;ANS CR;ANSP (AUA);623.86;105.47;14.90;57.06;12.29;3.13.1
2017;4;APR;12-04-2017;ANS Finland;ANSP (AUA);214.56;6.08;1.79;2.47;1.35;3.13.1
2017;4;APR;12-04-2017;ARMATS;ANSP (AUA);22.33;0.29;0.04;0.13;0.01;3.13.1
2017;4;APR;12-04-2017;Albcontrol;ANSP (AUA);79.38;4.57;0.16;1.84;0.15;3.13.1
2017;4;APR;12-04-2017;Austro Control;ANSP (AUA);669.32;83.78;13.07;49.15;12.40;3.13.1
2017;4;APR;12-04-2017;Avinor (Continental);ANSP (AUA);560.65;17.24;4.26;7.39;3.30;3.13.1
2017;4;APR;12-04-2017;BULATSA;ANSP (AUA);619.07;83.10;4.99;29.98;3.07;3.13.1
2017;4;APR;12-04-2017;Croatia Control;ANSP (AUA);485.13;47.86;3.65;31.15;2.16;3.13.1
2017;4;APR;12-04-2017;DCAC Cyprus;ANSP (AUA);470.91;37.26;5.82;16.24;2.06;3.13.1
2017;4;APR;12-04-2017;DFS;ANSP (AUA);3173.04;557.11;138.06;329.84;90.55;3.13.1
2017;4;APR;12-04-2017;DHMI;ANSP (AUA);3136.40;563.79;70.90;157.89;58.06;3.13.1
2017;4;APR;12-04-2017;DSNA;ANSP (AUA);5660.60;1056.95;145.30;491.61;96.61;3.13.1
2017;4;APR;12-04-2017;EANS;ANSP (AUA);173.09;8.19;1.67;3.27;0.82;3.13.1
2017;4;APR;12-04-2017;ENAIRE;ANSP (AUA);3331.66;415.72;52.85;164.65;22.91;3.13.1
2017;4;APR;12-04-2017;ENAV;ANSP (AUA);2370.69;192.61;51.56;120.85;24.01;3.13.1
2017;4;APR;12-04-2017;HCAA;ANSP (AUA);1038.27;63.23;4.77;26.37;3.45;3.13.1
2017;4;APR;12-04-2017;HungaroControl;ANSP (AUA);597.58;77.01;5.51;39.03;8.43;3.13.1
2017;4;APR;12-04-2017;IAA;ANSP (AUA);636.58;38.65;2.36;9.36;1.88;3.13.1
2017;4;APR;12-04-2017;LFV;ANSP (AUA);1038.87;52.25;11.49;27.82;9.23;3.13.1
2017;4;APR;12-04-2017;LGS;ANSP (AUA);191.36;10.27;1.34;5.11;1.28;3.13.1
2017;4;APR;12-04-2017;LPS;ANSP (AUA);245.13;32.89;3.44;16.52;4.08;3.13.1
2017;4;APR;12-04-2017;LVNL;ANSP (AUA);226.00;42.02;7.50;17.18;6.30;3.13.1
2017;4;APR;12-04-2017;M-NAV;ANSP (AUA);56.25;3.96;0.37;1.43;0.08;3.13.1
2017;4;APR;12-04-2017;MATS;ANSP (AUA);203.05;6.59;0.42;2.26;0.97;3.13.1
2017;4;APR;12-04-2017;MOLDATSA;ANSP (AUA);16.28;0.12;0.02;0.05;0.02;3.13.1
2017;4;APR;12-04-2017;MUAC;ANSP (AUA);1787.10;353.13;85.26;201.85;41.34;3.13.1
2017;4;APR;12-04-2017;NATS (Continental);ANSP (AUA);2970.84;505.14;186.73;234.60;92.69;3.13.1
2017;4;APR;12-04-2017;NAV Portugal (Continental);ANSP (AUA);927.02;82.49;12.63;33.29;3.11;3.13.1
2017;4;APR;12-04-2017;NAVIAIR;ANSP (AUA);466.26;30.05;5.52;16.86;3.77;3.13.1
2017;4;APR;12-04-2017;Oro Navigacija;ANSP (AUA);129.15;6.07;0.52;2.68;0.65;3.13.1
2017;4;APR;12-04-2017;PANSA;ANSP (AUA);1017.29;71.39;10.88;42.56;10.76;3.13.1
2017;4;APR;12-04-2017;ROMATSA;ANSP (AUA);823.23;86.15;4.48;35.82;8.06;3.13.1
2017;4;APR;12-04-2017;SMATSA;ANSP (AUA);550.32;68.65;3.32;39.09;1.73;3.13.1
2017;4;APR;12-04-2017;Sakaeronavigatsia;ANSP (AUA);118.76;11.78;0.57;3.13;0.61;3.13.1
2017;4;APR;12-04-2017;Skyguide;ANSP (AUA);764.60;148.43;38.57;90.30;27.08;3.13.1
2017;4;APR;12-04-2017;Slovenia Control;ANSP (AUA);116.53;13.79;1.61;9.04;0.95;3.13.1
2017;4;APR;12-04-2017;UkSATSE;ANSP (AUA);304.59;7.17;0.89;2.59;0.66;3.13.1
2017;4;APR;12-04-2017;skeyes;ANSP (AUA);203.54;28.11;11.49;16.07;9.06;3.13.1
2017;4;APR;13-04-2017;ANS CR;ANSP (AUA);657.41;118.61;16.65;61.02;12.84;3.13.1
2017;4;APR;13-04-2017;ANS Finland;ANSP (AUA);223.40;7.24;1.63;2.56;1.59;3.13.1
2017;4;APR;13-04-2017;ARMATS;ANSP (AUA);31.26;0.66;0.07;0.19;0.04;3.13.1
2017;4;APR;13-04-2017;Albcontrol;ANSP (AUA);84.33;5.49;0.27;2.17;0.22;3.13.1
2017;4;APR;13-04-2017;Austro Control;ANSP (AUA);681.71;87.49;15.76;52.58;14.05;3.13.1
2017;4;APR;13-04-2017;Avinor (Continental);ANSP (AUA);465.72;14.28;3.13;6.55;1.67;3.13.1
2017;4;APR;13-04-2017;BULATSA;ANSP (AUA);596.17;75.90;5.02;26.66;3.43;3.13.1
2017;4;APR;13-04-2017;Croatia Control;ANSP (AUA);472.61;41.77;3.24;26.75;2.46;3.13.1
2017;4;APR;13-04-2017;DCAC Cyprus;ANSP (AUA);499.91;47.59;6.84;21.42;3.02;3.13.1
