MONTH_NUM,MONTH_MON,FLT_DATE,ENTITY_NAME,ENTITY_TYPE,CPLX_FLIGHT_HRS,CPLX_INTER,VERTICAL_INTER_HRS,HORIZ_INTER_HRS,SPEED_INTER_HRS,BADA_VERSION
4.0,APR,20-04-2018,ANS Finland,ANSP (AUA),270.06,8.02,2.367,3.34,2.12,3.13.1
4.0,APR,20-04-2018,ARMATS,ANSP (AUA),38.51,1.0,0.117,0.33,0.03,3.13.1
4.0,APR,20-04-2018,Albcontrol,ANSP (AUA),97.8,7.4,0.20700000000000002,3.27,0.29,3.13.1
4.0,APR,20-04-2018,Austro Control,ANSP (AUA),705.12,94.76,14.940000000000001,58.28,14.69,3.13.1
4.0,APR,20-04-2018,Avinor (Continental),ANSP (AUA),717.52,29.92,7.632000000000001,14.4,7.16,3.13.1
4.0,APR,20-04-2018,BULATSA,ANSP (AUA),676.56,94.96,4.932,37.66,6.26,3.13.1
4.0,APR,20-04-2018,Croatia Control,ANSP (AUA),523.76,51.54,2.6550000000000002,33.7,2.76,3.13.1
4.0,APR,20-04-2018,DCAC Cyprus,ANSP (AUA),403.33,28.61,3.06,12.41,1.52,3.13.1
4.0,APR,20-04-2018,DFS,ANSP (AUA),3499.94,632.62,162.594,374.66,122.79,3.13.1
4.0,APR,20-04-2018,DHMI,ANSP (AUA),3510.8,656.38,79.344,201.86,71.41,3.13.1
4.0,APR,20-04-2018,DSNA,ANSP (AUA),6113.43,1173.53,150.471,542.9,106.78,3.13.1
4.0,APR,20-04-2018,EANS,ANSP (AUA),186.99,9.76,1.665,3.41,0.99,3.13.1
4.0,APR,20-04-2018,ENAIRE,ANSP (AUA),3611.16,492.35,67.284,199.7,37.21,3.13.1
4.0,APR,20-04-2018,ENAV,ANSP (AUA),2537.2,222.83,54.657,140.19,27.61,3.13.1
4.0,APR,20-04-2018,HCAA,ANSP (AUA),1143.0,72.17,6.7410000000000005,32.05,5.75,3.13.1
4.0,APR,20-04-2018,HungaroControl,ANSP (AUA),645.2,82.15,5.8229999999999995,44.7,9.41,3.13.1
4.0,APR,20-04-2018,IAA,ANSP (AUA),868.92,67.31,5.031,18.29,4.5,3.13.1
4.0,APR,20-04-2018,LFV,ANSP (AUA),1124.93,61.05,12.15,32.03,13.25,3.13.1
4.0,APR,20-04-2018,LGS,ANSP (AUA),209.67,11.87,1.215,5.61,1.23,3.13.1
4.0,APR,20-04-2018,LPS,ANSP (AUA),272.9,38.12,3.321,19.23,4.59,3.13.1
4.0,APR,20-04-2018,LVNL,ANSP (AUA),247.98,44.51,8.964,20.02,8.31,3.13.1
4.0,APR,20-04-2018,M-NAV,ANSP (AUA),61.45,3.08,0.41400000000000003,1.39,0.18,3.13.1
4.0,APR,20-04-2018,MATS,ANSP (AUA),191.15,4.85,0.423,1.77,0.52,3.13.1
4.0,APR,20-04-2018,MOLDATSA,ANSP (AUA),23.42,0.32,0.054,0.17,0.1,3.13.1
4.0,APR,20-04-2018,MUAC,ANSP (AUA),1887.88,386.7,84.14099999999999,217.1,48.04,3.13.1
4.0,APR,20-04-2018,NATS (Continental),ANSP (AUA),3351.36,601.36,198.018,278.82,122.92,3.13.1
4.0,APR,20-04-2018,NAV Portugal (Continental),ANSP (AUA),982.14,81.6,13.455,33.04,5.65,3.13.1
4.0,APR,20-04-2018,NAVIAIR,ANSP (AUA),483.23,34.85,5.409,21.22,7.28,3.13.1
4.0,APR,20-04-2018,Oro Navigacija,ANSP (AUA),155.28,7.46,0.6030000000000001,3.86,0.73,3.13.1
4.0,APR,20-04-2018,PANSA,ANSP (AUA),1137.15,82.14,11.376000000000001,49.46,10.97,3.13.1
4.0,APR,20-04-2018,ROMATSA,ANSP (AUA),925.39,101.58,4.995,46.64,11.1,3.13.1
4.0,APR,20-04-2018,SMATSA,ANSP (AUA),592.13,70.37,2.826,41.27,3.02,3.13.1
4.0,APR,20-04-2018,Sakaeronavigatsia,ANSP (AUA),126.84,11.7,0.6930000000000001,3.6,0.8,3.13.1
4.0,APR,20-04-2018,Skyguide,ANSP (AUA),857.68,185.99,43.479000000000006,116.18,33.7,3.13.1
4.0,APR,20-04-2018,Slovenia Control,ANSP (AUA),138.59,18.81,1.6560000000000001,12.29,1.49,3.13.1
4.0,APR,20-04-2018,UkSATSE,ANSP (AUA),401.36,11.34,1.098,4.77,1.24,3.13.1
4.0,APR,20-04-2018,skeyes,ANSP (AUA),222.27,31.09,11.313,17.85,11.02,3.13.1
4.0,APR,21-04-2018,ANS CR,ANSP (AUA),610.13,107.18,11.610000000000001,58.52,10.22,3.13.1
4.0,APR,21-04-2018,ANS Finland,ANSP (AUA),182.24,4.8,0.9720000000000001,1.77,0.79,3.13.1
4.0,APR,21-04-2018,ARMATS,ANSP (AUA),39.44,1.56,0.117,0.42,0.15,3.13.1
4.0,APR,21-04-2018,Albcontrol,ANSP (AUA),122.96,13.41,0.261,5.34,0.25,3.13.1
4.0,APR,21-04-2018,Austro Control,ANSP (AUA),691.64,105.12,10.134,64.07,10.0,3.13.1
4.0,APR,21-04-2018,Avinor (Continental),ANSP (AUA),372.23,8.94,1.593,3.79,1.49,3.13.1
4.0,APR,21-04-2018,BULATSA,ANSP (AUA),703.82,104.22,5.022,41.14,5.63,3.13.1
4.0,APR,21-04-2018,Croatia Control,ANSP (AUA),625.15,81.45,4.284,51.6,3.31,3.13.1
4.0,APR,21-04-2018,DCAC Cyprus,ANSP (AUA),396.41,28.41,3.609,14.25,1.78,3.13.1
4.0,APR,21-04-2018,DFS,ANSP (AUA),2901.49,486.12,108.243,289.27,73.28,3.13.1
4.0,APR,21-04-2018,DHMI,ANSP (AUA),3427.55,601.78,71.244,183.56,49.25,3.13.1
4.0,APR,21-04-2018,DSNA,ANSP (AUA),6135.29,1286.67,135.24300000000002,595.78,71.54,3.13.1
4.0,APR,21-04-2018,EANS,ANSP (AUA),175.64,9.03,1.476,3.21,0.73,3.13.1
4.0,APR,21-04-2018,ENAIRE,ANSP (AUA),3836.56,582.14,60.885000000000005,218.16,30.07,3.13.1
4.0,APR,21-04-2018,ENAV,ANSP (AUA),2575.59,231.09,49.931999999999995,152.34,21.22,3.13.1
4.0,APR,21-04-2018,HCAA,ANSP (AUA),1311.6,98.44,8.136,42.16,4.62,3.13.1
4.0,APR,21-04-2018,HungaroControl,ANSP (AUA),646.16,88.84,4.644,47.42,7.06,3.13.1
4.0,APR,21-04-2018,IAA,ANSP (AUA),827.73,72.53,4.553999999999999,18.57,2.95,3.13.1
4.0,APR,21-04-2018,LFV,ANSP (AUA),734.78,35.26,4.788,19.23,4.45,3.13.1
4.0,APR,21-04-2018,LGS,ANSP (AUA),190.83,10.85,0.846,5.72,1.02,3.13.1
4.0,APR,21-04-2018,LPS,ANSP (AUA),274.24,39.61,3.042,21.65,4.11,3.13.1
4.0,APR,21-04-2018,LVNL,ANSP (AUA),180.68,29.7,4.1850000000000005,13.8,3.56,3.13.1
4.0,APR,21-04-2018,M-NAV,ANSP (AUA),78.2,7.3,0.48600000000000004,2.64,0.09,3.13.1
4.0,APR,21-04-2018,MATS,ANSP (AUA),205.17,5.27,0.558,1.78,0.72,3.13.1
4.0,APR,21-04-2018,MOLDATSA,ANSP (AUA),18.76,0.18,0.036000000000000004,0.1,0.05,3.13.1
4.0,APR,21-04-2018,MUAC,ANSP (AUA),1711.0,320.84,66.537,189.39,32.68,3.13.1
4.0,APR,21-04-2018,NATS (Continental),ANSP (AUA),2709.05,426.89,132.40800000000002,195.24,62.49,3.13.1
4.0,APR,21-04-2018,NAV Portugal (Continental),ANSP (AUA),1156.97,114.77,14.058,43.47,5.14,3.13.1
4.0,APR,21-04-2018,NAVIAIR,ANSP (AUA),368.58,20.98,2.592,12.02,3.13,3.13.1
4.0,APR,21-04-2018,Oro Navigacija,ANSP (AUA),150.15,8.22,0.648,4.27,0.79,3.13.1
4.0,APR,21-04-2018,PANSA,ANSP (AUA),1042.55,78.71,8.172,46.85,9.6,3.13.1
4.0,APR,21-04-2018,ROMATSA,ANSP (AUA),898.66,109.84,4.563000000000001,47.08,8.1,3.13.1
4.0,APR,21-04-2018,SMATSA,ANSP (AUA),645.86,87.45,3.1050000000000004,52.52,2.7,3.13.1
4.0,APR,21-04-2018,Sakaeronavigatsia,ANSP (AUA),149.03,18.35,0.882,5.51,0.56,3.13.1
4.0,APR,21-04-2018,Skyguide,ANSP (AUA),825.0,183.03,37.35,117.11,21.61,3.13.1
4.0,APR,21-04-2018,Slovenia Control,ANSP (AUA),163.6,31.13,2.907,20.05,0.94,3.13.1
4.0,APR,21-04-2018,UkSATSE,ANSP (AUA),381.44,12.37,1.125,4.76,1.03,3.13.1
4.0,APR,21-04-2018,skeyes,ANSP (AUA),160.98,19.18,6.803999999999999,11.09,5.3,3.13.1
4.0,APR,22-04-2018,ANS CR,ANSP (AUA),583.46,87.68,10.107000000000001,47.89,9.93,3.13.1
4.0,APR,22-04-2018,ANS Finland,ANSP (AUA),229.26,5.96,1.4669999999999999,2.26,1.19,3.13.1
4.0,APR,22-04-2018,ARMATS,ANSP (AUA),35.86,0.96,0.117,0.31,0.05,3.13.1
4.0,APR,22-04-2018,Albcontrol,ANSP (AUA),111.96,11.03,0.315,4.6,0.43,3.13.1
4.0,APR,22-04-2018,Austro Control,ANSP (AUA),751.36,117.05,15.102000000000002,74.69,14.9,3.13.1
4.0,APR,22-04-2018,Avinor (Continental),ANSP (AUA),606.88,25.14,5.706,11.89,4.25,3.13.1
4.0,APR,22-04-2018,BULATSA,ANSP (AUA),716.89,112.04,5.571000000000001,43.16,7.03,3.13.1
4.0,APR,22-04-2018,Croatia Control,ANSP (AUA),628.14,76.57,4.6259999999999994,49.77,3.4,3.13.1
4.0,APR,22-04-2018,DCAC Cyprus,ANSP (AUA),522.17,49.39,5.886,21.61,3.49,3.13.1
4.0,APR,22-04-2018,DFS,ANSP (AUA),3205.48,548.38,122.094,339.12,84.55,3.13.1
4.0,APR,22-04-2018,DHMI,ANSP (AUA),3516.73,604.18,70.488,193.26,58.46,3.13.1
4.0,APR,22-04-2018,DSNA,ANSP (AUA),6046.6,1200.31,138.051,552.79,95.31,3.13.1
4.0,APR,22-04-2018,EANS,ANSP (AUA),184.81,10.77,1.602,3.63,0.97,3.13.1
4.0,APR,22-04-2018,ENAIRE,ANSP (AUA),3673.35,504.75,56.781000000000006,199.95,29.29,3.13.1
4.0,APR,22-04-2018,ENAV,ANSP (AUA),2599.27,235.04,52.866,154.14,26.72,3.13.1
4.0,APR,22-04-2018,HCAA,ANSP (AUA),1361.39,106.6,8.802,47.36,5.61,3.13.1
4.0,APR,22-04-2018,HungaroControl,ANSP (AUA),669.01,91.48,5.697,50.05,10.23,3.13.1
4.0,APR,22-04-2018,IAA,ANSP (AUA),706.3,43.49,2.826,11.7,2.71,3.13.1
4.0,APR,22-04-2018,LFV,ANSP (AUA),1014.23,56.14,10.251000000000001,30.73,9.06,3.13.1
4.0,APR,22-04-2018,LGS,ANSP (AUA),197.29,11.25,0.8280000000000001,5.64,1.37,3.13.1
4.0,APR,22-04-2018,LPS,ANSP (AUA),278.65,37.11,3.4650000000000003,20.51,4.88,3.13.1
4.0,APR,22-04-2018,LVNL,ANSP (AUA),218.26,36.91,6.957000000000001,17.23,5.69,3.13.1
4.0,APR,22-04-2018,M-NAV,ANSP (AUA),73.74,5.81,0.35100000000000003,2.31,0.04,3.13.1
4.0,APR,22-04-2018,MATS,ANSP (AUA),227.41,7.03,0.63,2.39,0.46,3.13.1
4.0,APR,22-04-2018,MOLDATSA,ANSP (AUA),23.54,0.29,0.036000000000000004,0.16,0.05,3.13.1
4.0,APR,22-04-2018,MUAC,ANSP (AUA),1768.37,318.17,67.392,193.19,39.27,3.13.1
4.0,APR,22-04-2018,NATS (Continental),ANSP (AUA),3166.52,540.85,171.65699999999998,257.05,93.33,3.13.1
4.0,APR,22-04-2018,NAV Portugal (Continental),ANSP (AUA),1043.89,90.89,15.201,33.89,3.91,3.13.1
4.0,APR,22-04-2018,NAVIAIR,ANSP (AUA),455.27,29.43,4.553999999999999,17.64,4.37,3.13.1
4.0,APR,22-04-2018,Oro Navigacija,ANSP (AUA),148.65,8.08,0.648,4.35,0.91,3.13.1
4.0,APR,22-04-2018,PANSA,ANSP (AUA),1122.38,86.74,10.376999999999999,54.45,12.21,3.13.1
4.0,APR,22-04-2018,ROMATSA,ANSP (AUA),942.2,113.71,5.526,50.7,11.4,3.13.1
4.0,APR,22-04-2018,SMATSA,ANSP (AUA),622.17,81.53,2.628,47.13,3.12,3.13.1
4.0,APR,22-04-2018,Sakaeronavigatsia,ANSP (AUA),146.64,16.6,0.666,4.93,0.9,3.13.1
4.0,APR,22-04-2018,Skyguide,ANSP (AUA),843.81,183.42,38.988,116.55,27.83,3.13.1
4.0,APR,22-04-2018,Slovenia Control,ANSP (AUA),152.02,22.68,2.178,14.97,1.01,3.13.1
4.0,APR,22-04-2018,UkSATSE,ANSP (AUA),410.06,11.14,1.026,4.94,1.34,3.13.1
4.0,APR,22-04-2018,skeyes,ANSP (AUA),197.41,29.79,9.954,18.52,8.05,3.13.1
4.0,APR,23-04-2018,ANS CR,ANSP (AUA),664.01,107.59,14.715000000000002,60.67,14.36,3.13.1
4.0,APR,23-04-2018,ANS Finland,ANSP (AUA),274.63,9.0,2.673,3.75,2.14,3.13.1
4.0,APR,23-04-2018,ARMATS,ANSP (AUA),34.42,1.03,0.081,0.31,0.11,3.13.1
4.0,APR,23-04-2018,Albcontrol,ANSP (AUA),92.77,7.13,0.24300000000000002,3.1,0.3,3.13.1
4.0,APR,23-04-2018,Austro Control,ANSP (AUA),724.25,99.84,15.192,64.02,14.44,3.13.1
4.0,APR,23-04-2018,Avinor (Continental),ANSP (AUA),739.04,29.15,6.9750000000000005,13.43,6.82,3.13.1
4.0,APR,23-04-2018,BULATSA,ANSP (AUA),634.56,78.36,3.9960000000000004,30.45,4.94,3.13.1
4.0,APR,23-04-2018,Croatia Control,ANSP (AUA),526.32,55.49,2.907,37.13,2.95,3.13.1
4.0,APR,23-04-2018,DCAC Cyprus,ANSP (AUA),465.42,36.68,4.158,14.59,3.0,3.13.1
4.0,APR,23-04-2018,DFS,ANSP (AUA),3409.16,610.04,152.47799999999998,374.29,112.8,3.13.1
4.0,APR,23-04-2018,DHMI,ANSP (AUA),3351.08,564.39,69.183,183.61,59.15,3.13.1
4.0,APR,23-04-2018,DSNA,ANSP (AUA),5876.47,1097.89,133.074,516.64,103.34,3.13.1
4.0,APR,23-04-2018,EANS,ANSP (AUA),196.81,10.32,1.62,4.33,1.36,3.13.1
4.0,APR,23-04-2018,ENAIRE,ANSP (AUA),3458.96,448.31,54.909,179.69,31.16,3.13.1
4.0,APR,23-04-2018,ENAV,ANSP (AUA),2555.47,231.76,54.306000000000004,147.83,26.14,3.13.1
4.0,APR,23-04-2018,HCAA,ANSP (AUA),1215.26,85.56,7.947,37.7,7.29,3.13.1
4.0,APR,23-04-2018,HungaroControl,ANSP (AUA),632.32,77.93,5.4,44.51,9.21,3.13.1
4.0,APR,23-04-2018,IAA,ANSP (AUA),678.9,42.47,3.0690000000000004,11.3,2.98,3.13.1
4.0,APR,23-04-2018,LFV,ANSP (AUA),1138.01,65.14,12.492,34.8,13.64,3.13.1
4.0,APR,23-04-2018,LGS,ANSP (AUA),202.17,11.21,1.359,6.18,1.68,3.13.1
4.0,APR,23-04-2018,LPS,ANSP (AUA),265.59,35.15,2.898,19.05,4.32,3.13.1
4.0,APR,23-04-2018,LVNL,ANSP (AUA),236.64,43.82,7.209,17.97,6.15,3.13.1
4.0,APR,23-04-2018,M-NAV,ANSP (AUA),69.14,4.64,0.468,2.0,0.28,3.13.1
4.0,APR,23-04-2018,MATS,ANSP (AUA),239.58,7.59,0.459,2.85,1.48,3.13.1
4.0,APR,23-04-2018,MOLDATSA,ANSP (AUA),22.31,0.32,0.027,0.1,0.07,3.13.1
4.0,APR,23-04-2018,MUAC,ANSP (AUA),1824.99,363.87,78.462,202.57,48.39,3.13.1
4.0,APR,23-04-2018,NATS (Continental),ANSP (AUA),3330.89,587.32,194.823,275.45,120.3,3.13.1
4.0,APR,23-04-2018,NAV Portugal (Continental),ANSP (AUA),969.96,81.16,17.703000000000003,33.89,5.92,3.13.1
4.0,APR,23-04-2018,NAVIAIR,ANSP (AUA),486.74,32.98,5.328,18.77,5.74,3.13.1
4.0,APR,23-04-2018,Oro Navigacija,ANSP (AUA),149.19,7.14,0.7110000000000001,3.63,0.8,3.13.1
4.0,APR,23-04-2018,PANSA,ANSP (AUA),1097.5,75.79,10.665,45.98,11.14,3.13.1
4.0,APR,23-04-2018,ROMATSA,ANSP (AUA),867.74,84.74,5.58,37.19,9.09,3.13.1
4.0,APR,23-04-2018,SMATSA,ANSP (AUA),600.29,68.24,2.6550000000000002,40.12,3.32,3.13.1
4.0,APR,23-04-2018,Sakaeronavigatsia,ANSP (AUA),136.15,14.27,0.7290000000000001,4.54,0.83,3.13.1
4.0,APR,23-04-2018,Skyguide,ANSP (AUA),813.68,176.65,38.241,111.89,28.72,3.13.1
4.0,APR,23-04-2018,Slovenia Control,ANSP (AUA),129.63,16.95,1.332,11.37,0.86,3.13.1
4.0,APR,23-04-2018,UkSATSE,ANSP (AUA),366.22,10.18,1.4040000000000001,4.63,1.43,3.13.1
4.0,APR,23-04-2018,skeyes,ANSP (AUA),208.98,31.22,10.575000000000001,17.51,9.81,3.13.1
4.0,APR,24-04-2018,ANS CR,ANSP (AUA),649.24,111.97,14.004000000000001,59.64,15.12,3.13.1
4.0,APR,24-04-2018,ANS Finland,ANSP (AUA),253.59,7.93,2.07,3.17,1.97,3.13.1
4.0,APR,24-04-2018,ARMATS,ANSP (AUA),36.08,0.78,0.09000000000000001,0.16,0.07,3.13.1
4.0,APR,24-04-2018,Albcontrol,ANSP (AUA),83.67,6.19,0.12600000000000003,2.74,0.23,3.13.1
4.0,APR,24-04-2018,Austro Control,ANSP (AUA),688.3,90.34,13.995000000000001,55.68,12.45,3.13.1
4.0,APR,24-04-2018,Avinor (Continental),ANSP (AUA),709.04,28.83,7.182,13.83,6.71,3.13.1
4.0,APR,24-04-2018,BULATSA,ANSP (AUA),640.41,85.67,4.59,34.66,4.94,3.13.1
4.0,APR,24-04-2018,Croatia Control,ANSP (AUA),500.8,49.83,2.8800000000000003,32.01,2.9,3.13.1
4.0,APR,24-04-2018,DCAC Cyprus,ANSP (AUA),433.87,35.83,3.978,15.25,1.82,3.13.1
4.0,APR,24-04-2018,DFS,ANSP (AUA),3358.44,576.89,136.863,342.36,112.32,3.13.1
4.0,APR,24-04-2018,DHMI,ANSP (AUA),3336.51,551.17,63.54,177.7,48.83,3.13.1
4.0,APR,24-04-2018,DSNA,ANSP (AUA),5666.05,1038.09,115.44300000000001,488.18,83.42,3.13.1
4.0,APR,24-04-2018,EANS,ANSP (AUA),191.42,11.32,1.872,3.78,1.23,3.13.1
4.0,APR,24-04-2018,ENAIRE,ANSP (AUA),3403.0,436.43,53.766000000000005,176.93,25.59,3.13.1
4.0,APR,24-04-2018,ENAV,ANSP (AUA),2380.35,199.71,47.385,127.86,24.39,3.13.1
4.0,APR,24-04-2018,HCAA,ANSP (AUA),1090.39,68.34,6.228,31.19,4.34,3.13.1
4.0,APR,24-04-2018,HungaroControl,ANSP (AUA),614.9,73.1,5.265,40.32,7.94,3.13.1
4.0,APR,24-04-2018,IAA,ANSP (AUA),728.64,45.73,2.682,12.97,2.66,3.13.1
4.0,APR,24-04-2018,LFV,ANSP (AUA),1140.92,63.96,12.915,34.11,14.38,3.13.1
4.0,APR,24-04-2018,LGS,ANSP (AUA),198.09,10.89,1.251,5.5,1.69,3.13.1
4.0,APR,24-04-2018,LPS,ANSP (AUA),256.8,32.2,2.709,16.12,4.37,3.13.1
4.0,APR,24-04-2018,LVNL,ANSP (AUA),234.48,43.22,7.209,18.08,6.43,3.13.1
4.0,APR,24-04-2018,M-NAV,ANSP (AUA),61.94,3.47,0.36000000000000004,1.58,0.06,3.13.1
4.0,APR,24-04-2018,MATS,ANSP (AUA),215.56,5.53,0.387,1.98,0.77,3.13.1
4.0,APR,24-04-2018,MOLDATSA,ANSP (AUA),21.77,0.32,0.045000000000000005,0.15,0.03,3.13.1
4.0,APR,24-04-2018,MUAC,ANSP (AUA),1768.06,333.16,74.124,181.35,51.08,3.13.1
4.0,APR,24-04-2018,NATS (Continental),ANSP (AUA),3202.06,596.78,209.709,286.67,118.47,3.13.1
4.0,APR,24-04-2018,NAV Portugal (Continental),ANSP (AUA),1030.83,88.67,14.868,35.7,5.97,3.13.1
4.0,APR,24-04-2018,NAVIAIR,ANSP (AUA),472.11,28.6,5.022,16.76,5.71,3.13.1
4.0,APR,24-04-2018,Oro Navigacija,ANSP (AUA),151.61,6.47,0.648,3.06,0.74,3.13.1
4.0,APR,24-04-2018,PANSA,ANSP (AUA),1089.7,76.13,9.666,45.9,12.07,3.13.1
4.0,APR,24-04-2018,ROMATSA,ANSP (AUA),884.76,90.6,4.509,41.99,8.15,3.13.1
4.0,APR,24-04-2018,SMATSA,ANSP (AUA),571.75,66.52,2.565,39.43,2.87,3.13.1
4.0,APR,24-04-2018,Sakaeronavigatsia,ANSP (AUA),133.5,14.18,0.7200000000000001,4.51,0.88,3.13.1
4.0,APR,24-04-2018,Skyguide,ANSP (AUA),785.45,162.11,33.327000000000005,101.47,26.69,3.13.1
4.0,APR,24-04-2018,Slovenia Control,ANSP (AUA),131.85,16.97,1.4040000000000001,10.62,0.99,3.13.1
4.0,APR,24-04-2018,UkSATSE,ANSP (AUA),358.62,10.16,0.9720000000000001,4.08,0.75,3.13.1
4.0,APR,24-04-2018,skeyes,ANSP (AUA),213.02,32.27,11.493,17.82,11.15,3.13.1
4.0,APR,25-04-2018,ANS CR,ANSP (AUA),674.03,112.42,15.678000000000003,61.87,16.87,3.13.1
4.0,APR,25-04-2018,ANS Finland,ANSP (AUA),264.99,8.92,2.709,3.76,2.3,3.13.1
4.0,APR,25-04-2018,ARMATS,ANSP (AUA),41.17,1.38,0.108,0.4,0.14,3.13.1
4.0,APR,25-04-2018,Albcontrol,ANSP (AUA),94.29,7.06,0.25200000000000006,3.18,0.27,3.13.1
4.0,APR,25-04-2018,Austro Control,ANSP (AUA),743.88,105.54,15.885,65.09,15.79,3.13.1
4.0,APR,25-04-2018,Avinor (Continental),ANSP (AUA),739.89,29.7,7.038,13.53,6.86,3.13.1
4.0,APR,25-04-2018,BULATSA,ANSP (AUA),695.33,100.25,5.454,41.09,6.06,3.13.1
4.0,APR,25-04-2018,Croatia Control,ANSP (AUA),554.84,59.47,3.6,39.62,2.92,3.13.1
4.0,APR,25-04-2018,DCAC Cyprus,ANSP (AUA),464.44,34.43,4.986,15.05,1.9,3.13.1
4.0,APR,25-04-2018,DFS,ANSP (AUA),3449.2,605.83,149.877,356.74,118.73,3.13.1
4.0,APR,25-04-2018,DHMI,ANSP (AUA),3518.74,592.67,69.60600000000001,191.92,56.12,3.13.1
4.0,APR,25-04-2018,DSNA,ANSP (AUA),5590.32,995.75,121.34700000000001,464.31,90.99,3.13.1
4.0,APR,25-04-2018,EANS,ANSP (AUA),187.18,10.75,1.6560000000000001,3.62,1.1,3.13.1
4.0,APR,25-04-2018,ENAIRE,ANSP (AUA),3375.68,409.49,49.743,167.67,24.43,3.13.1
4.0,APR,25-04-2018,ENAV,ANSP (AUA),2387.04,192.7,44.91,124.34,21.96,3.13.1
4.0,APR,25-04-2018,HCAA,ANSP (AUA),1231.13,89.0,7.8660000000000005,39.0,6.3,3.13.1
4.0,APR,25-04-2018,HungaroControl,ANSP (AUA),642.4,83.22,5.481,44.69,8.28,3.13.1
4.0,APR,25-04-2018,IAA,ANSP (AUA),690.37,44.27,3.159,13.39,3.73,3.13.1
4.0,APR,25-04-2018,LFV,ANSP (AUA),1173.47,67.79,13.491,36.22,14.78,3.13.1
4.0,APR,25-04-2018,LGS,ANSP (AUA),191.19,9.56,1.242,4.88,1.44,3.13.1
4.0,APR,25-04-2018,LPS,ANSP (AUA),269.88,39.92,3.321,20.51,5.29,3.13.1
4.0,APR,25-04-2018,LVNL,ANSP (AUA),249.92,49.11,8.937,21.74,6.77,3.13.1
4.0,APR,25-04-2018,M-NAV,ANSP (AUA),67.02,6.17,0.378,2.08,0.05,3.13.1
4.0,APR,25-04-2018,MATS,ANSP (AUA),232.34,6.72,0.549,2.64,0.62,3.13.1
4.0,APR,25-04-2018,MOLDATSA,ANSP (AUA),21.56,0.3,0.027,0.13,0.07,3.13.1
4.0,APR,25-04-2018,MUAC,ANSP (AUA),1832.02,351.9,85.842,193.09,54.2,3.13.1
4.0,APR,25-04-2018,NATS (Continental),ANSP (AUA),3222.53,615.68,219.321,295.13,121.62,3.13.1
4.0,APR,25-04-2018,NAV Portugal (Continental),ANSP (AUA),880.48,66.21,12.843,25.95,3.67,3.13.1
4.0,APR,25-04-2018,NAVIAIR,ANSP (AUA),470.84,30.21,4.239,16.76,5.88,3.13.1
4.0,APR,25-04-2018,Oro Navigacija,ANSP (AUA),150.24,6.2,0.738,3.21,0.8,3.13.1
4.0,APR,25-04-2018,PANSA,ANSP (AUA),1105.66,73.73,10.512,43.86,13.6,3.13.1
4.0,APR,25-04-2018,ROMATSA,ANSP (AUA),913.7,97.8,5.067,42.56,9.57,3.13.1
4.0,APR,25-04-2018,SMATSA,ANSP (AUA),597.49,75.61,2.718,44.31,2.43,3.13.1
4.0,APR,25-04-2018,Sakaeronavigatsia,ANSP (AUA),133.94,11.93,0.549,3.88,0.79,3.13.1
4.0,APR,25-04-2018,Skyguide,ANSP (AUA),814.36,177.8,37.809,110.66,29.28,3.13.1
4.0,APR,25-04-2018,Slovenia Control,ANSP (AUA),136.33,18.55,1.9260000000000002,12.08,1.23,3.13.1
4.0,APR,25-04-2018,UkSATSE,ANSP (AUA),397.77,13.18,1.071,4.7,1.17,3.13.1
4.0,APR,25-04-2018,skeyes,ANSP (AUA),217.17,30.83,11.547,17.41,10.45,3.13.1
4.0,APR,26-04-2018,ANS CR,ANSP (AUA),712.71,125.52,16.92,66.53,19.73,3.13.1
4.0,APR,26-04-2018,ANS Finland,ANSP (AUA),254.4,9.02,2.7,4.06,2.36,3.13.1
4.0,APR,26-04-2018,ARMATS,ANSP (AUA),38.41,1.01,0.054,0.42,0.06,3.13.1
4.0,APR,26-04-2018,Albcontrol,ANSP (AUA),96.81,7.01,0.135,2.83,0.15,3.13.1
4.0,APR,26-04-2018,Austro Control,ANSP (AUA),741.56,103.21,16.83,64.05,16.98,3.13.1
4.0,APR,26-04-2018,Avinor (Continental),ANSP (AUA),736.82,31.14,7.245000000000001,13.94,6.86,3.13.1
4.0,APR,26-04-2018,BULATSA,ANSP (AUA),681.05,93.64,5.112,36.75,5.64,3.13.1
4.0,APR,26-04-2018,Croatia Control,ANSP (AUA),540.77,55.33,3.564,37.5,3.32,3.13.1
4.0,APR,26-04-2018,DCAC Cyprus,ANSP (AUA),496.65,45.96,4.761,20.25,2.59,3.13.1
4.0,APR,26-04-2018,DFS,ANSP (AUA),3530.37,609.78,145.881,363.57,123.78,3.13.1
4.0,APR,26-04-2018,DHMI,ANSP (AUA),3525.8,612.08,70.848,201.57,56.83,3.13.1
4.0,APR,26-04-2018,DSNA,ANSP (AUA),6104.02,1156.35,147.45600000000002,530.07,106.12,3.13.1
4.0,APR,26-04-2018,EANS,ANSP (AUA),197.98,11.99,1.9800000000000002,4.17,1.32,3.13.1
4.0,APR,26-04-2018,ENAIRE,ANSP (AUA),3544.86,464.19,57.339,192.29,31.67,3.13.1
4.0,APR,26-04-2018,ENAV,ANSP (AUA),2563.37,229.01,53.424,146.4,31.99,3.13.1
