MONTH_NUM,MONTH_MON,FLT_DATE,ENTITY_NAME,ENTITY_TYPE,CPLX_FLIGHT_HRS,CPLX_INTER,VERTICAL_INTER_HRS,HORIZ_INTER_HRS,SPEED_INTER_HRS,BADA_VERSION
5.0,MAY,29-05-2017,Slovenia Control,ANSP (AUA),150.44,25.16,2.052,14.35,0.98,3.13.1
5.0,MAY,29-05-2017,UkSATSE,ANSP (AUA),383.26,11.2,1.0080000000000002,3.52,0.71,3.13.1
5.0,MAY,29-05-2017,skeyes,ANSP (AUA),219.67,35.96,11.997,20.69,9.02,3.13.1
5.0,MAY,30-05-2017,ANS CR,ANSP (AUA),594.06,84.89,12.258,53.0,8.94,3.13.1
5.0,MAY,30-05-2017,ANS Finland,ANSP (AUA),231.75,7.68,2.2230000000000003,3.2,1.77,3.13.1
5.0,MAY,30-05-2017,ARMATS,ANSP (AUA),33.93,0.71,0.07200000000000001,0.26,0.02,3.13.1
5.0,MAY,30-05-2017,Albcontrol,ANSP (AUA),114.41,11.34,0.35100000000000003,4.86,0.22,3.13.1
5.0,MAY,30-05-2017,Austro Control,ANSP (AUA),799.39,124.66,14.966999999999999,77.22,13.63,3.13.1
5.0,MAY,30-05-2017,Avinor (Continental),ANSP (AUA),773.45,32.85,7.821,15.21,6.91,3.13.1
5.0,MAY,30-05-2017,BULATSA,ANSP (AUA),704.27,117.06,5.832000000000001,36.4,5.55,3.13.1
5.0,MAY,30-05-2017,Croatia Control,ANSP (AUA),651.07,85.32,5.283,52.75,4.7,3.13.1
5.0,MAY,30-05-2017,DCAC Cyprus,ANSP (AUA),404.42,30.33,3.051,10.13,2.36,3.13.1
5.0,MAY,30-05-2017,DFS,ANSP (AUA),3586.69,651.4,151.929,412.49,101.38,3.13.1
5.0,MAY,30-05-2017,DHMI,ANSP (AUA),3234.69,599.58,60.93899999999999,170.75,47.32,3.13.1
5.0,MAY,30-05-2017,DSNA,ANSP (AUA),6279.88,1328.23,154.359,603.05,103.02,3.13.1
5.0,MAY,30-05-2017,EANS,ANSP (AUA),209.28,12.75,1.953,4.75,1.26,3.13.1
5.0,MAY,30-05-2017,ENAIRE,ANSP (AUA),3481.24,452.08,67.05900000000001,186.08,20.37,3.13.1
5.0,MAY,30-05-2017,ENAV,ANSP (AUA),2607.01,231.5,53.325,150.59,27.85,3.13.1
5.0,MAY,30-05-2017,HCAA,ANSP (AUA),1339.14,88.86,10.881,40.12,7.02,3.13.1
5.0,MAY,30-05-2017,HungaroControl,ANSP (AUA),621.19,86.07,3.834,45.51,7.08,3.13.1
5.0,MAY,30-05-2017,IAA,ANSP (AUA),718.73,48.85,2.952,13.32,2.34,3.13.1
5.0,MAY,30-05-2017,LFV,ANSP (AUA),1137.33,61.81,13.239,32.71,11.79,3.13.1
5.0,MAY,30-05-2017,LGS,ANSP (AUA),196.71,10.21,1.071,5.11,1.06,3.13.1
5.0,MAY,30-05-2017,LPS,ANSP (AUA),239.95,23.62,2.259,14.32,2.47,3.13.1
5.0,MAY,30-05-2017,LVNL,ANSP (AUA),233.88,41.66,6.921,16.22,5.77,3.13.1
5.0,MAY,30-05-2017,M-NAV,ANSP (AUA),87.09,8.09,0.5670000000000001,3.52,0.14,3.13.1
5.0,MAY,30-05-2017,MATS,ANSP (AUA),201.38,6.59,0.225,1.95,0.33,3.13.1
5.0,MAY,30-05-2017,MOLDATSA,ANSP (AUA),28.43,0.61,0.045000000000000005,0.27,0.07,3.13.1
5.0,MAY,30-05-2017,MUAC,ANSP (AUA),1842.66,374.2,85.23899999999999,208.63,37.65,3.13.1
5.0,MAY,30-05-2017,NATS (Continental),ANSP (AUA),3492.97,640.69,208.017,293.38,110.56,3.13.1
5.0,MAY,30-05-2017,NAV Portugal (Continental),ANSP (AUA),971.63,83.88,14.004000000000001,31.64,2.96,3.13.1
5.0,MAY,30-05-2017,NAVIAIR,ANSP (AUA),506.6,32.93,5.526,19.77,5.24,3.13.1
5.0,MAY,30-05-2017,Oro Navigacija,ANSP (AUA),146.89,6.88,0.5940000000000001,3.57,0.59,3.13.1
5.0,MAY,30-05-2017,PANSA,ANSP (AUA),1087.13,76.75,10.269,47.17,10.1,3.13.1
5.0,MAY,30-05-2017,ROMATSA,ANSP (AUA),658.13,42.92,3.285,16.68,4.23,3.13.1
5.0,MAY,30-05-2017,SMATSA,ANSP (AUA),816.68,170.1,3.87,90.47,7.6,3.13.1
5.0,MAY,30-05-2017,Sakaeronavigatsia,ANSP (AUA),115.33,11.54,0.48600000000000004,3.41,0.54,3.13.1
5.0,MAY,30-05-2017,Skyguide,ANSP (AUA),844.29,174.41,37.872,112.76,24.78,3.13.1
5.0,MAY,30-05-2017,Slovenia Control,ANSP (AUA),162.75,28.5,2.25,17.56,2.1,3.13.1
5.0,MAY,30-05-2017,UkSATSE,ANSP (AUA),409.62,14.23,1.368,4.76,1.21,3.13.1
5.0,MAY,30-05-2017,skeyes,ANSP (AUA),205.11,27.38,9.135,15.09,7.93,3.13.1
5.0,MAY,31-05-2017,ANS CR,ANSP (AUA),681.33,126.32,15.453000000000001,71.0,14.17,3.13.1
5.0,MAY,31-05-2017,ANS Finland,ANSP (AUA),262.72,8.59,2.457,3.86,2.04,3.13.1
5.0,MAY,31-05-2017,ARMATS,ANSP (AUA),27.13,0.59,0.036000000000000004,0.13,0.04,3.13.1
5.0,MAY,31-05-2017,Albcontrol,ANSP (AUA),114.66,11.72,0.6030000000000001,4.39,0.31,3.13.1
5.0,MAY,31-05-2017,Austro Control,ANSP (AUA),773.67,119.96,16.794,77.23,14.28,3.13.1
5.0,MAY,31-05-2017,Avinor (Continental),ANSP (AUA),785.09,32.98,7.938000000000001,15.12,7.67,3.13.1
5.0,MAY,31-05-2017,BULATSA,ANSP (AUA),667.63,95.47,5.148,36.32,3.53,3.13.1
5.0,MAY,31-05-2017,Croatia Control,ANSP (AUA),645.43,89.12,5.202,52.51,3.19,3.13.1
5.0,MAY,31-05-2017,DCAC Cyprus,ANSP (AUA),353.89,20.83,3.006,7.94,1.39,3.13.1
5.0,MAY,31-05-2017,DFS,ANSP (AUA),3605.89,697.87,155.727,418.81,107.59,3.13.1
5.0,MAY,31-05-2017,DHMI,ANSP (AUA),3318.11,538.37,73.521,178.03,38.42,3.13.1
5.0,MAY,31-05-2017,DSNA,ANSP (AUA),6131.1,1251.78,145.89900000000003,567.63,87.22,3.13.1
5.0,MAY,31-05-2017,EANS,ANSP (AUA),213.84,12.29,2.241,4.86,1.35,3.13.1
5.0,MAY,31-05-2017,ENAIRE,ANSP (AUA),3347.57,423.99,53.541000000000004,163.88,20.95,3.13.1
5.0,MAY,31-05-2017,ENAV,ANSP (AUA),2582.01,240.4,54.9,154.99,29.07,3.13.1
5.0,MAY,31-05-2017,HCAA,ANSP (AUA),1299.12,105.01,11.439000000000002,44.0,6.84,3.13.1
5.0,MAY,31-05-2017,HungaroControl,ANSP (AUA),679.24,98.24,4.833,54.39,8.01,3.13.1
5.0,MAY,31-05-2017,IAA,ANSP (AUA),835.31,66.89,7.344,19.61,3.67,3.13.1
5.0,MAY,31-05-2017,LFV,ANSP (AUA),1183.79,71.35,13.761,38.22,13.27,3.13.1
5.0,MAY,31-05-2017,LGS,ANSP (AUA),217.81,13.03,1.3860000000000001,7.21,1.63,3.13.1
5.0,MAY,31-05-2017,LPS,ANSP (AUA),291.9,44.01,3.8789999999999996,24.15,4.99,3.13.1
5.0,MAY,31-05-2017,LVNL,ANSP (AUA),237.92,42.27,6.912,18.59,6.01,3.13.1
5.0,MAY,31-05-2017,M-NAV,ANSP (AUA),95.67,13.86,0.5760000000000001,4.84,0.12,3.13.1
5.0,MAY,31-05-2017,MATS,ANSP (AUA),211.87,5.89,0.27,2.35,0.68,3.13.1
5.0,MAY,31-05-2017,MOLDATSA,ANSP (AUA),19.71,0.21,0.036000000000000004,0.11,0.03,3.13.1
5.0,MAY,31-05-2017,MUAC,ANSP (AUA),1944.06,422.75,92.007,234.33,44.43,3.13.1
5.0,MAY,31-05-2017,NATS (Continental),ANSP (AUA),3394.18,628.26,205.965,294.36,112.05,3.13.1
5.0,MAY,31-05-2017,NAV Portugal (Continental),ANSP (AUA),827.93,71.68,13.014000000000001,24.87,2.22,3.13.1
5.0,MAY,31-05-2017,NAVIAIR,ANSP (AUA),484.41,31.24,4.878,18.29,4.72,3.13.1
5.0,MAY,31-05-2017,Oro Navigacija,ANSP (AUA),154.66,8.27,0.675,4.3,0.96,3.13.1
5.0,MAY,31-05-2017,PANSA,ANSP (AUA),1140.89,85.3,10.998000000000001,52.19,12.63,3.13.1
5.0,MAY,31-05-2017,ROMATSA,ANSP (AUA),895.92,97.05,5.328,42.79,8.49,3.13.1
5.0,MAY,31-05-2017,SMATSA,ANSP (AUA),683.52,101.06,3.303,59.11,1.72,3.13.1
5.0,MAY,31-05-2017,Sakaeronavigatsia,ANSP (AUA),114.29,9.62,0.324,2.65,0.39,3.13.1
5.0,MAY,31-05-2017,Skyguide,ANSP (AUA),851.68,181.25,41.715,117.1,28.03,3.13.1
5.0,MAY,31-05-2017,Slovenia Control,ANSP (AUA),158.15,27.31,1.9260000000000002,16.64,1.4,3.13.1
5.0,MAY,31-05-2017,UkSATSE,ANSP (AUA),406.26,13.27,1.1340000000000001,4.02,0.84,3.13.1
5.0,MAY,31-05-2017,skeyes,ANSP (AUA),219.48,32.07,10.764000000000001,18.09,9.82,3.13.1
6.0,JUN,01-06-2017,ANS CR,ANSP (AUA),701.8,123.22,16.371000000000002,69.3,13.01,3.13.1
6.0,JUN,01-06-2017,ANS Finland,ANSP (AUA),272.78,10.61,3.2760000000000002,4.68,3.16,3.13.1
6.0,JUN,01-06-2017,ARMATS,ANSP (AUA),27.94,0.64,0.135,0.22,0.09,3.13.1
6.0,JUN,01-06-2017,Albcontrol,ANSP (AUA),115.93,9.42,0.378,3.98,0.33,3.13.1
6.0,JUN,01-06-2017,Austro Control,ANSP (AUA),789.44,119.78,17.316,76.78,15.68,3.13.1
6.0,JUN,01-06-2017,Avinor (Continental),ANSP (AUA),789.58,30.93,7.263000000000001,13.29,7.61,3.13.1
6.0,JUN,01-06-2017,BULATSA,ANSP (AUA),705.19,102.76,6.102,43.05,4.03,3.13.1
6.0,JUN,01-06-2017,Croatia Control,ANSP (AUA),678.79,81.57,6.273,51.82,4.63,3.13.1
6.0,JUN,01-06-2017,DCAC Cyprus,ANSP (AUA),454.9,37.23,4.113,13.45,1.48,3.13.1
6.0,JUN,01-06-2017,DFS,ANSP (AUA),3662.05,696.56,171.60299999999998,420.62,121.54,3.13.1
6.0,JUN,01-06-2017,DHMI,ANSP (AUA),3479.17,628.65,73.566,192.66,45.68,3.13.1
6.0,JUN,01-06-2017,DSNA,ANSP (AUA),6510.35,1360.89,165.89700000000002,619.83,103.78,3.13.1
6.0,JUN,01-06-2017,EANS,ANSP (AUA),217.32,13.13,2.682,5.41,1.81,3.13.1
6.0,JUN,01-06-2017,ENAIRE,ANSP (AUA),3530.7,481.79,62.415,194.13,23.9,3.13.1
6.0,JUN,01-06-2017,ENAV,ANSP (AUA),2747.92,261.72,60.831,169.72,31.79,3.13.1
6.0,JUN,01-06-2017,HCAA,ANSP (AUA),1445.57,112.83,12.834,50.29,8.26,3.13.1
6.0,JUN,01-06-2017,HungaroControl,ANSP (AUA),695.2,98.69,4.5360000000000005,56.56,10.27,3.13.1
6.0,JUN,01-06-2017,IAA,ANSP (AUA),927.45,84.5,5.337,20.85,3.33,3.13.1
6.0,JUN,01-06-2017,LFV,ANSP (AUA),1203.43,66.73,14.166,35.3,13.19,3.13.1
6.0,JUN,01-06-2017,LGS,ANSP (AUA),213.74,11.23,0.9720000000000001,6.04,1.3,3.13.1
6.0,JUN,01-06-2017,LPS,ANSP (AUA),305.33,43.63,3.636,24.16,4.24,3.13.1
6.0,JUN,01-06-2017,LVNL,ANSP (AUA),260.09,48.76,9.135,20.55,9.24,3.13.1
6.0,JUN,01-06-2017,M-NAV,ANSP (AUA),94.32,10.2,0.8280000000000001,4.96,0.27,3.13.1
6.0,JUN,01-06-2017,MATS,ANSP (AUA),214.03,7.25,0.29700000000000004,2.61,0.38,3.13.1
6.0,JUN,01-06-2017,MOLDATSA,ANSP (AUA),22.63,0.29,0.027,0.07,0.03,3.13.1
6.0,JUN,01-06-2017,MUAC,ANSP (AUA),1850.34,363.4,82.71000000000001,201.77,44.07,3.13.1
6.0,JUN,01-06-2017,NATS (Continental),ANSP (AUA),3584.47,693.64,228.24,325.84,122.62,3.13.1
6.0,JUN,01-06-2017,NAV Portugal (Continental),ANSP (AUA),979.9,84.34,15.309000000000001,31.06,2.71,3.13.1
6.0,JUN,01-06-2017,NAVIAIR,ANSP (AUA),507.62,31.05,5.391,19.56,4.74,3.13.1
6.0,JUN,01-06-2017,Oro Navigacija,ANSP (AUA),154.52,7.26,0.5850000000000001,3.7,0.68,3.13.1
6.0,JUN,01-06-2017,PANSA,ANSP (AUA),1138.53,86.23,10.953,52.0,10.16,3.13.1
6.0,JUN,01-06-2017,ROMATSA,ANSP (AUA),946.2,106.26,5.724,51.56,9.64,3.13.1
6.0,JUN,01-06-2017,SMATSA,ANSP (AUA),710.15,102.92,3.978,62.88,2.45,3.13.1
6.0,JUN,01-06-2017,Sakaeronavigatsia,ANSP (AUA),130.31,13.98,0.5940000000000001,4.52,0.9,3.13.1
6.0,JUN,01-06-2017,Skyguide,ANSP (AUA),871.09,193.16,42.93000000000001,120.56,29.72,3.13.1
6.0,JUN,01-06-2017,Slovenia Control,ANSP (AUA),158.91,25.2,2.3400000000000003,15.66,1.75,3.13.1
6.0,JUN,01-06-2017,UkSATSE,ANSP (AUA),422.64,13.34,1.017,4.58,0.87,3.13.1
6.0,JUN,01-06-2017,skeyes,ANSP (AUA),236.63,39.17,14.229000000000001,22.0,12.53,3.13.1
6.0,JUN,02-06-2017,ANS CR,ANSP (AUA),723.3,128.5,16.776,70.08,14.74,3.13.1
6.0,JUN,02-06-2017,ANS Finland,ANSP (AUA),265.72,7.44,2.079,3.44,1.8,3.13.1
6.0,JUN,02-06-2017,ARMATS,ANSP (AUA),32.71,0.87,0.09000000000000001,0.32,0.07,3.13.1
6.0,JUN,02-06-2017,Albcontrol,ANSP (AUA),142.89,14.99,0.918,7.19,0.36,3.13.1
6.0,JUN,02-06-2017,Austro Control,ANSP (AUA),823.46,126.21,17.19,79.36,17.31,3.13.1
6.0,JUN,02-06-2017,Avinor (Continental),ANSP (AUA),766.67,29.21,7.623000000000001,13.87,6.25,3.13.1
6.0,JUN,02-06-2017,BULATSA,ANSP (AUA),766.26,106.48,6.6240000000000006,44.76,5.21,3.13.1
6.0,JUN,02-06-2017,Croatia Control,ANSP (AUA),678.0,90.61,4.995,58.11,4.67,3.13.1
6.0,JUN,02-06-2017,DCAC Cyprus,ANSP (AUA),385.21,27.91,3.1050000000000004,8.66,1.96,3.13.1
6.0,JUN,02-06-2017,DFS,ANSP (AUA),3742.07,705.02,169.614,431.91,118.18,3.13.1
6.0,JUN,02-06-2017,DHMI,ANSP (AUA),3453.19,562.86,76.76100000000001,188.27,38.26,3.13.1
6.0,JUN,02-06-2017,DSNA,ANSP (AUA),6850.64,1405.16,175.563,658.12,127.31,3.13.1
6.0,JUN,02-06-2017,EANS,ANSP (AUA),218.56,11.41,2.295,4.83,1.55,3.13.1
6.0,JUN,02-06-2017,ENAIRE,ANSP (AUA),3680.87,496.64,75.51,212.55,28.32,3.13.1
6.0,JUN,02-06-2017,ENAV,ANSP (AUA),2748.81,256.27,59.85,170.98,33.23,3.13.1
6.0,JUN,02-06-2017,HCAA,ANSP (AUA),1491.39,116.56,15.434999999999999,52.2,8.84,3.13.1
6.0,JUN,02-06-2017,HungaroControl,ANSP (AUA),754.33,118.07,5.202,66.48,10.26,3.13.1
6.0,JUN,02-06-2017,IAA,ANSP (AUA),808.79,71.49,5.67,17.47,4.06,3.13.1
6.0,JUN,02-06-2017,LFV,ANSP (AUA),1189.01,67.25,13.959,37.23,12.36,3.13.1
6.0,JUN,02-06-2017,LGS,ANSP (AUA),227.99,12.79,1.125,6.93,1.61,3.13.1
6.0,JUN,02-06-2017,LPS,ANSP (AUA),314.26,45.04,3.492,24.55,4.66,3.13.1
6.0,JUN,02-06-2017,LVNL,ANSP (AUA),239.88,43.11,6.723,18.43,5.85,3.13.1
6.0,JUN,02-06-2017,M-NAV,ANSP (AUA),95.79,8.56,0.6930000000000001,4.32,0.22,3.13.1
6.0,JUN,02-06-2017,MATS,ANSP (AUA),219.24,8.68,0.261,3.45,0.54,3.13.1
6.0,JUN,02-06-2017,MOLDATSA,ANSP (AUA),27.24,0.48,0.027,0.16,0.03,3.13.1
6.0,JUN,02-06-2017,MUAC,ANSP (AUA),1930.22,386.2,88.61399999999999,225.2,41.86,3.13.1
6.0,JUN,02-06-2017,NATS (Continental),ANSP (AUA),3781.25,749.93,257.967,370.09,128.19,3.13.1
6.0,JUN,02-06-2017,NAV Portugal (Continental),ANSP (AUA),909.43,69.35,12.933,26.93,2.99,3.13.1
6.0,JUN,02-06-2017,NAVIAIR,ANSP (AUA),517.75,34.06,5.085000000000001,20.38,5.49,3.13.1
6.0,JUN,02-06-2017,Oro Navigacija,ANSP (AUA),161.99,8.08,0.531,3.96,0.99,3.13.1
6.0,JUN,02-06-2017,PANSA,ANSP (AUA),1252.04,97.79,12.222,61.67,11.72,3.13.1
6.0,JUN,02-06-2017,ROMATSA,ANSP (AUA),1017.26,117.32,6.57,53.11,11.67,3.13.1
6.0,JUN,02-06-2017,SMATSA,ANSP (AUA),763.92,120.5,4.41,72.71,2.4,3.13.1
6.0,JUN,02-06-2017,Sakaeronavigatsia,ANSP (AUA),131.15,12.2,0.765,3.98,0.69,3.13.1
6.0,JUN,02-06-2017,Skyguide,ANSP (AUA),919.43,205.5,46.269,131.92,36.39,3.13.1
6.0,JUN,02-06-2017,Slovenia Control,ANSP (AUA),167.47,28.78,2.6910000000000003,17.95,2.24,3.13.1
6.0,JUN,02-06-2017,UkSATSE,ANSP (AUA),460.41,15.01,1.1700000000000002,5.24,0.96,3.13.1
6.0,JUN,02-06-2017,skeyes,ANSP (AUA),241.94,37.86,14.139000000000001,22.06,14.36,3.13.1
6.0,JUN,03-06-2017,ANS CR,ANSP (AUA),691.39,133.05,13.68,76.57,11.84,3.13.1
6.0,JUN,03-06-2017,ANS Finland,ANSP (AUA),172.96,4.04,0.8280000000000001,1.62,0.62,3.13.1
6.0,JUN,03-06-2017,ARMATS,ANSP (AUA),28.05,0.58,0.06300000000000001,0.14,0.02,3.13.1
6.0,JUN,03-06-2017,Albcontrol,ANSP (AUA),168.15,19.35,1.242,9.02,0.4,3.13.1
6.0,JUN,03-06-2017,Austro Control,ANSP (AUA),849.68,151.07,17.208000000000002,98.79,12.76,3.13.1
6.0,JUN,03-06-2017,Avinor (Continental),ANSP (AUA),412.88,11.19,2.2230000000000003,5.27,0.94,3.13.1
6.0,JUN,03-06-2017,BULATSA,ANSP (AUA),819.79,128.9,8.487,57.23,5.76,3.13.1
6.0,JUN,03-06-2017,Croatia Control,ANSP (AUA),837.59,126.85,9.549,79.05,4.3,3.13.1
6.0,JUN,03-06-2017,DCAC Cyprus,ANSP (AUA),378.82,24.17,3.3120000000000003,10.06,1.78,3.13.1
6.0,JUN,03-06-2017,DFS,ANSP (AUA),3240.34,573.99,110.01599999999999,359.85,67.96,3.13.1
6.0,JUN,03-06-2017,DHMI,ANSP (AUA),3585.49,598.47,71.973,187.56,41.39,3.13.1
6.0,JUN,03-06-2017,DSNA,ANSP (AUA),6936.52,1595.88,163.944,722.64,109.74,3.13.1
6.0,JUN,03-06-2017,EANS,ANSP (AUA),213.69,13.22,2.178,4.99,1.7,3.13.1
6.0,JUN,03-06-2017,ENAIRE,ANSP (AUA),3908.38,571.77,68.31,220.53,26.7,3.13.1
6.0,JUN,03-06-2017,ENAV,ANSP (AUA),3015.48,317.4,64.179,213.55,32.19,3.13.1
6.0,JUN,03-06-2017,HCAA,ANSP (AUA),1696.01,157.3,18.099,71.31,7.54,3.13.1
6.0,JUN,03-06-2017,HungaroControl,ANSP (AUA),805.75,140.11,5.481,81.61,11.75,3.13.1
6.0,JUN,03-06-2017,IAA,ANSP (AUA),779.27,57.28,3.546,14.28,1.8,3.13.1
6.0,JUN,03-06-2017,LFV,ANSP (AUA),830.15,46.26,6.282000000000001,27.15,3.61,3.13.1
6.0,JUN,03-06-2017,LGS,ANSP (AUA),220.48,13.95,0.873,7.49,1.07,3.13.1
6.0,JUN,03-06-2017,LPS,ANSP (AUA),334.58,59.82,3.6,34.31,5.2,3.13.1
6.0,JUN,03-06-2017,LVNL,ANSP (AUA),190.23,31.65,3.9149999999999996,13.94,2.8,3.13.1
6.0,JUN,03-06-2017,M-NAV,ANSP (AUA),119.06,15.63,0.891,8.08,0.17,3.13.1
6.0,JUN,03-06-2017,MATS,ANSP (AUA),199.79,7.83,0.29700000000000004,2.62,0.46,3.13.1
6.0,JUN,03-06-2017,MOLDATSA,ANSP (AUA),24.7,0.34,0.018000000000000002,0.12,0.06,3.13.1
6.0,JUN,03-06-2017,MUAC,ANSP (AUA),1850.99,356.25,74.286,209.56,36.2,3.13.1
6.0,JUN,03-06-2017,NATS (Continental),ANSP (AUA),3379.9,592.97,180.288,265.12,91.86,3.13.1
6.0,JUN,03-06-2017,NAV Portugal (Continental),ANSP (AUA),1093.66,112.65,16.92,43.56,3.06,3.13.1
6.0,JUN,03-06-2017,NAVIAIR,ANSP (AUA),406.89,23.97,3.33,14.94,2.06,3.13.1
6.0,JUN,03-06-2017,Oro Navigacija,ANSP (AUA),167.47,10.23,0.639,5.22,0.77,3.13.1
6.0,JUN,03-06-2017,PANSA,ANSP (AUA),1298.36,112.73,10.620000000000001,70.76,10.26,3.13.1
6.0,JUN,03-06-2017,ROMATSA,ANSP (AUA),1026.29,130.87,4.707000000000001,62.59,10.8,3.13.1
6.0,JUN,03-06-2017,SMATSA,ANSP (AUA),897.53,169.1,4.383,100.96,2.89,3.13.1
6.0,JUN,03-06-2017,Sakaeronavigatsia,ANSP (AUA),124.34,11.82,0.5940000000000001,3.35,0.51,3.13.1
6.0,JUN,03-06-2017,Skyguide,ANSP (AUA),899.22,211.48,42.165,137.7,26.43,3.13.1
6.0,JUN,03-06-2017,Slovenia Control,ANSP (AUA),205.68,43.0,3.9600000000000004,26.96,1.73,3.13.1
6.0,JUN,03-06-2017,UkSATSE,ANSP (AUA),453.75,16.14,0.9990000000000001,5.32,0.68,3.13.1
6.0,JUN,03-06-2017,skeyes,ANSP (AUA),161.65,19.85,6.705,11.17,5.67,3.13.1
6.0,JUN,04-06-2017,ANS CR,ANSP (AUA),674.43,123.4,15.209999999999999,70.07,10.1,3.13.1
6.0,JUN,04-06-2017,ANS Finland,ANSP (AUA),202.8,5.78,1.476,2.2,1.05,3.13.1
6.0,JUN,04-06-2017,ARMATS,ANSP (AUA),31.08,0.66,0.081,0.18,0.04,3.13.1
6.0,JUN,04-06-2017,Albcontrol,ANSP (AUA),138.43,15.19,0.81,6.96,1.01,3.13.1
6.0,JUN,04-06-2017,Austro Control,ANSP (AUA),807.87,141.67,15.336,89.0,12.21,3.13.1
6.0,JUN,04-06-2017,Avinor (Continental),ANSP (AUA),557.26,20.11,4.248,9.43,2.96,3.13.1
6.0,JUN,04-06-2017,BULATSA,ANSP (AUA),796.88,125.53,6.9030000000000005,50.11,5.56,3.13.1
6.0,JUN,04-06-2017,Croatia Control,ANSP (AUA),745.49,108.55,6.246,66.53,4.69,3.13.1
6.0,JUN,04-06-2017,DCAC Cyprus,ANSP (AUA),485.49,39.55,5.004,15.01,1.73,3.13.1
6.0,JUN,04-06-2017,DFS,ANSP (AUA),3158.99,584.88,109.17,358.84,59.27,3.13.1
6.0,JUN,04-06-2017,DHMI,ANSP (AUA),3690.92,670.59,72.126,201.96,48.68,3.13.1
6.0,JUN,04-06-2017,DSNA,ANSP (AUA),6697.58,1462.43,161.946,665.21,113.31,3.13.1
6.0,JUN,04-06-2017,EANS,ANSP (AUA),198.93,11.04,1.899,4.21,1.1,3.13.1
6.0,JUN,04-06-2017,ENAIRE,ANSP (AUA),3774.97,516.45,71.172,207.72,28.0,3.13.1
6.0,JUN,04-06-2017,ENAV,ANSP (AUA),3018.32,308.23,69.399,208.17,35.83,3.13.1
6.0,JUN,04-06-2017,HCAA,ANSP (AUA),1644.86,137.85,15.426,64.3,7.1,3.13.1
6.0,JUN,04-06-2017,HungaroControl,ANSP (AUA),760.53,121.68,5.49,69.52,10.08,3.13.1
6.0,JUN,04-06-2017,IAA,ANSP (AUA),794.83,57.53,3.618,15.0,2.51,3.13.1
6.0,JUN,04-06-2017,LFV,ANSP (AUA),945.49,51.48,8.649,28.09,6.21,3.13.1
6.0,JUN,04-06-2017,LGS,ANSP (AUA),217.93,13.59,1.1520000000000001,7.38,1.69,3.13.1
6.0,JUN,04-06-2017,LPS,ANSP (AUA),318.91,49.53,3.366,28.51,3.95,3.13.1
6.0,JUN,04-06-2017,LVNL,ANSP (AUA),208.09,37.17,5.121,15.93,3.48,3.13.1
6.0,JUN,04-06-2017,M-NAV,ANSP (AUA),108.57,12.31,0.846,5.8,0.35,3.13.1
6.0,JUN,04-06-2017,MATS,ANSP (AUA),210.37,6.9,0.315,2.36,0.33,3.13.1
6.0,JUN,04-06-2017,MOLDATSA,ANSP (AUA),26.98,0.52,0.06300000000000001,0.18,0.06,3.13.1
6.0,JUN,04-06-2017,MUAC,ANSP (AUA),1861.58,359.74,80.58600000000001,210.44,37.1,3.13.1
6.0,JUN,04-06-2017,NATS (Continental),ANSP (AUA),3580.62,677.95,214.506,314.72,106.14,3.13.1
6.0,JUN,04-06-2017,NAV Portugal (Continental),ANSP (AUA),1009.25,89.25,16.524,32.54,2.79,3.13.1
6.0,JUN,04-06-2017,NAVIAIR,ANSP (AUA),448.86,28.36,4.176,17.21,3.85,3.13.1
6.0,JUN,04-06-2017,Oro Navigacija,ANSP (AUA),156.82,8.58,0.621,4.1,0.85,3.13.1
6.0,JUN,04-06-2017,PANSA,ANSP (AUA),1247.31,104.06,11.520000000000001,66.55,10.07,3.13.1
6.0,JUN,04-06-2017,ROMATSA,ANSP (AUA),1021.83,128.11,5.022,61.99,10.37,3.13.1
6.0,JUN,04-06-2017,SMATSA,ANSP (AUA),795.66,130.24,4.716,75.82,2.19,3.13.1
6.0,JUN,04-06-2017,Sakaeronavigatsia,ANSP (AUA),139.39,12.3,0.6930000000000001,3.88,1.03,3.13.1
6.0,JUN,04-06-2017,Skyguide,ANSP (AUA),873.42,200.63,38.466,125.63,22.92,3.13.1
6.0,JUN,04-06-2017,Slovenia Control,ANSP (AUA),182.9,36.51,2.286,20.21,1.51,3.13.1
6.0,JUN,04-06-2017,UkSATSE,ANSP (AUA),452.25,15.59,1.089,5.53,0.78,3.13.1
6.0,JUN,04-06-2017,skeyes,ANSP (AUA),178.46,21.65,7.3709999999999996,12.42,5.91,3.13.1
6.0,JUN,05-06-2017,ANS CR,ANSP (AUA),688.14,129.8,17.019000000000002,71.74,13.13,3.13.1
6.0,JUN,05-06-2017,ANS Finland,ANSP (AUA),248.1,7.89,2.1870000000000003,3.17,1.92,3.13.1
6.0,JUN,05-06-2017,ARMATS,ANSP (AUA),29.26,0.64,0.054,0.25,0.0,3.13.1
6.0,JUN,05-06-2017,Albcontrol,ANSP (AUA),143.1,16.14,0.9720000000000001,6.75,0.3,3.13.1
6.0,JUN,05-06-2017,Austro Control,ANSP (AUA),789.64,127.87,15.93,78.92,13.34,3.13.1
6.0,JUN,05-06-2017,Avinor (Continental),ANSP (AUA),628.7,24.28,5.3100000000000005,11.26,4.31,3.13.1
